,US1,US2,US3,US4,US5,US6,US7,US8,US9,US10,US11,US12,US13,US14,US15,US16,US17,US18,US19,US20,US21,US22,US23,US24,CLASS
3334,0.848,2.7710000000000004,2.903,5.0,1.605,1.565,1.556,1.511,1.5130000000000001,1.528,1.788,0.813,0.795,0.778,0.7829999999999999,0.802,0.825,0.782,0.759,0.743,0.753,0.8029999999999999,5.0,1.48,Sharp-Right-Turn
3335,0.847,2.7710000000000004,2.8939999999999997,5.0,5.0,1.569,1.556,1.5119999999999998,1.516,1.528,1.7890000000000001,0.816,0.794,0.778,0.7829999999999999,0.802,0.815,0.785,0.759,0.743,0.768,0.802,0.8340000000000001,1.48,Sharp-Right-Turn
3336,0.846,2.778,2.891,5.0,5.0,1.569,1.557,1.5119999999999998,1.516,1.528,1.7890000000000001,0.8170000000000001,0.794,0.778,0.782,0.7979999999999999,1.1340000000000001,0.795,0.759,0.742,0.767,0.773,5.0,1.48,Sharp-Right-Turn
3337,0.843,2.73,2.888,5.0,5.0,1.575,5.0,1.5130000000000001,1.514,1.528,1.7890000000000001,0.821,0.7979999999999999,0.778,0.782,0.797,0.816,0.795,0.762,0.742,0.746,0.768,5.0,1.48,Sharp-Right-Turn
3338,0.8420000000000001,2.7230000000000003,2.885,5.0,5.0,5.0,5.0,1.515,1.515,1.525,1.787,1.8019999999999998,0.802,0.7809999999999999,0.78,0.795,0.848,1.1740000000000002,0.762,0.741,0.745,0.763,5.0,1.48,Sharp-Right-Turn
3339,0.8420000000000001,2.7239999999999998,2.886,5.0,5.0,5.0,1.557,1.516,1.515,1.525,1.787,1.8019999999999998,0.83,0.78,0.779,0.789,0.838,1.172,0.772,0.7440000000000001,0.74,0.758,5.0,0.8109999999999999,Sharp-Right-Turn
3340,2.035,2.763,2.886,5.0,5.0,1.6059999999999999,1.557,1.528,1.514,1.525,1.5659999999999998,1.7990000000000002,0.8270000000000001,0.787,0.774,0.787,0.843,1.224,1.19,0.743,0.738,0.7509999999999999,0.78,0.804,Sharp-Right-Turn
3341,2.035,2.7489999999999997,2.885,5.0,5.0,5.0,5.0,1.541,1.515,1.525,1.558,1.58,5.0,0.879,0.773,0.785,0.8029999999999999,1.167,1.185,0.748,0.736,0.7490000000000001,0.773,0.8,Sharp-Right-Turn
3342,1.4880000000000002,2.75,2.883,2.91,5.0,5.0,1.56,1.528,1.516,1.526,1.5519999999999998,1.57,5.0,0.78,0.772,0.78,0.8029999999999999,1.161,0.7609999999999999,0.743,0.7340000000000001,0.742,0.7659999999999999,0.795,Sharp-Right-Turn
3343,1.484,2.7710000000000004,2.884,5.0,5.0,1.632,1.564,1.528,1.5190000000000001,1.528,1.5490000000000002,1.5759999999999998,0.8029999999999999,0.78,0.7709999999999999,0.778,0.8009999999999999,1.125,0.764,0.738,0.732,0.7390000000000001,0.762,0.7909999999999999,Sharp-Right-Turn
3344,0.823,2.758,2.886,5.0,5.0,1.6269999999999998,1.568,1.531,1.52,1.536,1.555,1.8230000000000002,0.807,0.78,0.77,0.7759999999999999,0.7979999999999999,0.7959999999999999,0.764,0.737,0.73,0.737,0.759,0.784,Sharp-Right-Turn
3345,0.825,2.045,2.825,2.9019999999999997,5.0,1.631,1.571,1.54,1.525,1.531,1.5519999999999998,0.86,1.6059999999999999,0.779,0.769,0.774,0.792,1.117,0.764,0.737,0.7290000000000001,0.735,0.7559999999999999,0.7829999999999999,Sharp-Right-Turn
3346,1.476,2.042,2.783,2.9,5.0,1.6380000000000001,5.0,1.5490000000000002,1.527,1.525,1.558,1.797,0.821,0.78,0.768,0.7759999999999999,0.789,0.8009999999999999,0.765,0.7390000000000001,0.728,0.736,0.774,5.0,Sharp-Right-Turn
3347,0.797,0.86,2.728,2.895,5.0,5.0,5.0,1.55,1.53,1.526,1.578,0.8640000000000001,1.815,0.7829999999999999,0.767,0.772,0.7959999999999999,1.113,0.765,0.7390000000000001,0.727,0.735,0.754,5.0,Sharp-Right-Turn
3348,0.802,0.858,2.735,2.8930000000000002,5.0,5.0,1.581,1.565,1.531,1.526,1.5490000000000002,0.862,1.6119999999999999,0.787,0.7659999999999999,0.767,0.787,0.8,0.779,0.743,0.726,0.727,0.7440000000000001,5.0,Sharp-Right-Turn
3349,0.785,2.042,2.753,2.8939999999999997,5.0,5.0,1.585,1.579,1.536,1.527,1.5430000000000001,1.795,1.814,0.8170000000000001,0.7659999999999999,0.765,0.777,0.813,1.157,0.7490000000000001,0.725,0.725,0.738,0.7709999999999999,Sharp-Right-Turn
3350,0.78,2.042,2.7539999999999996,2.8939999999999997,5.0,5.0,5.0,5.0,1.541,1.5290000000000001,1.54,1.565,1.609,5.0,0.7709999999999999,0.763,0.7709999999999999,1.151,1.158,1.167,0.727,0.722,0.735,0.763,Sharp-Right-Turn
3351,0.775,2.043,2.758,2.895,5.0,5.0,5.0,1.574,1.5590000000000002,1.531,1.541,1.564,1.8130000000000002,5.0,0.875,0.7609999999999999,0.768,0.7929999999999999,1.143,0.746,0.728,0.72,0.728,0.7559999999999999,Sharp-Right-Turn
3352,0.774,5.0,2.7569999999999997,2.897,5.0,5.0,1.604,1.57,1.546,1.5319999999999998,1.5419999999999998,1.56,0.818,1.83,0.875,0.759,0.769,0.789,1.109,1.179,0.723,0.718,0.725,0.748,Sharp-Right-Turn
3353,0.767,0.816,2.758,2.898,5.0,1.6440000000000001,1.626,1.578,1.551,1.534,1.5519999999999998,1.561,1.5959999999999999,5.0,0.768,0.758,0.767,0.784,1.104,0.9229999999999999,0.723,0.716,0.723,0.746,Sharp-Right-Turn
3354,0.7609999999999999,0.82,2.05,2.9,5.0,5.0,5.0,1.578,1.554,1.536,1.568,1.57,1.807,5.0,0.767,0.757,0.768,0.7829999999999999,1.101,0.92,0.722,0.715,0.72,0.742,Sharp-Right-Turn
3355,5.0,0.802,2.046,2.741,2.9210000000000003,5.0,5.0,1.595,1.574,1.541,1.5430000000000001,1.561,1.594,5.0,0.767,0.755,0.764,0.784,1.099,0.856,0.722,0.7140000000000001,0.722,0.7390000000000001,Sharp-Right-Turn
3356,0.753,0.804,2.046,2.7489999999999997,2.9219999999999997,5.0,3.787,5.0,1.577,1.5430000000000001,1.5430000000000001,1.8,1.595,5.0,0.77,0.754,0.755,0.81,1.1,0.841,0.725,0.713,0.718,0.764,Sharp-Right-Turn
3357,0.75,0.8,2.044,2.741,2.911,5.0,5.0,5.0,5.0,1.544,1.544,1.561,1.594,1.82,0.773,0.753,0.752,0.769,1.133,0.773,0.725,0.7120000000000001,0.713,0.754,Sharp-Right-Turn
3358,0.767,0.7909999999999999,2.044,2.742,2.912,5.0,5.0,5.0,5.0,1.556,1.544,1.557,1.589,1.819,0.7859999999999999,0.758,0.75,0.763,0.802,0.8240000000000001,0.733,0.715,0.711,0.727,Sharp-Right-Turn
3359,0.753,0.7759999999999999,2.049,2.748,2.9130000000000003,5.0,5.0,5.0,5.0,1.557,1.5419999999999998,1.554,1.578,1.608,0.797,0.7709999999999999,0.747,0.7559999999999999,1.137,1.129,0.7290000000000001,0.7240000000000001,0.7090000000000001,0.721,Sharp-Right-Turn
3360,0.743,0.769,2.05,2.764,2.912,2.935,5.0,1.6059999999999999,5.0,1.554,1.5430000000000001,1.5530000000000002,1.574,1.811,1.8330000000000002,0.753,0.7440000000000001,0.753,0.784,0.769,0.73,0.715,0.7070000000000001,0.715,Move-Forward
3361,0.736,0.765,1.49,2.77,2.9130000000000003,2.929,5.0,1.6030000000000002,1.5859999999999999,1.5530000000000002,1.544,1.5530000000000002,1.588,1.8119999999999998,1.834,0.7490000000000001,0.742,0.7490000000000001,0.7759999999999999,0.768,0.731,0.715,0.706,0.713,Move-Forward
3362,0.731,0.762,0.7959999999999999,2.773,2.9160000000000004,5.0,5.0,1.607,5.0,1.556,1.544,1.554,1.6059999999999999,1.811,0.78,0.747,0.74,0.746,0.772,1.08,0.731,0.716,0.705,0.7120000000000001,Sharp-Right-Turn
3363,0.733,0.757,0.8029999999999999,2.064,2.918,5.0,5.0,1.615,5.0,1.556,1.544,1.5530000000000002,1.6019999999999999,1.831,1.829,0.7490000000000001,0.737,0.743,0.769,1.078,0.733,0.7170000000000001,0.705,0.711,Move-Forward
3364,0.731,0.7609999999999999,1.4880000000000002,2.062,2.9219999999999997,5.0,5.0,1.611,5.0,1.557,1.5430000000000001,1.557,1.599,1.8159999999999998,1.8230000000000002,0.748,0.736,0.745,0.764,0.785,0.736,0.7190000000000001,0.7070000000000001,0.716,Move-Forward
3365,0.736,0.763,1.493,2.064,2.923,5.0,5.0,1.609,5.0,1.556,1.541,1.556,1.7930000000000001,1.8319999999999999,1.827,0.748,0.736,0.741,0.767,1.079,0.737,0.72,0.7090000000000001,0.718,Move-Forward
3366,0.7340000000000001,0.764,1.494,2.065,2.923,5.0,5.0,1.608,5.0,1.555,1.54,1.551,1.597,1.867,1.8230000000000002,0.747,0.735,0.741,0.7659999999999999,1.08,0.7390000000000001,0.722,0.71,0.7190000000000001,Move-Forward
3367,0.738,0.765,1.4909999999999999,2.065,2.923,5.0,5.0,1.608,5.0,1.554,1.5390000000000001,1.5530000000000002,1.595,1.859,1.8219999999999998,0.747,0.735,0.741,0.763,1.08,0.7390000000000001,0.722,0.711,0.7190000000000001,Move-Forward
3368,0.736,0.7659999999999999,1.495,2.063,2.9210000000000003,5.0,5.0,1.61,5.0,1.5519999999999998,1.538,1.5519999999999998,1.594,1.795,1.821,0.746,0.735,0.74,0.762,0.789,0.74,0.723,0.7120000000000001,0.721,Move-Forward
3369,0.7390000000000001,0.77,1.495,2.066,2.864,5.0,5.0,1.6059999999999999,5.0,1.5490000000000002,1.534,1.5519999999999998,1.786,1.587,1.821,0.745,0.733,0.7390000000000001,0.764,1.082,0.7440000000000001,0.727,0.716,0.7240000000000001,Move-Forward
3370,0.7490000000000001,0.772,1.504,2.074,2.925,5.0,5.0,1.599,5.0,1.5419999999999998,1.527,1.541,1.7790000000000001,1.825,1.81,0.743,0.731,0.737,0.758,1.087,0.75,0.733,0.722,0.731,Move-Forward
3371,0.755,0.7859999999999999,1.5119999999999998,2.0780000000000003,2.823,5.0,5.0,1.5919999999999999,5.0,1.5319999999999998,1.518,1.5319999999999998,1.7690000000000001,1.784,1.8,0.7390000000000001,0.727,0.733,0.752,1.091,0.76,0.743,0.732,0.74,Move-Forward
3372,0.77,0.794,1.5219999999999998,2.093,2.9330000000000003,5.0,5.0,1.578,5.0,1.521,1.506,1.53,1.5630000000000002,1.775,1.785,0.735,0.723,0.7290000000000001,0.7509999999999999,1.0959999999999999,0.7709999999999999,0.754,0.743,0.752,Move-Forward
3373,0.7829999999999999,0.81,1.534,2.1,2.938,5.0,5.0,1.571,5.0,1.507,1.492,1.511,1.56,1.761,1.77,0.7290000000000001,0.718,0.7240000000000001,2.198,0.774,0.785,0.768,0.7559999999999999,0.765,Move-Forward
3374,0.795,0.8270000000000001,1.547,2.1109999999999998,2.946,5.0,5.0,1.556,5.0,1.493,1.4780000000000002,1.493,1.7280000000000002,1.74,1.758,0.7240000000000001,0.7120000000000001,0.718,0.74,0.762,0.799,0.7829999999999999,0.7709999999999999,0.78,Move-Forward
3375,0.816,0.836,1.558,2.124,2.952,5.0,5.0,1.544,5.0,1.474,1.463,1.48,1.7109999999999999,1.719,1.7380000000000002,0.718,0.706,0.7120000000000001,0.737,0.7559999999999999,0.818,0.7979999999999999,0.787,0.795,Move-Forward
3376,0.8290000000000001,0.858,1.5730000000000002,2.137,2.9589999999999996,5.0,5.0,5.0,5.0,1.459,1.446,1.465,1.694,1.702,1.724,0.7120000000000001,0.7,0.7090000000000001,0.727,0.7490000000000001,0.8320000000000001,0.8140000000000001,0.8029999999999999,0.838,Move-Forward
3377,0.848,0.871,1.588,2.147,2.966,5.0,5.0,5.0,5.0,1.442,1.43,1.4380000000000002,1.68,1.681,1.706,0.7070000000000001,0.6940000000000001,0.7020000000000001,0.72,0.745,0.848,0.8340000000000001,0.82,0.831,Move-Forward
3378,0.863,0.892,1.607,2.158,2.88,5.0,5.0,5.0,5.0,1.4240000000000002,1.415,1.42,1.6580000000000001,1.663,1.69,0.7,0.687,0.696,0.711,0.7390000000000001,0.863,0.8490000000000001,0.8370000000000001,0.879,Move-Forward
3379,0.887,0.91,1.62,2.1719999999999997,2.193,3.029,5.0,5.0,5.0,1.409,1.3969999999999998,1.4080000000000001,1.643,1.643,5.0,0.693,0.6809999999999999,0.6920000000000001,0.708,1.196,0.885,0.868,0.856,0.867,Move-Forward
3380,0.917,5.0,1.64,2.186,2.21,5.0,5.0,5.0,5.0,1.39,1.375,1.386,1.6230000000000002,1.624,1.649,0.687,0.674,0.6859999999999999,0.701,0.725,0.904,0.8859999999999999,0.8740000000000001,0.899,Move-Forward
3381,0.9179999999999999,5.0,1.6569999999999998,2.2,2.224,5.0,5.0,5.0,5.0,1.3719999999999999,1.3559999999999999,1.374,1.604,1.605,1.626,0.68,0.6679999999999999,0.6759999999999999,0.6940000000000001,0.716,0.925,0.905,0.893,0.991,Move-Forward
3382,0.955,5.0,1.676,2.215,2.235,3.04,5.0,5.0,5.0,1.3530000000000002,1.337,1.349,1.585,1.585,1.6130000000000002,0.675,0.662,0.67,0.6890000000000001,0.7120000000000001,0.941,0.924,0.912,0.9620000000000001,Move-Forward
3383,0.9740000000000001,1.0070000000000001,1.693,2.229,2.25,3.052,5.0,1.415,5.0,1.337,1.3219999999999998,1.3330000000000002,1.5659999999999998,1.5659999999999998,5.0,0.6679999999999999,0.655,0.667,0.682,0.706,0.96,0.9420000000000001,0.93,0.988,Move-Forward
3384,0.993,1.025,1.71,2.2430000000000003,3.011,3.073,5.0,1.3659999999999999,5.0,1.319,1.3,1.308,1.547,1.55,1.571,0.6609999999999999,0.649,0.657,0.675,0.7,0.9790000000000001,0.961,0.9490000000000001,1.022,Move-Forward
3385,1.008,5.0,1.726,2.2569999999999997,3.0210000000000004,3.074,5.0,1.344,5.0,1.296,1.281,1.32,1.527,1.531,1.555,0.655,0.643,0.6509999999999999,0.672,0.691,1.0,0.9790000000000001,0.968,1.069,Move-Forward
3386,1.03,5.0,1.7469999999999999,2.272,2.9610000000000003,3.0669999999999997,5.0,1.324,5.0,1.2770000000000001,1.265,1.274,1.318,1.511,5.0,0.649,0.636,0.644,0.6629999999999999,0.687,1.016,1.002,0.987,1.088,Move-Forward
3387,5.0,5.0,1.77,2.287,3.035,3.0660000000000003,5.0,1.305,5.0,1.261,1.246,1.254,1.298,1.4909999999999999,5.0,0.642,0.63,0.638,0.653,0.68,1.035,1.018,1.006,1.041,Move-Forward
3388,1.069,2.318,1.788,2.302,3.043,3.0780000000000003,5.0,1.286,5.0,1.2409999999999999,1.226,1.237,1.4680000000000002,1.4709999999999999,5.0,0.636,0.623,0.632,0.647,0.674,1.058,1.038,1.025,1.064,Move-Forward
3389,1.092,2.332,2.316,2.3169999999999997,3.053,3.1260000000000003,5.0,1.27,5.0,1.222,1.206,1.234,1.4480000000000002,1.4509999999999998,5.0,0.629,0.616,0.625,0.64,0.667,1.077,1.06,1.045,1.109,Move-Forward
3390,1.111,1.14,2.331,2.331,3.0580000000000003,5.0,5.0,1.253,5.0,1.199,1.1840000000000002,1.2229999999999999,1.429,1.4280000000000002,5.0,0.622,0.61,0.619,0.636,0.6579999999999999,1.095,1.079,1.064,1.128,Move-Forward
3391,1.128,2.36,2.346,2.347,3.0660000000000003,5.0,5.0,1.237,5.0,1.18,1.1640000000000001,1.176,1.4080000000000001,1.411,5.0,0.616,0.603,0.611,0.626,0.654,1.1159999999999999,1.099,1.084,1.163,Move-Forward
3392,1.1440000000000001,2.375,2.3609999999999998,2.362,3.075,5.0,5.0,5.0,5.0,1.16,1.1440000000000001,1.153,1.3880000000000001,1.391,1.411,0.609,0.596,0.604,0.62,0.644,1.135,1.119,1.103,1.1420000000000001,Move-Forward
3393,1.214,2.392,2.377,2.378,3.09,5.0,5.0,1.194,5.0,1.14,1.124,1.129,1.368,1.3730000000000002,5.0,0.602,0.589,0.598,0.612,0.637,1.155,1.138,1.123,1.1420000000000001,Move-Forward
3394,1.19,1.4980000000000002,2.3930000000000002,2.3930000000000002,3.0980000000000003,5.0,5.0,1.171,5.0,1.12,1.1079999999999999,1.12,1.347,1.35,5.0,0.595,0.5820000000000001,0.59,0.606,0.63,1.175,1.158,1.143,1.165,Move-Forward
3395,3.109,1.506,2.408,2.4090000000000003,3.11,5.0,5.0,1.151,5.0,1.1,1.085,1.111,1.328,1.3330000000000002,5.0,0.588,0.575,0.584,0.599,0.623,1.194,1.177,1.162,1.194,Move-Forward
3396,1.272,1.518,2.423,2.423,3.115,3.176,5.0,1.1320000000000001,5.0,1.081,1.0659999999999998,1.071,1.308,1.311,2.057,0.5820000000000001,0.569,0.58,0.5920000000000001,0.616,1.213,1.196,1.181,1.206,Move-Forward
3397,2.647,1.276,2.437,2.438,3.1210000000000004,5.0,5.0,1.114,5.0,1.063,1.048,1.052,1.2890000000000001,1.2919999999999998,2.053,0.575,0.562,0.5770000000000001,0.588,0.61,1.2309999999999999,1.215,1.2,1.228,Move-Forward
3398,1.265,2.471,2.452,2.452,3.133,5.0,5.0,1.095,5.0,1.044,1.0290000000000001,1.052,1.27,1.272,5.0,0.569,0.556,0.5670000000000001,0.5820000000000001,0.603,1.25,1.2329999999999999,1.218,1.272,Move-Forward
3399,1.28,1.29,2.4659999999999997,2.467,3.137,5.0,5.0,1.074,5.0,1.026,1.01,1.033,1.251,1.256,5.0,0.563,0.55,0.561,0.5820000000000001,0.597,1.2690000000000001,1.252,1.237,1.2690000000000001,Move-Forward
3400,1.298,1.314,2.48,2.481,3.139,5.0,5.0,1.056,5.0,1.008,0.992,0.995,1.236,1.232,0.755,0.561,0.544,0.555,0.573,0.591,1.284,1.27,1.255,1.27,Sharp-Right-Turn
3401,1.3130000000000002,1.348,2.494,2.495,3.17,3.168,5.0,1.041,5.0,0.9890000000000001,0.9740000000000001,0.976,1.214,1.216,0.7120000000000001,0.551,0.5379999999999999,0.551,0.573,0.584,1.3019999999999998,1.285,1.273,1.288,Sharp-Right-Turn
3402,1.3319999999999999,1.367,2.509,2.51,3.179,3.177,5.0,1.022,5.0,0.971,0.955,0.9590000000000001,1.195,1.197,0.684,0.545,0.532,0.542,0.568,0.575,1.324,1.307,1.2919999999999998,1.311,Sharp-Right-Turn
3403,1.3530000000000002,1.4140000000000001,2.523,1.423,3.1660000000000004,3.1830000000000003,5.0,1.0,5.0,0.9520000000000001,0.937,0.953,1.176,1.175,0.669,0.539,0.525,0.536,0.561,0.5720000000000001,1.3430000000000002,1.325,1.31,1.325,Sharp-Right-Turn
3404,1.367,1.4280000000000002,2.537,2.5380000000000003,3.1910000000000003,3.1889999999999996,5.0,0.982,2.6689999999999996,0.934,0.919,0.932,1.161,1.1540000000000001,0.6579999999999999,0.532,0.519,0.529,3.23,0.565,1.361,1.3430000000000002,1.328,1.3430000000000002,Sharp-Right-Turn
3405,1.449,1.416,2.551,1.4569999999999999,3.18,3.194,5.0,0.966,5.0,0.9179999999999999,0.902,0.9009999999999999,1.141,1.136,0.655,0.53,0.514,0.52,1.57,0.5589999999999999,1.3780000000000001,1.361,1.345,1.3530000000000002,Sharp-Right-Turn
3406,1.391,1.429,2.562,2.562,3.195,3.202,5.0,0.956,2.6639999999999997,0.904,0.888,0.8859999999999999,1.129,1.122,5.0,0.526,0.509,0.515,3.2439999999999998,0.5539999999999999,1.3940000000000001,1.379,1.36,1.371,Sharp-Right-Turn
3407,1.381,1.626,1.4409999999999998,2.568,3.193,3.2060000000000004,5.0,5.0,5.0,0.907,0.883,0.88,0.905,1.114,1.1320000000000001,0.5329999999999999,0.505,0.506,0.524,0.546,1.4080000000000001,1.389,1.3659999999999999,1.37,Sharp-Right-Turn
3408,1.3780000000000001,1.62,1.433,2.5669999999999997,3.2680000000000002,3.2030000000000003,5.0,5.0,5.0,5.0,0.889,0.882,0.902,1.114,0.57,0.561,0.504,0.504,0.517,1.5530000000000002,1.537,1.475,1.364,1.364,Sharp-Right-Turn
3409,1.375,1.61,1.426,2.565,3.198,3.2030000000000003,5.0,5.0,5.0,5.0,0.892,0.885,0.904,1.114,0.568,1.476,0.505,0.504,0.518,1.557,1.538,1.469,1.3619999999999999,1.361,Sharp-Right-Turn
3410,1.3730000000000002,1.6119999999999999,1.425,2.5639999999999996,3.197,3.2030000000000003,5.0,5.0,5.0,5.0,0.894,0.8859999999999999,0.9059999999999999,1.1179999999999999,0.565,1.4769999999999999,0.505,0.505,0.518,0.6409999999999999,1.537,1.4680000000000002,1.36,1.36,Sharp-Right-Turn
3411,1.3730000000000002,1.6059999999999999,1.4240000000000002,2.5639999999999996,3.194,3.2030000000000003,5.0,5.0,5.0,5.0,0.894,0.887,0.9059999999999999,1.115,5.0,1.479,0.505,0.505,0.518,0.6409999999999999,0.5920000000000001,1.4709999999999999,1.364,1.36,Sharp-Right-Turn
3412,1.3730000000000002,1.608,1.4240000000000002,2.5639999999999996,3.194,3.2039999999999997,5.0,5.0,5.0,5.0,0.897,0.8859999999999999,0.905,1.114,5.0,1.48,0.505,0.504,0.517,0.64,0.591,1.4680000000000002,1.361,1.36,Sharp-Right-Turn
3413,1.3719999999999999,1.446,1.423,2.565,3.188,3.2039999999999997,5.0,5.0,5.0,5.0,0.903,0.8859999999999999,0.904,1.114,0.565,0.625,0.508,0.503,0.516,1.554,1.541,1.4680000000000002,1.364,1.36,Sharp-Right-Turn
3414,1.371,1.423,1.419,2.563,3.1889999999999996,3.205,5.0,5.0,5.0,5.0,0.9229999999999999,0.8859999999999999,0.904,1.114,5.0,0.624,0.507,0.502,0.512,1.5919999999999999,0.833,1.4669999999999999,1.364,1.3630000000000002,Sharp-Right-Turn
3415,1.37,1.422,1.4169999999999998,2.563,2.5839999999999996,3.205,5.0,5.0,5.0,5.0,0.9329999999999999,0.889,0.9009999999999999,1.114,5.0,0.63,0.507,0.501,0.51,0.556,0.828,1.4669999999999999,1.3659999999999999,1.358,Sharp-Right-Turn
3416,1.37,1.3940000000000001,1.416,2.563,2.59,3.2030000000000003,5.0,5.0,5.0,5.0,0.91,0.889,0.9009999999999999,1.114,1.133,0.531,0.505,0.501,0.51,1.554,0.821,1.466,1.3659999999999999,1.358,Sharp-Right-Turn
3417,1.369,1.39,1.415,2.563,2.5869999999999997,3.2030000000000003,5.0,5.0,5.0,5.0,0.95,0.889,0.9009999999999999,1.114,5.0,0.619,0.505,0.5,0.509,3.259,0.8170000000000001,1.469,1.367,1.358,Sharp-Right-Turn
3418,1.3659999999999999,1.389,1.415,2.563,2.5839999999999996,3.2030000000000003,5.0,3.873,5.0,5.0,0.9,0.888,0.9,1.117,1.1320000000000001,0.619,0.505,0.5,0.508,3.255,0.8140000000000001,1.469,1.3659999999999999,1.358,Sharp-Right-Turn
3419,1.3659999999999999,1.389,1.4140000000000001,2.5639999999999996,3.258,3.2039999999999997,3.23,3.864,5.0,5.0,0.9,0.889,0.9,1.113,5.0,0.527,0.504,0.499,0.507,1.608,0.813,1.4680000000000002,1.37,1.357,Sharp-Right-Turn
3420,1.365,1.3869999999999998,1.415,2.565,3.221,3.205,3.225,5.0,5.0,5.0,0.898,0.889,0.9009999999999999,1.1159999999999999,5.0,0.531,0.504,0.498,0.506,1.5930000000000002,0.5660000000000001,1.4709999999999999,1.37,1.357,Sharp-Right-Turn
3421,1.364,1.386,1.4140000000000001,2.5660000000000003,3.193,3.2060000000000004,3.222,5.0,5.0,5.0,0.898,0.889,0.9,0.922,1.137,0.531,0.503,0.49700000000000005,0.504,1.581,0.565,1.4769999999999999,1.39,1.357,Sharp-Right-Turn
3422,1.3630000000000002,1.385,1.415,2.5669999999999997,3.1910000000000003,3.2039999999999997,3.219,5.0,5.0,1.186,0.899,0.889,0.8959999999999999,0.917,1.13,0.5429999999999999,0.502,0.495,0.502,0.529,0.56,1.47,1.369,1.357,Sharp-Right-Turn
3423,1.3630000000000002,1.39,2.105,2.571,3.188,3.202,3.22,3.655,5.0,5.0,0.9,0.89,0.8959999999999999,0.92,1.126,0.534,0.502,0.494,0.5,0.522,0.8059999999999999,1.413,1.367,1.3559999999999999,Sharp-Right-Turn
3424,1.365,1.395,2.1069999999999998,2.573,2.582,3.205,3.219,5.0,5.0,1.185,0.9009999999999999,0.89,0.899,1.119,0.946,0.54,0.501,0.493,0.502,0.52,0.5489999999999999,1.4140000000000001,1.367,1.3559999999999999,Sharp-Right-Turn
3425,1.364,1.575,2.6,2.575,2.59,3.199,3.217,3.238,5.0,5.0,0.903,0.8909999999999999,0.898,0.919,1.1179999999999999,0.5429999999999999,0.5,0.491,0.502,0.57,0.5379999999999999,0.594,1.371,1.3559999999999999,Sharp-Right-Turn
3426,1.361,1.401,1.412,1.445,2.5810000000000004,3.216,3.218,5.0,0.966,5.0,0.907,0.8909999999999999,0.8909999999999999,0.9329999999999999,1.121,0.547,0.503,0.49,0.49200000000000005,1.569,0.531,0.583,1.3719999999999999,1.36,Sharp-Right-Turn
3427,1.357,1.402,1.415,1.435,2.5789999999999997,3.2239999999999998,3.22,3.245,5.0,5.0,0.919,0.893,0.888,0.934,1.1159999999999999,0.545,0.506,0.489,0.489,0.513,0.53,1.5530000000000002,1.38,1.36,Sharp-Right-Turn
3428,1.3559999999999999,1.379,1.4080000000000001,1.4240000000000002,2.5810000000000004,3.207,3.221,3.235,5.0,5.0,5.0,0.894,0.888,0.919,0.584,5.0,0.529,0.48700000000000004,0.486,0.503,0.522,1.555,1.4080000000000001,1.36,Sharp-Right-Turn
3429,1.355,1.371,1.406,1.4180000000000001,2.5810000000000004,3.2089999999999996,3.222,3.236,5.0,5.0,5.0,0.898,0.8909999999999999,0.9079999999999999,0.9470000000000001,1.124,1.462,0.486,0.484,0.496,1.433,0.8140000000000001,1.399,1.36,Sharp-Right-Turn
3430,1.354,1.3659999999999999,1.4180000000000001,1.415,2.582,2.596,3.2239999999999998,3.237,5.0,5.0,5.0,0.905,0.893,0.905,0.946,1.122,0.645,0.488,0.48200000000000004,0.49,1.534,0.802,1.3940000000000001,1.393,Sharp-Right-Turn
3431,1.354,1.365,1.416,1.4140000000000001,2.583,2.596,3.2230000000000003,3.238,5.0,5.0,5.0,0.898,0.892,0.903,0.938,1.216,0.511,0.486,0.48,0.488,5.0,0.7979999999999999,1.392,1.375,Sharp-Right-Turn
3432,1.3530000000000002,1.364,1.4140000000000001,1.411,2.582,2.597,3.221,5.0,5.0,5.0,5.0,0.9009999999999999,0.892,0.903,0.94,1.136,0.514,0.485,0.479,0.485,1.54,0.797,1.392,1.4140000000000001,Sharp-Right-Turn
3433,1.3530000000000002,1.3630000000000002,1.406,1.409,2.5860000000000003,2.6039999999999996,3.225,5.0,5.0,5.0,0.924,0.899,0.893,0.902,1.104,1.123,0.6,0.484,0.47700000000000004,0.483,1.544,0.7959999999999999,1.3869999999999998,1.3619999999999999,Sharp-Right-Turn
3434,1.3530000000000002,1.3630000000000002,1.405,1.413,2.588,3.2060000000000004,3.2310000000000003,5.0,5.0,5.0,5.0,0.899,0.892,0.9009999999999999,1.107,1.115,0.601,0.483,0.475,0.484,1.546,0.794,1.386,1.3630000000000002,Sharp-Right-Turn
3435,1.354,1.369,1.4140000000000001,2.612,2.59,3.208,3.233,3.245,5.0,5.0,5.0,0.903,0.892,0.897,1.1059999999999999,1.11,0.596,0.48200000000000004,0.473,0.484,0.499,0.526,1.391,1.365,Sharp-Right-Turn
3436,1.355,1.37,1.3940000000000001,5.0,2.594,2.5980000000000003,3.23,3.24,5.0,5.0,1.198,0.904,0.892,0.9,1.105,1.1079999999999999,0.518,0.48100000000000004,0.47200000000000003,0.47700000000000004,0.49200000000000005,0.517,1.3940000000000001,1.367,Sharp-Right-Turn
