,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,CLASS
13249,3,6,2,13,2,4,2,9,4,8,0
13250,1,10,3,8,3,3,3,6,3,9,0
13251,4,12,1,8,1,12,1,2,3,4,1
13252,3,5,4,10,2,13,1,13,4,12,1
13253,2,4,4,11,1,6,3,6,2,9,1
13254,2,5,3,11,4,10,3,2,3,9,0
13255,1,9,2,4,3,9,4,10,3,11,1
13256,2,4,1,3,2,8,3,10,4,11,0
13257,2,2,2,6,2,12,2,11,3,6,1
13258,4,5,3,4,4,12,1,2,2,5,1
13259,3,8,1,5,1,9,1,2,4,4,0
13260,1,9,1,6,2,11,3,4,3,1,0
13261,4,13,2,13,1,9,3,4,3,10,1
13262,2,8,1,3,1,2,3,2,2,3,2
13263,3,11,4,8,2,7,3,3,1,2,0
13264,3,1,2,12,2,11,4,4,3,12,1
13265,1,8,4,2,3,1,1,4,2,4,1
13266,2,9,4,2,1,5,4,7,4,3,0
13267,2,7,3,13,2,9,3,3,2,4,0
13268,4,11,3,3,2,12,4,4,2,13,0
13269,3,12,4,2,2,3,1,2,1,13,1
13270,3,4,1,7,2,2,2,11,3,8,0
13271,2,8,3,6,2,1,4,11,3,5,0
13272,1,4,3,6,4,6,1,7,3,1,1
13273,3,9,4,1,2,9,1,13,1,8,1
13274,4,4,4,6,1,9,2,11,1,1,0
13275,4,11,1,5,4,10,2,9,1,3,0
13276,4,9,2,10,4,2,3,13,1,1,0
13277,3,13,3,7,3,2,1,13,4,1,1
13278,1,11,1,6,3,7,3,10,3,13,0
13279,4,6,2,8,3,11,4,4,2,10,0
13280,1,6,2,13,1,2,4,8,4,3,0
13281,4,5,4,4,4,12,2,13,1,8,0
13282,2,11,3,3,4,13,4,8,4,2,0
13283,2,9,3,1,2,13,3,4,2,12,0
13284,1,12,1,7,1,3,4,5,3,9,0
13285,4,8,1,4,1,9,3,10,3,3,0
13286,3,9,3,11,3,10,2,3,2,11,1
13287,3,13,2,8,2,7,1,3,4,9,0
13288,4,11,1,8,3,13,2,7,3,6,0
13289,4,2,2,5,1,7,4,5,3,2,2
13290,4,13,2,13,4,11,2,3,1,7,1
13291,1,3,3,3,2,13,3,7,1,9,1
13292,1,9,4,13,1,4,4,11,4,3,0
13293,2,9,1,9,3,10,2,5,1,8,1
13294,4,8,2,4,4,10,3,1,4,3,0
13295,2,1,1,3,3,2,2,5,3,1,1
13296,3,2,3,1,2,2,4,6,4,7,1
13297,2,9,2,2,3,7,1,3,2,10,0
13298,3,10,1,1,3,3,1,9,1,3,1
13299,3,6,4,2,2,4,4,1,4,12,0
13300,4,11,2,8,3,13,2,2,2,11,1
13301,3,6,4,6,4,4,2,11,4,7,1
13302,3,13,3,4,3,3,4,8,2,8,1
13303,4,7,1,10,4,8,2,9,4,5,0
13304,2,6,2,8,2,4,4,10,2,13,0
13305,2,7,3,10,3,1,1,9,2,6,0
13306,3,3,1,1,2,12,3,13,1,8,0
13307,2,12,4,6,3,3,3,11,4,7,0
13308,4,13,4,4,4,5,1,3,2,2,0
13309,4,4,1,2,4,11,1,7,2,10,0
13310,3,10,3,11,4,13,4,11,1,10,2
13311,1,10,2,13,2,6,2,2,1,2,1
13312,1,5,3,8,2,13,1,8,1,1,1
13313,4,10,4,1,1,1,4,9,2,1,3
13314,4,5,1,5,3,2,3,11,1,1,1
13315,1,3,2,11,2,4,2,9,2,12,0
13316,3,13,1,3,2,6,3,2,4,13,1
13317,2,10,3,6,1,2,4,13,4,12,0
13318,2,2,1,7,4,11,4,13,1,11,1
13319,4,1,3,7,1,10,3,1,3,4,1
13320,4,6,2,10,2,12,2,2,1,2,1
13321,1,5,3,11,2,4,1,10,1,8,0
13322,2,11,4,1,1,2,4,13,4,5,0
13323,2,5,3,11,4,8,3,3,3,13,0
13324,2,6,3,1,2,2,1,13,3,9,0
13325,1,6,4,10,2,5,2,2,4,8,0
13326,2,7,2,10,1,12,3,6,2,5,0
13327,2,3,2,1,4,4,3,8,1,1,1
13328,1,4,4,5,4,2,2,7,4,10,0
13329,4,5,4,1,3,3,4,10,1,11,0
13330,3,10,3,11,4,4,2,7,1,2,0
13331,2,10,2,9,2,8,3,9,2,3,1
13332,4,3,4,1,2,12,2,1,1,3,2
13333,4,10,4,12,4,11,4,7,1,2,0
13334,3,7,4,10,1,5,3,13,3,10,1
13335,4,2,1,10,2,8,4,6,2,2,1
13336,4,7,1,3,2,3,1,12,3,4,1
13337,2,12,2,10,1,7,4,12,1,9,1
13338,4,9,1,10,4,10,3,12,1,11,1
13339,2,9,3,13,3,3,2,11,1,8,0
13340,3,9,1,9,3,8,2,7,3,7,2
13341,4,13,1,4,2,11,3,4,4,3,1
13342,1,1,1,2,1,10,4,5,2,5,1
13343,3,12,3,5,4,2,3,3,2,9,0
13344,2,7,2,3,4,12,3,1,2,6,0
13345,1,7,4,13,3,9,1,3,2,1,0
13346,3,5,4,2,4,12,4,8,4,6,0
13347,1,9,2,12,2,11,3,1,4,11,1
13348,3,7,2,11,2,2,4,5,4,1,0
13349,4,1,2,5,3,8,4,10,3,7,0
13350,3,9,4,12,1,7,3,10,3,12,1
13351,4,2,3,8,2,8,2,13,2,6,1
13352,1,13,3,6,4,4,4,2,2,1,0
13353,2,1,3,6,3,8,4,2,4,4,0
13354,1,8,4,7,4,11,1,2,4,8,1
13355,2,6,1,7,4,5,3,10,2,10,1
13356,2,11,3,12,1,3,4,4,1,6,0
13357,4,4,3,10,3,8,2,2,2,9,0
13358,3,1,2,10,4,10,1,2,1,11,1
13359,1,9,4,7,2,12,2,1,3,10,0
13360,1,10,3,2,4,10,4,3,4,9,1
13361,2,12,1,12,3,12,1,4,4,6,3
13362,1,12,3,5,4,9,4,7,2,3,0
13363,3,5,3,7,1,5,1,8,4,1,1
13364,3,9,2,3,4,12,1,11,1,7,0
13365,3,11,2,12,4,8,1,2,1,5,0
13366,2,11,3,11,3,9,4,4,2,8,1
13367,2,7,4,10,1,3,4,1,3,5,0
13368,4,5,2,6,3,4,3,6,4,13,1
13369,2,6,1,6,3,3,2,8,3,7,1
13370,4,8,3,9,1,2,2,8,4,12,1
13371,3,10,2,2,3,3,1,6,1,2,1
13372,4,8,4,10,4,13,3,6,3,7,0
13373,3,11,4,2,2,1,1,9,2,2,1
13374,1,13,1,11,1,2,3,11,4,10,1
13375,1,3,2,5,3,5,2,3,2,4,2
13376,2,13,2,1,3,1,1,7,3,8,1
13377,2,7,4,3,2,2,1,12,2,5,0
13378,1,7,3,8,2,13,1,8,4,2,1
13379,1,1,4,11,1,2,4,5,1,11,1
13380,4,3,4,9,2,10,1,13,3,11,0
13381,4,11,1,11,3,1,2,7,2,2,1
13382,4,7,1,11,2,12,4,2,1,5,0
13383,4,7,2,13,1,9,4,5,1,3,0
13384,1,12,3,2,1,13,4,3,4,4,0
13385,1,4,4,7,4,3,4,2,2,3,1
13386,1,8,4,6,4,8,1,6,2,10,2
13387,1,3,2,7,1,6,4,10,3,6,1
13388,3,4,3,2,4,13,4,11,1,13,1
13389,3,7,3,3,3,6,3,12,1,2,0
13390,3,11,2,13,4,8,2,9,4,3,0
13391,3,9,3,7,2,8,3,2,3,3,0
13392,4,4,4,10,4,3,1,2,2,7,0
13393,1,11,2,3,2,7,4,3,3,13,1
13394,2,4,4,11,1,11,3,8,4,13,1
13395,4,8,1,10,1,3,2,7,1,7,1
13396,1,8,2,12,1,5,3,11,2,5,1
13397,1,8,4,8,2,7,4,4,1,6,1
13398,1,9,2,6,1,2,1,5,3,13,0
13399,3,2,1,8,4,6,2,6,3,1,1
13400,2,1,2,9,1,11,2,3,3,4,0
13401,1,10,2,5,4,7,4,13,1,4,0
13402,3,9,1,12,3,7,1,13,4,8,0
13403,1,12,4,11,2,13,1,9,1,7,0
13404,4,13,2,8,2,2,3,13,4,7,1
13405,3,7,2,3,1,8,4,13,4,11,0
13406,1,5,2,7,2,13,2,3,1,8,0
13407,1,13,3,7,1,3,3,6,1,11,0
13408,4,4,3,1,1,12,4,1,4,9,1
13409,2,10,1,8,1,12,3,11,1,6,0
13410,4,13,1,10,3,12,4,3,3,6,0
13411,4,10,1,13,2,4,3,10,4,1,1
13412,3,3,4,2,1,6,2,5,2,12,0
13413,2,11,2,1,3,7,3,4,2,6,0
13414,3,8,4,5,1,10,4,13,3,3,0
13415,3,7,3,4,2,8,1,3,2,5,0
13416,4,2,2,11,2,4,3,13,3,1,0
13417,1,6,1,3,3,4,2,6,3,7,1
13418,3,10,2,1,2,10,4,2,1,9,1
13419,2,5,4,1,3,10,2,9,1,7,0
13420,2,1,3,7,2,7,1,9,1,6,1
13421,4,6,4,1,3,8,1,11,4,2,0
13422,4,12,4,1,4,8,3,8,4,4,1
13423,1,8,4,1,2,8,3,3,4,4,1
13424,4,6,4,1,3,10,3,1,1,6,2
13425,3,10,2,1,4,5,1,11,3,5,1
13426,1,5,3,8,3,3,2,12,4,8,1
13427,1,11,4,9,2,3,3,6,4,7,0
13428,2,1,2,13,2,9,1,12,1,10,0
13429,4,2,4,7,3,7,3,12,1,1,1
13430,2,4,2,10,4,5,4,8,4,7,0
13431,3,5,1,1,3,8,2,9,4,3,0
13432,1,7,3,2,2,8,4,11,1,12,0
13433,4,11,2,9,2,7,2,6,1,11,1
13434,3,1,1,10,1,2,3,11,1,3,0
13435,4,13,1,6,3,2,2,6,3,9,1
13436,3,10,3,6,3,9,3,7,4,2,0
13437,4,1,4,12,2,5,2,9,4,8,0
13438,4,8,3,11,1,10,3,7,1,7,1
13439,4,9,4,7,2,5,2,9,4,1,1
13440,3,10,2,6,3,3,3,6,4,5,1
13441,4,7,3,8,4,2,3,1,2,9,0
13442,4,9,3,1,3,9,1,7,1,6,1
13443,2,1,3,1,4,13,2,7,4,6,1
13444,3,4,1,8,1,6,3,11,3,2,0
13445,4,8,4,1,2,10,1,7,1,11,0
13446,2,9,4,10,2,7,1,12,3,2,0
13447,1,9,4,3,4,4,2,2,4,13,0
13448,4,5,4,7,4,4,3,6,3,11,0
13449,3,13,2,2,3,7,2,7,1,1,1
13450,1,8,1,10,3,4,2,1,3,7,0
13451,2,1,3,8,4,12,2,9,2,13,0
13452,2,10,2,7,1,7,4,9,3,2,1
13453,1,7,3,13,4,9,4,13,3,1,1
13454,1,1,2,10,3,11,4,9,1,5,0
13455,3,1,4,3,4,10,4,12,3,3,1
13456,1,3,4,12,1,2,2,6,2,10,0
13457,2,6,1,5,3,4,2,12,2,7,0
13458,4,5,4,12,1,8,4,11,2,11,1
13459,2,6,2,11,1,5,2,3,4,11,1
13460,2,9,2,6,1,9,2,12,1,13,1
13461,2,11,1,11,3,4,3,11,2,12,3
13462,1,7,2,13,3,7,4,5,2,8,1
13463,2,12,1,3,4,12,2,11,1,12,3
13464,2,2,2,8,2,11,4,8,3,5,1
13465,2,9,2,10,2,7,4,12,4,11,0
13466,4,9,2,8,4,10,4,6,1,9,1
13467,4,12,4,11,1,8,2,12,2,2,1
13468,1,7,2,10,4,8,2,2,3,5,0
13469,2,4,2,2,3,12,2,6,4,4,1
13470,3,11,2,8,4,7,1,3,2,2,0
13471,2,1,4,7,2,8,1,11,3,12,0
13472,2,3,2,9,4,11,2,10,2,6,0
13473,4,13,3,7,2,10,4,6,2,9,0
13474,4,3,1,13,3,13,1,5,2,13,3
13475,2,8,4,7,4,12,2,7,1,11,1
13476,1,1,4,9,1,3,4,5,2,6,0
13477,1,13,1,7,1,9,1,11,4,6,0
13478,1,11,3,4,1,4,4,3,2,9,1
13479,1,9,2,7,4,6,2,5,4,5,1
13480,1,13,3,5,3,12,1,1,1,8,0
13481,1,6,2,8,4,4,4,2,1,5,0
13482,1,5,1,12,3,11,3,5,4,2,1
13483,4,1,1,13,3,2,2,6,3,7,0
13484,2,11,1,3,4,6,3,8,2,1,0
13485,2,5,4,13,4,7,3,2,4,8,0
13486,1,10,3,9,4,6,3,4,2,10,1
13487,1,9,3,13,2,5,1,8,1,3,0
13488,1,4,3,13,2,5,4,9,4,11,0
13489,2,8,2,9,4,10,3,2,2,5,0
13490,1,2,4,4,3,6,3,2,4,5,1
13491,1,13,2,6,4,13,1,2,4,4,1
13492,2,10,4,8,1,12,4,10,4,3,1
13493,1,12,4,8,2,6,4,6,4,11,1
13494,3,1,1,8,4,5,4,2,4,4,0
13495,3,5,1,13,1,12,3,7,3,9,0
13496,3,3,4,8,4,3,4,6,2,11,1
13497,1,6,4,12,1,9,1,7,3,3,0
13498,2,13,1,13,2,10,4,3,3,12,1
13499,1,11,4,1,1,4,3,4,2,1,2
13500,4,5,2,9,2,5,3,9,3,6,2
13501,4,8,4,6,3,1,4,12,1,10,0
13502,1,9,3,11,1,3,1,6,1,7,0
13503,4,10,4,2,4,5,1,11,3,11,1
13504,4,4,2,12,1,3,2,13,4,7,0
13505,4,9,1,2,3,5,3,6,2,12,0
13506,3,8,2,13,4,4,2,10,3,13,1
13507,3,12,2,5,2,11,2,12,1,3,1
13508,2,6,4,2,1,3,3,1,1,13,0
13509,3,11,4,7,1,13,1,7,1,8,1
13510,3,12,4,6,1,6,1,9,4,13,1
13511,4,5,4,11,4,2,3,9,3,10,0
13512,3,11,3,7,4,13,4,6,4,4,0
13513,1,6,4,7,4,10,2,8,3,10,1
13514,1,11,3,3,3,7,3,10,2,7,1
13515,4,10,3,8,2,1,4,4,1,3,0
13516,1,3,3,9,4,2,4,8,1,4,0
13517,3,8,2,2,3,12,4,6,2,5,0
13518,2,11,4,1,4,7,2,7,1,4,1
13519,1,6,4,11,3,8,1,7,2,12,0
13520,3,1,3,6,2,7,2,4,4,5,0
13521,4,5,2,10,2,8,2,3,1,5,1
13522,2,2,3,6,4,13,2,3,4,2,1
13523,4,3,1,4,4,5,3,2,2,13,0
13524,3,3,3,9,1,7,2,6,2,2,0
13525,2,12,1,4,4,12,1,1,3,9,1
13526,4,12,1,2,4,5,4,9,4,11,0
13527,4,9,4,11,3,2,3,8,4,6,0
13528,3,4,1,13,1,11,1,10,2,5,0
13529,2,4,2,7,1,1,1,4,2,10,1
13530,1,2,3,8,1,3,1,9,3,13,0
13531,4,1,3,1,2,5,4,3,2,2,1
13532,4,3,4,13,1,7,4,5,4,12,0
13533,2,1,3,3,3,11,4,11,2,8,1
13534,3,6,4,5,1,11,3,5,2,1,1
13535,1,9,1,12,1,11,2,3,3,5,0
13536,2,1,3,13,3,10,3,5,1,8,0
13537,2,13,2,8,3,12,3,5,2,2,0
13538,3,10,4,12,1,3,4,3,2,9,1
13539,3,10,4,7,4,8,2,5,1,8,1
13540,3,4,1,11,1,3,2,5,2,13,0
13541,4,5,3,12,4,9,4,7,3,9,1
13542,2,7,4,10,2,6,1,6,1,5,1
13543,4,7,3,8,3,11,2,13,2,12,0
13544,4,7,2,6,4,8,4,2,2,5,0
13545,2,13,4,5,4,3,4,9,4,11,0
13546,2,5,4,4,3,3,1,4,4,8,1
13547,4,4,4,10,2,6,3,3,4,1,0
13548,2,9,4,11,4,2,1,11,2,11,3
13549,3,2,2,12,4,13,1,11,1,2,1
13550,3,1,4,11,1,10,2,5,1,9,0
13551,4,1,2,1,4,2,2,13,1,4,1
13552,4,7,2,4,1,3,1,12,3,2,0
13553,2,9,1,8,2,13,3,8,2,7,1
13554,2,7,1,12,3,12,1,11,3,13,1
13555,4,12,1,2,3,12,3,13,3,1,1
13556,2,7,4,13,1,3,2,9,4,2,0
13557,4,6,1,1,4,1,1,9,3,7,1
13558,3,13,4,3,4,11,3,9,3,8,0
13559,4,10,4,11,4,7,1,5,4,4,0
13560,4,10,4,9,2,8,3,10,3,9,2
13561,1,9,3,3,2,5,4,11,2,4,0
13562,2,12,1,2,3,9,2,9,4,9,3
13563,3,11,1,12,2,3,2,11,4,3,2
13564,2,7,2,5,4,12,4,7,3,12,2
13565,3,2,1,11,3,6,2,5,2,13,0
13566,1,2,1,8,3,12,4,1,3,6,0
13567,3,12,1,8,3,10,4,3,4,11,0
13568,3,3,3,8,4,5,1,9,2,8,1
13569,2,9,1,2,2,3,3,6,4,5,0
13570,1,13,4,5,1,8,2,10,4,6,0
13571,4,1,2,1,1,3,1,5,4,4,1
13572,4,12,2,10,3,3,4,11,1,10,1
13573,2,9,3,3,4,1,3,12,4,13,0
13574,1,9,4,13,3,2,4,3,3,10,0
13575,3,4,4,10,2,6,3,1,1,5,0
13576,2,1,2,8,4,4,4,11,3,7,0
13577,3,12,1,6,2,6,4,10,2,1,1
13578,3,1,1,13,1,6,2,1,2,4,1
13579,3,3,4,13,1,13,2,10,2,7,1
13580,1,4,3,1,2,12,1,11,1,1,1
13581,3,12,3,5,4,10,2,8,4,9,0
13582,3,9,3,5,1,7,3,12,1,11,0
13583,1,11,4,7,2,6,3,9,1,8,0
13584,3,1,4,13,2,6,3,7,4,8,0
13585,3,12,1,6,3,7,1,10,2,8,0
13586,1,11,1,12,3,8,1,1,4,2,0
13587,4,2,2,12,1,5,3,11,4,11,1
13588,4,12,1,3,4,5,4,1,2,9,0
13589,2,4,1,8,3,10,4,4,3,9,1
13590,3,8,1,8,2,3,4,4,1,7,1
13591,3,10,2,9,4,12,4,13,2,12,1
13592,1,9,3,12,2,7,4,4,4,6,0
13593,3,2,1,9,3,1,4,8,2,7,0
13594,4,7,2,8,3,6,4,11,3,7,1
13595,1,10,4,2,2,13,1,1,3,1,1
13596,2,3,2,9,1,13,4,8,4,6,0
13597,1,5,4,13,1,9,3,5,2,6,1
13598,1,5,4,8,4,4,4,10,1,8,1
13599,4,6,1,1,2,7,1,2,3,12,0
13600,3,4,4,6,3,3,1,3,1,12,1
13601,1,7,4,3,4,7,2,2,2,4,1
13602,4,4,4,6,1,7,2,10,4,8,0
13603,2,12,2,1,4,11,4,1,4,6,1
13604,2,3,2,13,3,12,1,10,2,11,0
13605,2,13,2,5,1,1,2,6,1,8,0
13606,4,1,1,13,2,1,3,3,4,11,1
13607,3,11,3,8,2,8,1,10,2,10,2
13608,2,6,3,7,2,1,4,10,4,11,0
13609,1,4,1,6,2,13,4,11,2,6,1
13610,4,8,3,5,2,4,2,5,2,2,1
13611,1,13,3,10,3,8,3,2,4,13,1
13612,4,13,3,9,1,2,2,10,1,6,0
13613,2,1,4,4,1,10,3,7,4,5,0
13614,4,6,1,1,4,9,1,5,3,10,0
13615,4,10,2,6,4,1,3,4,1,1,1
13616,4,1,4,11,3,2,1,13,2,5,0
13617,1,5,3,2,2,11,3,6,2,9,0
13618,4,8,3,1,4,12,1,9,3,7,0
13619,1,11,3,8,3,5,3,9,2,8,1
13620,4,2,3,12,1,1,1,13,1,12,1
13621,1,4,1,6,1,9,4,5,2,8,0
13622,1,11,4,3,4,11,2,3,2,13,2
13623,3,11,4,10,1,13,1,7,3,10,1
13624,3,8,3,7,1,10,2,7,1,12,1
13625,1,3,2,13,4,12,4,4,4,8,0
13626,3,1,1,13,3,7,4,3,4,12,0
13627,2,5,4,11,4,3,1,7,4,2,0
13628,4,1,4,8,4,13,4,12,1,10,0
13629,3,6,1,10,4,6,3,4,3,5,1
13630,1,2,2,13,4,2,4,7,4,12,1
13631,2,8,3,5,1,2,3,12,3,13,0
13632,1,3,2,9,1,13,3,9,3,7,1
13633,4,6,2,2,4,13,1,11,2,3,0
13634,1,6,2,3,2,11,4,2,1,7,0
13635,2,4,3,2,4,11,3,11,3,9,1
13636,3,12,1,9,2,6,4,2,1,12,1
13637,2,12,2,4,2,6,4,4,1,6,2
13638,3,1,4,9,1,3,4,13,1,11,0
13639,3,4,1,7,1,11,3,7,2,12,1
13640,2,13,1,13,4,12,4,8,1,4,1
13641,3,4,4,9,1,4,2,10,1,9,2
13642,4,4,1,7,3,6,2,4,2,5,1
13643,1,5,3,12,3,6,1,4,1,10,0
13644,3,4,3,6,2,4,3,7,1,2,1
13645,2,9,3,1,1,1,2,10,1,13,1
13646,4,1,3,3,3,10,1,13,2,7,0
13647,1,3,4,2,2,2,4,6,1,1,1
13648,4,4,4,5,4,11,1,13,2,12,0
13649,3,7,2,4,2,12,2,7,1,11,1
13650,3,8,3,11,2,8,4,13,3,13,2
13651,2,4,3,5,1,8,4,9,1,1,0
13652,3,7,4,1,3,11,3,2,1,6,0
13653,3,6,3,5,1,7,3,3,1,3,1
13654,3,5,2,12,4,11,2,7,1,8,0
13655,1,5,2,13,1,2,4,10,3,1,0
13656,3,10,1,2,1,10,4,7,4,3,1
13657,1,11,2,11,1,9,3,9,3,2,2
13658,4,2,3,6,4,5,3,13,3,3,0
13659,2,5,2,13,2,9,3,6,3,7,0
13660,2,5,2,8,4,9,2,3,3,2,0
13661,1,1,1,10,3,10,3,5,3,12,1
13662,4,7,2,2,3,4,3,1,2,9,0
13663,3,10,1,6,2,3,2,5,4,2,0
13664,3,8,3,2,1,10,4,9,1,1,0
13665,3,7,3,12,1,13,4,9,3,3,0
13666,4,7,4,9,4,11,1,3,4,1,0
13667,4,9,3,5,3,6,2,5,1,8,1
13668,4,1,1,4,4,13,2,12,2,6,0
13669,4,11,4,2,1,4,3,7,3,11,1
13670,2,9,2,1,2,8,1,5,4,7,0
13671,1,3,1,4,4,9,3,2,1,13,0
13672,4,10,3,13,4,1,3,3,1,7,0
13673,1,5,2,5,1,10,3,13,4,11,1
13674,4,2,3,8,4,4,4,10,2,2,1
13675,2,1,4,3,2,9,2,6,1,5,0
13676,3,4,1,8,4,8,2,5,1,4,2
13677,4,3,1,7,1,9,3,13,3,1,0
13678,3,6,3,9,2,12,2,6,1,8,1
13679,1,9,3,2,4,5,4,2,3,3,1
13680,4,3,3,3,1,5,2,6,3,1,1
13681,1,13,1,2,2,5,4,13,3,12,1
13682,4,7,4,2,4,13,3,1,1,7,1
13683,1,11,2,4,1,4,1,2,2,12,1
13684,4,2,3,4,3,12,3,2,4,9,1
13685,3,11,3,5,1,10,3,9,4,7,0
13686,3,6,1,1,1,8,3,13,3,10,0
13687,2,10,2,13,2,5,3,2,4,7,0
13688,3,1,2,13,3,13,1,13,4,9,3
13689,1,9,3,7,3,5,1,6,1,5,1
13690,1,13,1,4,4,2,3,4,4,5,1
13691,2,9,4,10,3,12,2,2,2,1,0
13692,1,1,1,8,2,7,1,6,3,1,1
13693,3,2,3,3,1,8,2,2,4,6,1
13694,1,9,3,12,2,2,1,8,4,11,0
13695,3,5,1,12,3,2,1,1,4,4,0
13696,4,10,4,4,1,6,2,5,1,11,0
13697,1,11,4,11,2,2,3,12,2,1,1
13698,1,8,1,4,4,9,3,13,4,2,0
13699,4,4,4,9,4,3,2,4,3,11,1
13700,2,8,3,5,3,13,1,8,3,10,1
13701,4,7,1,13,4,10,3,12,2,10,1
13702,1,6,3,7,3,5,1,3,3,6,1
13703,3,1,3,2,2,12,2,4,3,11,0
13704,4,5,4,6,3,8,1,11,3,9,0
13705,1,11,4,1,3,13,1,1,2,3,1
13706,2,7,3,1,1,9,3,11,4,12,0
13707,4,13,2,10,3,6,4,11,2,11,1
13708,1,11,1,2,4,9,2,8,2,4,0
13709,2,2,2,7,4,8,1,1,3,12,0
13710,2,7,3,13,1,13,4,7,1,2,2
13711,2,8,2,10,1,10,2,5,4,13,1
13712,3,11,2,3,3,7,4,3,4,8,1
13713,3,7,4,7,3,5,4,1,1,7,3
13714,1,8,2,10,1,12,3,10,3,3,1
13715,4,12,3,12,4,4,3,10,4,5,1
13716,4,9,2,11,3,5,1,3,2,4,0
13717,2,10,1,6,2,6,2,1,4,3,1
13718,3,13,1,11,2,6,1,6,4,2,1
13719,4,9,3,11,1,4,3,1,4,7,0
13720,1,12,4,10,2,10,1,1,2,4,1
13721,4,11,1,13,4,1,4,10,4,2,0
13722,3,7,3,12,2,7,3,3,3,11,1
13723,4,4,4,5,2,12,2,7,4,6,0
13724,1,9,1,13,2,6,3,3,3,11,0
13725,3,9,1,2,2,4,4,1,1,4,1
13726,1,12,2,1,4,2,2,6,1,9,0
13727,3,2,4,9,4,6,2,13,3,11,0
13728,2,7,1,5,3,10,4,9,2,10,1
13729,1,9,3,3,3,12,4,11,3,11,1
13730,1,1,3,8,1,3,1,8,3,7,1
13731,3,9,4,6,4,1,2,6,2,5,1
13732,4,13,4,3,2,8,3,7,4,2,0
13733,2,10,2,4,1,13,2,11,3,9,0
13734,4,9,2,2,4,8,2,5,1,8,1
13735,4,7,1,1,3,9,1,8,4,10,0
13736,2,3,3,6,4,4,3,3,3,8,1
13737,2,3,2,1,4,5,2,13,4,11,0
13738,2,9,3,3,2,4,4,10,3,8,0
13739,3,4,1,7,1,5,3,5,3,1,1
13740,1,2,3,13,1,12,2,12,4,3,1
13741,4,12,1,1,1,5,4,13,4,1,1
13742,3,7,1,13,4,6,2,7,1,11,1
13743,2,11,3,12,4,11,1,6,4,4,1
13744,2,12,3,4,2,8,2,3,3,5,0
13745,1,11,3,10,1,2,4,11,4,12,1
13746,1,8,3,11,4,9,4,12,2,3,0
13747,4,1,3,10,1,13,4,4,4,13,1
13748,1,6,2,12,2,7,4,11,1,1,0
13749,1,8,2,9,1,12,4,7,2,12,1
13750,1,8,4,8,2,1,3,10,1,13,1
13751,1,12,2,9,4,3,2,11,3,6,0
13752,4,6,2,13,1,2,1,11,1,8,0
13753,2,6,1,13,1,12,3,13,1,7,1
13754,4,1,1,10,1,2,4,13,4,5,0
13755,4,4,3,5,3,9,1,6,3,13,0
13756,3,6,3,1,2,13,4,7,3,5,0
13757,1,12,3,1,4,2,2,12,1,4,1
13758,4,11,2,4,4,5,4,7,4,3,0
13759,2,10,3,9,2,2,2,1,3,1,1
13760,2,7,2,12,4,5,1,9,2,4,0
13761,4,7,3,8,1,12,4,3,3,4,0
13762,4,2,4,12,2,4,1,8,2,13,0
13763,1,7,3,11,4,7,2,9,3,3,1
13764,2,4,3,12,2,11,4,5,2,6,0
13765,1,7,4,6,4,5,2,7,2,6,2
13766,4,2,3,7,2,13,3,13,2,12,1
13767,3,5,2,12,4,12,3,6,1,3,1
13768,2,2,2,3,3,3,4,9,2,9,2
13769,3,5,3,4,2,13,1,7,1,4,1
13770,4,7,1,9,2,5,3,11,2,2,0
13771,2,1,1,13,4,13,4,10,4,11,1
13772,1,3,3,1,2,2,2,6,2,12,0
13773,2,6,1,2,1,3,4,8,2,7,0
13774,3,8,3,11,1,2,4,9,1,5,0
13775,3,1,1,3,2,8,2,5,3,2,0
13776,4,10,1,4,2,7,2,2,4,6,0
13777,2,1,4,13,2,3,3,10,1,3,1
13778,3,13,2,2,2,8,4,7,2,11,0
13779,3,13,4,8,2,8,1,13,1,8,6
13780,4,4,2,8,4,8,1,6,3,1,1
13781,2,10,4,5,4,6,2,8,2,6,1
13782,3,5,4,11,2,13,4,6,1,8,0
13783,3,2,1,9,4,9,2,1,1,6,1
13784,2,5,3,9,2,10,2,6,4,12,0
13785,4,11,1,9,3,5,4,12,4,3,0
13786,3,12,3,7,2,10,4,4,3,3,0
13787,3,12,3,2,3,4,4,7,4,13,0
13788,3,2,3,10,1,11,2,9,3,9,1
13789,2,2,1,2,3,8,2,8,2,13,2
13790,4,10,2,12,1,13,4,7,4,9,0
13791,4,1,2,2,2,13,2,8,1,6,0
13792,1,10,2,4,3,6,1,12,4,10,1
13793,2,12,1,8,3,6,2,7,4,5,0
13794,4,8,1,2,2,6,3,9,2,2,1
13795,4,7,3,5,4,6,3,1,2,2,0
13796,3,3,1,1,4,12,3,8,4,6,0
13797,3,10,4,2,1,7,4,1,2,13,0
13798,2,5,1,5,2,13,2,3,3,13,2
13799,3,7,1,13,3,10,1,8,1,11,0
13800,3,10,3,1,2,2,1,4,4,1,1
13801,1,1,1,6,4,7,4,13,1,2,0
13802,4,4,2,4,3,8,4,9,3,2,1
13803,2,8,1,2,3,12,1,9,1,6,0
13804,3,11,2,5,2,1,4,5,1,7,1
13805,1,5,3,4,3,9,2,3,4,7,0
13806,2,4,3,8,2,13,3,11,1,4,1
