,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
226,2.6,577,90.9,4.14,78.5,5872,7.13,84.3, v2,0.741,1.34,0.49,4.6, v3,4,0.674, v1,804,1.7,0.198,74,58541,32035, v2, v2,4.27,6.62, v1,40,80968,3381,3,0.42,76.7, v3,63.7,21464,55342,1.59,2.38,0.53, v2, v2,33.2,437,4.1,4.77, v1,87,48,2,4.82,0.24,4.89,5.4,0.38, v4, v4,38.2,36,4487, v1,42.6,334, v1,36251,4640,65.4,57729,33595,704,33306,0.11,41048,3887,0.48,0.73, v3,6, v3,0.327,0.849,1.89,479, v1,67,37857,5108, v3,45713, v1,50,8784,5.5,75, v1,613,62.8,0.274,499, v3,54850,7163, v1,0.63,0.287,0.47,44,68.5,756,273,36,533,4.35,35, v2,0.79,8065,612,0.55,1.4, v1,52.6,636,589, class3
227,2.9,584,84.2,3.06,77.2,6787,8.35,85.1, v1,0.739,1.15,0.05,4.8, v3,7.7,0.502, v1,577,3.8,0.734,49,75343,37790, v3, v3,6.42,0.61, v3,29,62749,2594,3.7,0.41,76.6, v1,60.7,73779,57518,2.31,1.52,0.42, v3, v1,32.8,439,4.3,1.62, v2,58,54,2.8,4.76,0.2,5.23,5.8,0.87, v4, v4,35,87,4075, v1,58.9,343, v1,36791,3376,65.6,67357,33754,860,34610,0.02,41700,5887,0.64,0.88, v3,4.6, v4,0.153,0.904,2.12,541, v3,67,31351,5080, v3,19362, v3,53,8785,1.29,24, v2,343,66.1,0.29,747, v2,79275,7046, v3,0.65,0.301,0.3,55,52.9,794,318,40,528,4.83,67, v3,0.6,7992,802,0.62,3.2, v2,47.1,378,653, class1
228,2.6,609,71,3.65,77.1,8291,9,83, v2,0.785,1.21,0.58,7, v2,8.2,0.676, v3,519,3.4,0.765,76,74220,50536, v3, v2,4.62,6.27, v1,22,81515,2846,3.5,0.38,84.1, v1,57.6,31191,52220,2.84,2.05,0.49, v3, v1,35.6,436,3.1,3.86, v2,83,53,7.1,4.63,0.16,3.55,8.3,0.59, v3, v2,36.5,58,5145, v1,68.2,309, v3,35925,4373,64.7,57776,33487,874,41424,0.34,42639,3012,0.72,0.87, v1,4.9, v2,0.126,0.915,1.04,545, v1,48,31607,5102, v1,24699, v1,61,8825,3.48,25, v2,382,75.3,0.236,576, v1,54833,6328, v1,0.64,0.331,0.53,75,79.3,310,275,26,514,4.87,78, v2,0.79,8004,610,0.88,2, v1,45,655,679, class1
229,6,557,69.7,3.92,79.2,7891,1.19,89, v2,0.79,1.71,0.22,7.1, v1,7.7,0.408, v1,693,3.5,0.482,54,26959,11787, v2, v1,6.42,5.52, v3,21,80382,3771,3.6,0.93,91, v3,57.8,18851,44108,2.5,2.34,0.73, v1, v3,35.4,433,3,4.99, v2,54,54,6.3,6.15,0.29,3.55,5.1,0.72, v2, v2,38.5,27,5346, v1,23.6,350, v3,44798,3974,59.8,57222,32415,859,39162,0.01,57137,3628,0.68,0.38, v2,4.9, v4,0.155,0.201,3.25,490, v3,63,42010,5283, v2,51070, v1,62,8936,3.74,31, v1,482,69.9,0.213,744, v3,60236,7109, v2,0.84,0.271,0.36,43,40.9,221,351,33,519,4.53,62, v3,0.69,5748,614,0.93,5.2, v1,46.3,343,818, class4
230,4.7,601,86.7,4.26,78.7,6823,3.84,94.2, v1,0.741,1.28,0.56,7.2, v3,4.3,0.502, v3,770,2.5,0.419,32,31843,59789, v3, v1,4.46,4.99, v3,46,71354,3726,5.6,0.44,90.7, v3,63.1,17642,39358,1.58,1.67,0.49, v2, v3,35.7,457,4.2,1.52, v2,53,13,3.2,8.55,0.19,4.52,4.7,0.88, v4, v4,37.5,75,4113, v1,84,332, v2,36056,4579,65.3,57323,33808,924,27579,0.04,59850,3586,0.57,0.26, v3,4.4, v3,0.107,0.193,1.92,602, v2,27,41336,6412, v2,19604, v2,49,8841,6,59, v1,555,66.5,0.24,743, v3,64632,5947, v2,0.49,0.402,0.38,90,48.2,222,289,53,533,4.63,53, v3,0.74,8003,841,0.9,5.6, v1,60.2,681,767, class4
231,4.9,613,90.8,4.13,78.2,7054,8.34,94.6, v1,0.841,1.38,0.47,4.4, v2,8.2,0.357, v1,468,1.3,0.487,61,58552,37653, v2, v3,6.48,9.46, v1,41,70440,2860,5.4,0.73,54.2, v2,61.2,50423,62538,1.97,1.47,0.72, v1, v1,33.4,452,4.6,7.57, v2,59,54,3.1,8.31,0.05,4.43,5.5,0.74, v2, v3,38.5,33,4275, v1,24.8,223, v1,43486,5503,65,68667,29891,821,27284,0.03,75991,5998,0.58,0.54, v2,1.8, v3,0.055,0.331,2.06,482, v1,56,35963,7793, v1,33876, v3,52,9022,5.79,28, v2,470,63.2,0.276,748, v1,66250,7319, v1,0.56,0.301,0.45,43,42.4,691,275,25,536,4.51,79, v2,0.64,4667,900,0.46,1, v1,26.9,357,591, class4
232,3,582,91.6,2.97,77.6,5586,6.88,89.4, v2,0.783,1.75,0.41,7.4, v1,8.2,0.374, v1,455,3.9,0.334,49,65677,22735, v3, v1,6.57,5.69, v3,48,83949,2459,3,0.74,35.3, v1,65.2,67286,42309,1.28,1.86,0.71, v3, v4,50.3,448,3,3.4, v2,53,41,7.2,6.64,0.09,5.97,4.8,0.61, v4, v3,35.9,84,5159, v2,83.4,371, v3,31719,3710,56.3,58892,36033,730,35333,0.09,40961,5999,0.57,0.77, v3,5.5, v1,0.072,0.194,5.68,567, v1,19,31937,6045, v2,21180, v3,67,8813,2.62,56, v2,516,71.3,0.195,743, v2,54862,5212, v1,0.87,0.389,0.33,54,83.5,839,353,34,502,4.56,50, v3,0.77,4647,908,0.59,5, v1,46.2,660,589, class4
233,2.6,608,80.4,4.16,78.3,5432,1.34,83.2, v1,0.767,1.77,0.39,6.9, v1,8.2,0.539, v1,355,3.6,0.475,30,59254,37798, v2, v3,5.74,9.19, v3,30,67205,3703,3,0.93,33.2, v1,68.8,52245,56133,0.82,1,0.19, v2, v1,33.3,435,4.5,0.32, v1,61,52,2.9,6.24,0.34,5.97,7.4,0.74, v3, v4,34.7,45,5359, v2,52.7,340, v2,40804,3509,63.7,79033,32647,868,30327,0.15,52920,6038,0.73,0.22, v3,4.4, v1,0.07,0.357,1.02,508, v3,42,27723,8487, v1,74149, v1,54,8833,1.36,31, v1,488,64.1,0.287,747, v3,68541,6696, v4,0.91,0.296,0.3,48,75.8,738,274,27,545,4.87,88, v2,0.59,4668,751,0.78,2, v1,44.3,553,798, class1
234,2.9,610,71.4,3.01,78.3,6823,8.89,93.7, v1,0.741,1.23,0.25,5.9, v3,4.2,0.669, v2,264,1.7,0.197,77,56164,55879, v1, v1,4.7,1.64, v3,44,80769,2749,2.5,0.38,65, v2,63.6,28717,56850,1.25,2.35,0.14, v3, v3,59.4,445,4.1,5.5, v1,80,18,3,5.81,0.33,3.85,7.6,0.56, v3, v2,35,87,5077, v2,69.7,354, v2,46175,5416,63.2,56531,33637,710,34125,0.25,77281,6255,0.64,0.74, v2,4.4, v1,0.152,0.333,8.43,488, v2,67,26945,5612, v1,36116, v1,58,8939,4.94,27, v1,655,60.2,0.252,672, v2,54801,7191, v3,0.88,0.364,0.33,83,83.9,216,323,28,538,4.35,79, v1,0.45,8009,613,0.84,1.1, v2,28.1,366,734, class2
235,2.9,614,72.2,2.98,79.5,8563,9,94.7, v1,0.755,1.33,0.31,6.4, v3,6,0.498, v1,556,4.2,0.609,27,76438,37604, v2, v3,4.57,4.94, v1,45,83059,3315,5.3,0.44,34.1, v2,58.9,77521,58429,2.39,1.48,0.14, v1, v3,35.3,413,3.9,6.51, v2,53,47,6.5,7.1,0.07,3.56,5.3,0.63, v3, v1,35.2,83,4330, v1,52.6,336, v1,36513,4763,56,57530,33897,876,34860,0.04,71698,6245,0.48,0.68, v3,5.2, v4,0.162,0.825,1.12,602, v1,60,27829,7961, v3,38013, v2,57,8804,6.66,38, v2,653,71.3,0.296,746, v3,59407,7360, v3,0.64,0.346,0.6,73,58.9,201,276,58,506,4.88,88, v2,0.77,5768,616,0.92,5.5, v2,28.3,703,858, class4
236,2.6,574,69.8,3.56,79.2,6127,3.29,84, v1,0.762,1.34,0.1,6.1, v3,8.2,0.558, v3,791,3,0.197,47,41344,57139, v3, v3,4.53,3.62, v2,24,63926,2177,4.3,0.86,86, v2,66.5,23295,58301,0.99,1.01,0.49, v2, v1,31.9,448,3,2.17, v1,59,23,1.6,8.32,0.35,6.08,9,0.61, v2, v3,22,84,5024, v2,83.9,218, v3,35666,5593,64.4,58100,24297,904,30769,0.03,43776,6074,0.51,0.31, v3,1.7, v3,0.047,0.926,5.68,563, v2,39,53055,5287, v1,17919, v1,53,8785,6.02,51, v2,354,72.8,0.205,748, v1,78434,7067, v4,0.91,0.276,0.35,72,39.4,222,336,26,534,4.46,81, v2,0.52,4667,904,0.45,3, v2,55.9,691,874, class4
237,2.8,596,90.9,3.24,76.9,7087,3.99,83.7, v2,0.763,1.48,0.41,7.3, v3,8.2,0.491, v3,535,3.5,0.464,80,55396,57370, v3, v2,5.29,0.54, v2,33,81607,3817,2.9,0.44,31, v2,58.7,42492,56630,1.34,1.57,0.53, v1, v4,66.1,454,3,5.53, v2,90,52,7.1,8.38,0.33,4.17,4.7,0.71, v4, v2,24.5,55,4675, v2,52.6,369, v3,40369,5546,57.2,62158,23486,925,25099,0.02,78227,3206,0.6,0.85, v3,6.1, v4,0.051,0.194,1.68,488, v1,50,27593,7167, v1,40561, v1,76,8917,7.62,39, v2,461,69.8,0.245,746, v1,74744,7696, v4,0.86,0.309,0.62,92,49.7,431,275,23,505,4.86,35, v1,0.45,8106,635,0.93,5.7, v1,62.7,696,712, class4
238,3,571,78.1,4.09,76.7,8766,9.01,83.2, v2,0.782,1.29,0.49,6.2, v1,5.5,0.53, v1,803,3.5,0.696,57,46945,57975, v1, v3,6.6,0.92, v2,41,80529,3689,4.7,0.41,36, v3,64.6,59734,41494,2.11,1.8,0.37, v3, v2,33.6,446,1.9,2.08, v2,55,54,3.1,8.46,0.26,4.77,4.9,0.29, v2, v4,35.1,48,5357, v1,82.7,274, v2,29990,4561,58.8,63142,31632,887,38057,0.16,71776,4081,0.72,0.91, v3,5.2, v4,0.05,0.208,0.98,591, v1,59,41158,7940, v3,67093, v3,58,8831,7.11,37, v2,529,64.4,0.222,746, v3,54831,6050, v4,0.74,0.292,0.35,44,80.8,935,276,30,526,4.62,82, v3,0.58,8082,635,0.92,5.7, v2,27.5,491,825, class1
239,2.6,578,75.3,3.89,77.3,7030,7.58,84.8, v2,0.737,1.6,0.04,4.4, v1,7.6,0.395, v3,528,2.4,0.686,47,79883,52988, v1, v1,6.68,5.45, v3,34,76548,2617,3.2,0.6,35.8, v3,61.8,55568,58059,1.23,1.72,0.22, v3, v2,36,457,4.8,5.95, v1,89,54,3.1,6.49,0.33,6.05,9.2,0.7, v1, v2,38.3,55,5107, v2,16.7,338, v2,42206,4543,54.6,57054,29237,746,21147,0.2,59339,2797,0.46,0.82, v2,4.4, v2,0.063,0.902,7.53,498, v2,44,31533,6085, v3,18964, v1,79,8814,1.4,46, v1,478,69.1,0.238,743, v3,58341,7355, v3,0.65,0.296,0.37,69,52.7,804,272,27,544,4.41,75, v3,0.69,7978,773,0.61,4.7, v1,27.5,648,589, class1
240,3.2,606,72.2,3.01,77.1,6741,9.01,83.6, v1,0.772,1.24,0.11,5.2, v3,7.8,0.67, v1,719,3.7,0.312,79,47004,37831, v3, v2,6.5,5.15, v3,38,83437,3454,2.7,0.94,84.1, v2,58,81249,56610,1.21,1.75,0.68, v2, v1,34.2,445,3,7.1, v2,78,49,7.1,7.03,0.35,3.55,4.7,0.67, v2, v4,35.3,59,5147, v1,30.4,333, v2,44183,3129,52.8,68729,28662,743,40320,0.21,55502,4230,0.75,0.43, v2,3.8, v4,0.074,0.659,6.3,474, v2,66,28307,6975, v3,72221, v1,79,8800,4.74,31, v1,429,65.6,0.269,748, v3,55171,7133, v3,0.86,0.3,0.51,62,69,798,276,29,531,4.62,89, v2,0.44,4668,743,0.92,5.6, v2,31.1,680,682, class1
241,2.7,576,74,4.41,77.2,8273,9.03,93.2, v2,0.78,1.29,0.78,4.9, v3,8,0.372, v2,804,1.8,0.479,37,58335,44128, v1, v2,7.24,1.49, v3,37,72000,3217,5.5,0.93,78, v2,60.5,20214,59722,2.72,1.77,0.22, v1, v4,33.6,444,3,5.53, v1,81,20,5,7.1,0.21,3.56,9.6,0.85, v4, v3,34.8,59,5062, v2,52.8,340, v1,44234,2991,60.8,64919,28694,893,38838,0.27,41263,3601,0.81,0.36, v3,5.6, v1,0.273,0.93,2.05,487, v3,67,31957,6138, v1,40020, v3,75,8768,5.71,71, v2,643,67.7,0.252,513, v3,61172,5563, v3,0.55,0.259,0.35,44,71.6,496,273,78,514,4.59,75, v1,0.58,4669,849,0.63,1.8, v1,70.5,688,589, class1
242,3.2,602,78.1,3.71,78.8,5965,2.86,94.6, v1,0.759,1.13,0.54,5, v1,5.8,0.638, v3,307,4.3,0.58,29,67068,37925, v1, v3,5.91,9.03, v2,34,69400,2939,3.4,0.42,57.3, v1,64.3,20191,57107,2.94,1.32,0.19, v1, v3,33.1,455,2.1,3.27, v1,90,52,2.1,4.86,0.35,6.05,9.2,0.65, v2, v1,35.1,87,5354, v2,67.8,357, v1,40299,5572,63.6,58031,27653,748,20617,0.37,48774,3459,0.48,0.21, v3,4.4, v2,0.163,0.203,0.99,475, v2,18,53666,9129, v3,21621, v1,50,8830,4.03,36, v2,648,76.2,0.193,668, v2,62158,6928, v4,0.53,0.268,0.33,68,85.1,730,274,27,546,4.41,43, v2,0.61,5774,715,0.61,3.2, v2,35.1,645,669, class1
243,3.3,618,69.8,3.06,79,5395,1.13,94.7, v1,0.746,1.23,0.04,7.4, v3,4.9,0.573, v1,684,2.2,0.523,73,37700,52184, v1, v2,4.6,8.55, v1,47,79412,2947,2.5,0.51,49.3, v2,70.7,42896,65393,1.8,1.83,0.67, v2, v3,60.7,454,2.9,4.25, v1,80,22,3.2,6.07,0.22,3.56,6.2,0.44, v2, v4,38.3,87,4740, v1,52.6,234, v3,40255,3307,63.9,69936,23738,736,34986,0.25,78363,6225,0.47,0.21, v2,5, v4,0.154,0.861,2.09,591, v3,31,51690,5443, v3,25115, v2,74,8836,1.88,45, v1,405,66.1,0.235,743, v2,64880,6574, v1,0.84,0.303,0.49,90,53.5,612,274,29,506,4.59,74, v1,0.61,7283,897,0.5,1.2, v2,27.5,689,922, class1
244,2.7,566,70.8,4.11,76.6,5536,4.66,82.7, v2,0.826,1.34,0.15,5.9, v1,6.8,0.637, v2,246,2.9,0.713,29,43867,59794, v2, v2,6.57,5.1, v1,29,75589,3184,4.8,0.93,76.6, v2,58.5,66015,56145,1.87,1.86,0.57, v1, v2,63.7,453,3,5.51, v2,90,20,1.9,5.99,0.08,3.55,9.8,0.8, v2, v2,37.9,29,5034, v1,14.8,382, v3,39333,5679,58.3,66399,34347,762,26860,0.28,46118,4186,0.83,0.58, v2,5.1, v2,0.281,0.848,0.96,567, v2,23,41435,8251, v3,27275, v1,77,8880,6.63,68, v2,643,73.8,0.288,744, v3,75822,7112, v2,0.72,0.402,0.33,44,89.3,869,275,65,506,4.37,48, v3,0.62,8033,890,0.61,5.3, v1,61.9,670,591, class4
245,2.7,586,70.2,3,79,6752,1.23,91.8, v2,0.74,1.18,0.85,4.4, v2,7.7,0.647, v3,720,3,0.34,72,82057,37964, v2, v2,6.42,5.83, v1,38,84471,3157,3.1,0.75,76.6, v1,63.4,29670,56308,2.17,1.51,0.47, v3, v3,35.9,436,2.9,5, v2,62,28,6.8,6.23,0.29,5.93,9.6,0.74, v4, v4,34.9,40,4650, v2,83.4,213, v3,35569,4697,51.7,57942,28400,851,26483,0.08,74505,4271,0.46,0.29, v3,4.3, v4,0.112,0.924,5.67,468, v2,59,32041,9146, v1,65295, v1,53,8883,8.07,29, v1,645,65.9,0.32,735, v1,67069,8105, v1,0.62,0.343,0.6,44,50.3,459,276,34,500,4.59,85, v1,0.53,5679,639,0.64,5.5, v1,43.5,704,799, class4
246,2.9,558,88.9,4.33,78.3,8954,9.01,90.2, v1,0.737,1.34,0.54,5.4, v2,8,0.458, v3,804,2.7,0.567,79,32108,55306, v1, v1,4.53,9.33, v3,39,61885,2868,6,0.93,93.1, v2,59.5,24627,56732,1.57,1.56,0.36, v3, v2,34.8,434,2.9,3.19, v2,90,25,7.3,4.92,0.21,6.07,6.2,0.62, v2, v4,36.2,82,4802, v1,74.7,261, v2,43873,5571,62,58611,28280,731,35646,0.29,42553,4052,0.53,0.88, v2,5.1, v2,0.109,0.333,9.05,464, v3,38,54499,7763, v3,41340, v3,69,8828,4.51,35, v1,357,66.7,0.301,748, v3,67644,8264, v2,0.88,0.279,0.34,77,76.2,516,274,32,528,4.88,57, v3,0.44,5809,611,0.63,5.6, v2,43.2,708,666, class1
247,3.5,621,81.7,3.05,78.8,8598,8.97,85.9, v2,0.776,1.15,0.6,5.9, v2,8.1,0.644, v3,280,3.3,0.435,29,27665,55253, v1, v1,6.65,1.93, v1,38,72110,2833,2.9,0.44,46.6, v1,58,19378,64495,0.79,2.18,0.21, v3, v3,36.7,445,3.5,4.46, v1,58,21,3.2,5.37,0.22,3.56,8.6,0.27, v3, v3,20.9,38,5323, v2,81.9,228, v3,34916,4839,62.2,69004,33470,833,27524,0.09,61008,6253,0.48,0.94, v1,4.6, v2,0.144,0.877,5.38,581, v3,61,41323,8775, v2,37121, v3,48,8814,7.53,29, v1,655,76.1,0.229,556, v3,54900,6508, v4,0.69,0.288,0.35,68,84,812,269,36,507,4.64,90, v2,0.83,5706,871,0.37,3.3, v2,28.4,331,644, class3
248,3.2,563,70.7,2.93,77.1,8763,1.48,87.9, v1,0.811,1.32,0.12,6.3, v3,4.3,0.365, v2,260,4.1,0.764,77,47995,47707, v1, v3,6.23,5.44, v2,35,69871,3117,3.5,0.57,32.5, v2,58,17597,43000,0.84,1.67,0.17, v1, v2,32.1,450,3.5,0.74, v2,58,21,3.1,4.85,0.26,6.01,8.5,0.62, v4, v4,38.4,29,5186, v2,83.3,333, v3,47096,3348,57.1,57903,30038,878,27653,0.27,76915,3846,0.72,0.79, v1,5.6, v2,0.136,0.924,9.35,544, v2,44,53143,7950, v1,73152, v1,70,8972,5.75,37, v2,655,57.6,0.233,721, v1,73172,6958, v4,0.54,0.294,0.41,48,61,472,284,33,515,4.63,72, v3,0.77,4655,843,0.58,1.2, v1,26.9,658,730, class4
249,5.8,576,90,4.13,76.9,6780,1.56,92.9, v2,0.797,1.29,0.29,5.9, v1,8.2,0.369, v2,137,1.2,0.471,60,35082,58125, v2, v2,7.25,6.17, v1,27,66692,2874,4.9,0.74,47.2, v2,65.3,83110,61532,1.09,1.68,0.54, v1, v2,35.8,437,3.9,7.13, v2,89,21,2.7,6.31,0.06,5.22,4.7,0.68, v2, v3,38.6,36,5018, v1,54.3,385, v2,35505,4431,51.2,68399,35540,826,30812,0.03,60836,4154,0.76,0.63, v3,4.9, v2,0.052,0.227,1.46,590, v3,60,51971,8249, v3,62224, v3,69,8931,3.82,32, v2,472,72.5,0.287,746, v1,57340,6243, v3,0.84,0.301,0.6,85,35.3,906,266,28,527,4.53,36, v2,0.75,5002,853,0.91,1.1, v1,62.3,394,609, class3
250,6.5,561,69.7,4.47,78.4,6724,8.35,83.8, v1,0.758,1.3,0.09,6.3, v2,5.7,0.314, v3,293,0.9,0.341,23,71215,59072, v1, v3,5.04,5.59, v2,49,76285,3839,4,0.44,61.6, v2,72.5,66679,42743,2.55,1.52,0.42, v3, v1,57.7,428,4.7,5.5, v2,54,21,3.2,6.69,0.19,5.87,5.2,0.76, v2, v3,34.7,45,5370, v1,59.8,210, v1,39669,5393,62.2,56924,35948,902,21800,0.37,77202,6237,0.71,0.37, v3,2.5, v3,0.324,0.911,6.11,535, v2,13,30266,5166, v2,53926, v1,49,8828,7.5,31, v2,591,76.2,0.287,463, v1,65948,6675, v4,0.63,0.412,0.38,43,34.3,215,332,30,531,4.75,59, v3,0.65,7985,678,0.41,1.6, v1,46.9,677,743, class4
251,2.8,578,75,4.13,78.4,5806,8.45,83.5, v2,0.865,1.22,0.29,6.1, v2,8.2,0.634, v3,733,3.6,0.312,19,76305,37686, v2, v2,5.94,5, v2,25,79988,3249,2.7,0.74,89.2, v2,61.7,35792,57008,2.16,1.18,0.26, v1, v3,33.3,455,2.2,6.76, v1,86,28,2.3,6.3,0.35,3.55,7.3,0.72, v4, v3,35.1,38,5247, v2,52.8,240, v3,36924,4474,64.4,67926,31807,725,39241,0.03,66732,3854,0.46,0.8, v3,5.8, v4,0.161,0.936,0.94,497, v2,67,50794,9404, v3,70994, v3,57,8879,3.36,27, v2,474,65.2,0.259,542, v1,75015,7187, v3,0.52,0.303,0.52,92,34.3,924,271,29,531,4.6,73, v2,0.73,7989,898,0.9,0.9, v1,37.3,694,669, class4
252,2.8,558,72.7,2.88,77.8,6546,7.97,94.6, v2,0.758,1.26,0.62,7.4, v2,4.1,0.378, v2,736,2,0.342,29,60938,57350, v3, v2,4.73,0.96, v1,26,82764,3685,3.4,0.47,96.6, v3,65,82074,57144,0.93,2.43,0.23, v3, v4,34.4,440,3,4.88, v2,79,24,3.2,6.11,0.19,6.06,8.9,0.77, v4, v3,38.5,51,5285, v1,55.8,334, v3,36304,5546,51,53572,29751,787,28565,0.31,77520,3073,0.46,0.45, v3,4.2, v1,0.15,0.905,6.59,593, v3,22,48315,8757, v3,21474, v3,50,8857,2.35,47, v2,351,72,0.253,521, v2,65044,6922, v1,0.49,0.295,0.42,85,66.9,431,293,26,509,4.91,54, v1,0.5,5685,819,0.75,2.8, v2,45.8,690,740, class1
253,3.3,603,82.5,4.71,77.9,6481,9.02,94.3, v2,0.738,1.3,0.74,5.5, v2,5.9,0.462, v2,527,3.9,0.387,54,75740,11840, v2, v2,4.82,4.94, v3,33,79662,2368,3,0.37,72.1, v1,64.8,34542,57041,1.27,1.5,0.18, v2, v2,34.5,446,2.4,5.42, v2,78,22,3,5.25,0.19,6.03,9.2,0.62, v3, v3,20.5,40,5151, v2,61.3,221, v1,41908,5416,55.9,58403,27391,809,35888,0.28,77019,5728,0.45,0.25, v3,1.5, v3,0.067,0.334,6.11,605, v2,67,46502,6340, v1,51279, v1,64,8880,7.73,31, v2,579,74.9,0.197,467, v1,54844,7540, v4,0.9,0.337,0.47,89,47.6,918,253,24,509,4.57,25, v1,0.77,7974,623,0.3,1.2, v2,27.7,552,755, class1
254,5.7,544,71,4.59,78.1,8272,1.49,84, v1,0.737,1.08,0.54,5, v3,7.8,0.411, v1,744,4,0.651,66,30193,59460, v2, v3,6.77,2.19, v1,40,84178,3385,4.9,0.95,61.8, v1,65,20631,57494,1.46,1.33,0.64, v3, v2,32.9,457,2.9,5.6, v1,56,22,5.2,8.49,0.21,5.61,5.6,0.74, v2, v1,35.2,85,4603, v1,43.6,307, v3,41186,5564,58.6,58989,29158,790,38608,0.26,65843,5924,0.73,0.45, v1,6, v2,0.067,0.232,6.12,578, v1,32,41441,7797, v2,68322, v3,72,8876,7.81,30, v2,652,76.6,0.289,604, v3,64714,6785, v3,0.55,0.273,0.6,82,33.5,592,275,25,518,4.56,86, v1,0.6,4643,876,0.93,5.7, v2,64.1,639,591, class1
255,2.7,545,73.9,4.49,79.4,5893,1.18,83.3, v2,0.74,1.27,0.44,6, v3,7.8,0.444, v3,232,1.5,0.341,40,72161,37936, v2, v3,5.6,6.78, v2,35,84259,2910,4,0.61,84.1, v3,59.5,74694,53162,2.69,2.49,0.62, v2, v3,40.2,449,3.1,0.97, v1,55,49,2.3,5.94,0.05,4.04,6.1,0.77, v2, v4,35.8,84,5257, v1,15.5,239, v2,29764,5564,60.6,59223,33820,795,37795,0.13,77118,6234,0.59,0.22, v3,4.7, v1,0.047,0.911,6.43,565, v1,17,30813,6396, v2,21208, v2,68,8862,6.84,28, v1,434,67.9,0.243,748, v3,59711,5418, v4,0.63,0.27,0.53,43,63.3,769,271,30,509,4.41,74, v2,0.57,4659,807,0.49,0.8, v2,32.4,675,592, class1
256,2.8,607,70.7,4.32,78.5,7735,5.45,89, v2,0.753,1.32,0.27,5.6, v1,8.2,0.432, v1,659,4.1,0.198,28,74721,55869, v2, v2,4.62,1.15, v2,38,69216,2793,4.7,0.49,54.4, v2,66.3,19428,55400,1.77,1.5,0.55, v1, v4,32.9,419,2.9,5.74, v2,80,54,2.1,8.31,0.35,3.6,8.9,0.78, v4, v2,25.2,87,5303, v1,52.7,332, v3,36965,5554,62.1,81473,28778,845,29290,0.08,41675,6159,0.59,0.91, v3,5.9, v3,0.046,0.838,0.98,590, v2,67,41469,7980, v1,62122, v2,71,8869,6.8,25, v1,566,60.2,0.232,467, v3,73650,5288, v3,0.49,0.41,0.49,64,55.1,217,272,60,514,4.49,54, v2,0.44,4855,853,0.57,3.8, v1,27.3,656,652, class1
257,2.8,561,82.7,4.14,77.2,7297,8.72,94.7, v2,0.845,1.18,0.46,7, v2,7.8,0.668, v1,784,1.1,0.319,35,75330,37414, v3, v2,4.6,2.28, v3,38,77769,3023,4.7,0.94,76.8, v1,57.7,20609,42324,2.22,1.31,0.4, v2, v3,52.9,408,4.4,1.14, v1,56,19,2.4,6.3,0.35,5.89,7.8,0.75, v2, v3,38.6,76,5381, v2,67.7,353, v2,46556,3911,52.6,81583,28739,739,40267,0.31,78272,4098,0.48,0.59, v2,2.1, v4,0.322,0.919,0.92,528, v1,64,41416,6320, v1,60560, v2,50,8865,5.55,35, v1,627,74.8,0.288,748, v1,70282,5112, v2,0.51,0.411,0.37,76,66.2,592,293,55,522,4.56,45, v1,0.56,4676,856,0.57,1.5, v2,27.1,683,780, class2
258,6.9,578,69.8,4.53,77,6194,5.36,94.7, v1,0.84,1.28,0.41,5.8, v3,8.2,0.349, v3,687,3.5,0.506,22,34708,55663, v1, v2,5.79,1.53, v1,38,63362,3202,4.8,0.74,95.5, v1,63.2,20092,55835,1.56,2.36,0.55, v3, v2,63.3,410,3.7,5.55, v2,90,23,2.8,6.62,0.07,5.68,7.4,0.77, v4, v4,38.1,39,5201, v1,14.9,298, v1,31661,2911,53.6,59794,34190,752,20508,0.02,63344,2770,0.71,0.33, v3,2.6, v4,0.055,0.346,8.93,559, v3,66,31981,7790, v2,19292, v3,74,8827,4.84,30, v1,460,65,0.208,748, v3,79214,5305, v4,0.61,0.29,0.31,64,75.3,807,316,46,541,4.61,75, v1,0.45,8049,905,0.38,1.6, v2,43.9,539,726, class1
259,5.6,563,74.5,2.79,78,7122,8.6,85.4, v1,0.839,1.13,0.02,7.4, v3,8.2,0.705, v1,196,3.4,0.32,47,45833,57383, v1, v2,6.31,0.56, v2,48,81177,2497,3.4,0.93,82.5, v2,61.9,24175,59529,1.49,1.8,0.55, v1, v4,36.1,440,3,0.34, v2,57,14,7.1,7.3,0.05,3.56,5,0.22, v1, v2,38.2,83,5329, v2,34.4,332, v3,40248,5744,63.8,58050,30281,870,35850,0.41,74836,5558,0.72,0.2, v2,3.3, v4,0.158,0.332,5.68,592, v2,67,29370,7943, v2,21391, v2,48,8818,6.51,74, v1,516,67.9,0.335,641, v1,74699,8054, v2,0.6,0.277,0.53,75,56.9,926,286,31,526,4.38,61, v2,0.77,8003,819,0.8,3.2, v2,45.3,532,807, class4
