checkin_acc,duration,credit_history,amount,savings_acc,present_emp_since,inst_rate,personal_status,residing_since,age,inst_plans,num_credits,job,status
A13,12,A34,1480,A63,A71,2,A93,4,66,A141,3,A171,0
A11,24,A32,1371,A65,A73,4,A92,4,25,A143,1,A173,1
A14,36,A34,3535,A61,A74,4,A93,4,37,A143,2,A173,0
A11,18,A32,3509,A61,A74,4,A92,1,25,A143,1,A173,0
A14,36,A34,5711,A64,A75,4,A93,2,38,A143,2,A174,0
A12,18,A32,3872,A61,A71,2,A92,4,67,A143,1,A173,0
A12,39,A34,4933,A61,A74,2,A93,2,25,A143,2,A173,1
A14,24,A34,1940,A64,A75,4,A93,4,60,A143,1,A173,0
A12,12,A30,1410,A61,A73,2,A93,2,31,A143,1,A172,0
A12,12,A32,836,A62,A72,4,A92,2,23,A141,1,A172,1
A12,20,A32,6468,A65,A71,1,A91,4,60,A143,1,A174,0
A12,18,A32,1941,A64,A73,4,A93,2,35,A143,1,A172,0
A14,22,A32,2675,A63,A75,3,A93,4,40,A143,1,A173,0
A14,48,A34,2751,A65,A75,4,A93,3,38,A143,2,A173,0
A12,48,A33,6224,A61,A75,4,A93,4,50,A143,1,A173,1
A11,40,A34,5998,A61,A73,4,A93,3,27,A141,1,A173,1
A12,21,A32,1188,A61,A75,2,A92,4,39,A143,1,A173,1
A14,24,A32,6313,A65,A75,3,A93,4,41,A143,1,A174,0
A14,6,A34,1221,A65,A73,1,A94,2,27,A143,2,A173,0
A13,24,A32,2892,A61,A75,3,A91,4,51,A143,1,A173,0
A14,24,A32,3062,A63,A75,4,A93,3,32,A143,1,A173,0
A14,9,A32,2301,A62,A72,2,A92,4,22,A143,1,A173,0
A11,18,A32,7511,A65,A75,1,A93,4,51,A143,1,A173,1
A14,12,A34,1258,A61,A72,2,A92,4,22,A143,2,A172,0
A14,24,A33,717,A65,A75,4,A94,4,54,A143,2,A173,0
A12,9,A32,1549,A65,A72,4,A93,2,35,A143,1,A171,0
A14,24,A34,1597,A61,A75,4,A93,4,54,A143,2,A173,0
A12,18,A34,1795,A61,A75,3,A92,4,48,A141,2,A172,0
A11,20,A34,4272,A61,A75,1,A92,4,24,A143,2,A173,0
A14,12,A34,976,A65,A75,4,A93,4,35,A143,2,A173,0
A12,12,A32,7472,A65,A71,1,A92,2,24,A143,1,A171,0
A11,36,A32,9271,A61,A74,2,A93,1,24,A143,1,A173,1
A12,6,A32,590,A61,A72,3,A94,3,26,A143,1,A172,0
A14,12,A34,930,A65,A75,4,A93,4,65,A143,4,A173,0
A12,42,A31,9283,A61,A71,1,A93,2,55,A141,1,A174,0
A12,15,A30,1778,A61,A72,2,A92,1,26,A143,2,A171,1
A12,8,A32,907,A61,A72,3,A94,2,26,A143,1,A173,0
A12,6,A32,484,A61,A74,3,A94,3,28,A141,1,A172,0
A11,36,A34,9629,A61,A74,4,A93,4,24,A143,2,A173,1
A11,48,A32,3051,A61,A73,3,A93,4,54,A143,1,A173,1
A11,48,A32,3931,A61,A74,4,A93,4,46,A143,1,A173,1
A12,36,A33,7432,A61,A73,2,A92,2,54,A143,1,A173,0
A14,6,A32,1338,A63,A73,1,A91,4,62,A143,1,A173,0
A14,6,A34,1554,A61,A74,1,A92,2,24,A143,2,A173,0
A11,36,A32,15857,A61,A71,2,A91,3,43,A143,1,A174,0
A11,18,A32,1345,A61,A73,4,A94,3,26,A141,1,A173,1
A14,12,A32,1101,A61,A73,3,A94,2,27,A143,2,A173,0
A13,12,A32,3016,A61,A73,3,A94,1,24,A143,1,A173,0
A11,36,A32,2712,A61,A75,2,A93,2,41,A141,1,A173,1
A11,8,A34,731,A61,A75,4,A93,4,47,A143,2,A172,0
A14,18,A34,3780,A61,A72,3,A91,2,35,A143,2,A174,0
A11,21,A34,1602,A61,A75,4,A94,3,30,A143,2,A173,0
A11,18,A34,3966,A61,A75,1,A92,4,33,A141,3,A173,1
A14,18,A30,4165,A61,A73,2,A93,2,36,A142,2,A173,1
A11,36,A32,8335,A65,A75,3,A93,4,47,A143,1,A173,1
A12,48,A33,6681,A65,A73,4,A93,4,38,A143,1,A173,0
A14,24,A33,2375,A63,A73,4,A93,2,44,A143,2,A173,0
A11,18,A32,1216,A61,A72,4,A92,3,23,A143,1,A173,1
A11,45,A30,11816,A61,A75,2,A93,4,29,A143,2,A173,1
A12,24,A32,5084,A65,A75,2,A92,4,42,A143,1,A173,0
A13,15,A32,2327,A61,A72,2,A92,3,25,A143,1,A172,1
A11,12,A30,1082,A61,A73,4,A93,4,48,A141,2,A173,1
A14,12,A32,886,A65,A73,4,A92,2,21,A143,1,A173,0
A14,4,A32,601,A61,A72,1,A92,3,23,A143,1,A172,0
A11,24,A34,2957,A61,A75,4,A93,4,63,A143,2,A173,0
A14,24,A34,2611,A61,A75,4,A94,3,46,A143,2,A173,0
A11,36,A32,5179,A61,A74,4,A93,2,29,A143,1,A173,1
A14,21,A33,2993,A61,A73,3,A93,2,28,A142,2,A172,0
A14,18,A32,1943,A61,A72,4,A92,4,23,A143,1,A173,1
A14,24,A31,1559,A61,A74,4,A93,4,50,A141,1,A173,0
A14,18,A32,3422,A61,A75,4,A93,4,47,A141,3,A173,0
A12,21,A32,3976,A65,A74,2,A93,3,35,A143,1,A173,0
A14,18,A32,6761,A65,A73,2,A93,4,68,A143,2,A173,1
A14,24,A32,1249,A61,A72,4,A94,2,28,A143,1,A173,0
A11,9,A32,1364,A61,A74,3,A93,4,59,A143,1,A173,0
A11,12,A32,709,A61,A75,4,A93,4,57,A142,1,A172,1
A11,20,A34,2235,A61,A73,4,A94,2,33,A141,2,A173,1
A14,24,A34,4042,A65,A74,3,A93,4,43,A143,2,A173,0
A14,15,A34,1471,A61,A73,4,A93,4,35,A143,2,A173,0
A11,18,A31,1442,A61,A74,4,A93,4,32,A143,2,A172,1
A14,36,A33,10875,A61,A75,2,A93,2,45,A143,2,A173,0
A14,24,A32,1474,A62,A72,4,A94,3,33,A143,1,A173,0
A14,10,A32,894,A65,A74,4,A92,3,40,A143,1,A173,0
A14,15,A34,3343,A61,A73,4,A93,2,28,A143,1,A173,0
A11,15,A32,3959,A61,A73,3,A92,2,29,A143,1,A173,1
A14,9,A32,3577,A62,A73,1,A93,2,26,A143,1,A173,0
A14,24,A34,5804,A64,A73,4,A93,2,27,A143,2,A173,0
A14,18,A33,2169,A61,A73,4,A94,2,28,A143,1,A173,1
A11,24,A32,2439,A61,A72,4,A92,4,35,A143,1,A173,1
A14,27,A34,4526,A64,A72,4,A93,2,32,A142,2,A172,0
A14,10,A32,2210,A61,A73,2,A93,2,25,A141,1,A172,1
A14,15,A32,2221,A63,A73,2,A92,4,20,A143,1,A173,0
A11,18,A32,2389,A61,A72,4,A92,1,27,A142,1,A173,0
A14,12,A34,3331,A61,A75,2,A93,4,42,A142,1,A173,0
A14,36,A32,7409,A65,A75,3,A93,2,37,A143,2,A173,0
A11,12,A32,652,A61,A75,4,A92,4,24,A143,1,A173,0
A14,36,A33,7678,A63,A74,2,A92,4,40,A143,2,A173,0
A13,6,A34,1343,A61,A75,1,A93,4,46,A143,2,A173,0
A11,24,A34,1382,A62,A74,4,A93,1,26,A143,2,A173,0
A14,15,A32,874,A65,A72,4,A92,1,24,A143,1,A173,0
A11,12,A32,3590,A61,A73,2,A93,2,29,A143,1,A172,0
A12,11,A34,1322,A64,A73,4,A92,4,40,A143,2,A173,0
A11,18,A31,1940,A61,A72,3,A93,4,36,A141,1,A174,0
A14,36,A32,3595,A61,A75,4,A93,2,28,A143,1,A173,0
A11,9,A32,1422,A61,A72,3,A93,2,27,A143,1,A174,1
A14,30,A34,6742,A65,A74,2,A93,3,36,A143,2,A173,0
A14,24,A32,7814,A61,A74,3,A93,3,38,A143,1,A174,0
A14,24,A32,9277,A65,A73,2,A91,4,48,A143,1,A173,0
A12,30,A34,2181,A65,A75,4,A93,4,36,A143,2,A173,0
A14,18,A34,1098,A61,A71,4,A92,4,65,A143,2,A171,0
A12,24,A32,4057,A61,A74,3,A91,3,43,A143,1,A173,1
A11,12,A32,795,A61,A72,4,A92,4,53,A143,1,A173,1
A12,24,A34,2825,A65,A74,4,A93,3,34,A143,2,A173,0
A12,48,A32,15672,A61,A73,2,A93,2,23,A143,1,A173,1
A14,36,A34,6614,A61,A75,4,A93,4,34,A143,2,A174,0
A14,28,A31,7824,A65,A72,3,A93,4,40,A141,2,A173,0
A11,27,A34,2442,A61,A75,4,A93,4,43,A142,4,A174,0
A14,15,A34,1829,A61,A75,4,A93,4,46,A143,2,A173,0
A11,12,A34,2171,A61,A73,4,A93,4,38,A141,2,A172,0
A12,36,A34,5800,A61,A73,3,A93,4,34,A143,2,A173,0
A14,18,A34,1169,A65,A73,4,A93,3,29,A143,2,A173,0
A14,36,A33,8947,A65,A74,3,A93,2,31,A142,1,A174,0
A11,21,A32,2606,A61,A72,4,A92,4,28,A143,1,A174,0
A14,12,A34,1592,A64,A74,3,A92,2,35,A143,1,A173,0
A14,15,A32,2186,A65,A74,1,A92,4,33,A141,1,A172,0
A11,18,A32,4153,A61,A73,2,A93,3,42,A143,1,A173,1
A11,16,A34,2625,A61,A75,2,A93,4,43,A141,1,A173,1
A14,20,A34,3485,A65,A72,2,A91,4,44,A143,2,A173,0
A14,36,A34,10477,A65,A75,2,A93,4,42,A143,2,A173,0
A14,15,A32,1386,A65,A73,4,A94,2,40,A143,1,A173,0
A14,24,A32,1278,A61,A75,4,A93,1,36,A143,1,A174,0
A11,12,A32,1107,A61,A73,2,A93,2,20,A143,1,A174,0
A11,21,A32,3763,A65,A74,2,A93,2,24,A143,1,A172,0
A12,36,A32,3711,A65,A73,2,A94,2,27,A143,1,A173,0
A14,15,A33,3594,A61,A72,1,A92,2,46,A143,2,A172,0
A12,9,A32,3195,A65,A73,1,A92,2,33,A143,1,A172,0
A14,36,A33,4454,A61,A73,4,A92,4,34,A143,2,A173,0
A12,24,A34,4736,A61,A72,2,A92,4,25,A141,1,A172,1
A12,30,A32,2991,A65,A75,2,A92,4,25,A143,1,A173,0
A14,11,A32,2142,A64,A75,1,A91,2,28,A143,1,A173,0
A11,24,A31,3161,A61,A73,4,A93,2,31,A143,1,A173,1
A12,48,A30,18424,A61,A73,1,A92,2,32,A141,1,A174,1
A14,10,A32,2848,A62,A73,1,A93,2,32,A143,1,A173,0
A11,6,A32,14896,A61,A75,1,A93,4,68,A141,1,A174,1
A11,24,A32,2359,A62,A71,1,A91,1,33,A143,1,A173,1
A11,24,A32,3345,A61,A75,4,A93,2,39,A143,1,A174,1
A14,18,A34,1817,A61,A73,4,A92,2,28,A143,2,A173,0
A14,48,A33,12749,A63,A74,4,A93,1,37,A143,1,A174,0
A11,9,A32,1366,A61,A72,3,A92,4,22,A143,1,A173,1
A12,12,A32,2002,A61,A74,3,A93,4,30,A143,1,A173,0
A11,24,A31,6872,A61,A72,2,A91,1,55,A141,1,A173,1
A11,12,A31,697,A61,A72,4,A93,2,46,A141,2,A173,1
A11,18,A34,1049,A61,A72,4,A92,4,21,A143,1,A173,0
A11,48,A32,10297,A61,A74,4,A93,4,39,A142,3,A173,1
A14,30,A32,1867,A65,A75,4,A93,4,58,A143,1,A173,0
A11,12,A33,1344,A61,A73,4,A93,2,43,A143,2,A172,0
A11,24,A32,1747,A61,A72,4,A93,1,24,A143,1,A172,0
A12,9,A32,1670,A61,A72,4,A92,2,22,A143,1,A173,1
A14,9,A34,1224,A61,A73,3,A93,1,30,A143,2,A173,0
A14,12,A34,522,A63,A75,4,A93,4,42,A143,2,A173,0
A11,12,A32,1498,A61,A73,4,A92,1,23,A141,1,A173,0
A12,30,A33,1919,A62,A72,4,A93,3,30,A142,2,A174,1
A13,9,A32,745,A61,A73,3,A92,2,28,A143,1,A172,1
A12,6,A32,2063,A61,A72,4,A94,3,30,A143,1,A174,0
A12,60,A32,6288,A61,A73,4,A93,4,42,A143,1,A173,1
A14,24,A34,6842,A65,A73,2,A93,4,46,A143,2,A174,0
A14,12,A32,3527,A65,A72,2,A93,3,45,A143,1,A174,0
A14,10,A32,1546,A61,A73,3,A93,2,31,A143,1,A172,0
A14,24,A32,929,A65,A74,4,A93,2,31,A142,1,A173,0
A14,4,A34,1455,A61,A74,2,A93,1,42,A143,3,A172,0
A11,15,A32,1845,A61,A72,4,A92,1,46,A143,1,A173,0
A12,48,A30,8358,A63,A72,1,A92,1,30,A143,2,A173,0
A11,24,A31,3349,A63,A72,4,A93,4,30,A143,1,A173,1
A14,12,A32,2859,A65,A71,4,A93,4,38,A143,1,A174,0
A14,18,A32,1533,A61,A72,4,A94,1,43,A143,1,A172,1
A14,24,A32,3621,A62,A75,2,A93,4,31,A143,2,A173,1
A12,18,A34,3590,A61,A71,3,A94,3,40,A143,3,A171,0
A11,36,A33,2145,A61,A74,2,A93,1,24,A143,2,A173,1
A12,24,A32,4113,A63,A72,3,A92,4,28,A143,1,A173,1
A14,36,A32,10974,A61,A71,4,A92,2,26,A143,2,A174,1
A11,12,A32,1893,A61,A73,4,A92,4,29,A143,1,A173,0
A11,24,A34,1231,A64,A75,4,A92,4,57,A143,2,A174,0
A13,30,A34,3656,A65,A75,4,A93,4,49,A142,2,A172,0
A12,9,A34,1154,A61,A75,2,A93,4,37,A143,3,A172,0
A11,28,A32,4006,A61,A73,3,A93,2,45,A143,1,A172,1
A12,24,A32,3069,A62,A75,4,A93,4,30,A143,1,A173,0
A14,6,A34,1740,A61,A75,2,A94,2,30,A143,2,A173,0
A12,21,A33,2353,A61,A73,1,A91,4,47,A143,2,A173,0
A14,15,A32,3556,A65,A73,3,A93,2,29,A143,1,A173,0
A14,24,A32,2397,A63,A75,3,A93,2,35,A141,2,A173,1
A12,6,A32,454,A61,A72,3,A94,1,22,A143,1,A172,0
A12,30,A32,1715,A65,A73,4,A92,1,26,A143,1,A173,0
A12,27,A34,2520,A63,A73,4,A93,2,23,A143,2,A172,1
A14,15,A32,3568,A61,A75,4,A92,2,54,A141,1,A174,0
A14,42,A32,7166,A65,A74,2,A94,4,29,A143,1,A173,0
A11,11,A34,3939,A61,A73,1,A93,2,40,A143,2,A172,0
A12,15,A32,1514,A62,A73,4,A93,2,22,A143,1,A173,0
A14,24,A32,7393,A61,A73,1,A93,4,43,A143,1,A172,0
A11,24,A31,1193,A61,A71,1,A92,4,29,A143,2,A171,1
A11,60,A32,7297,A61,A75,4,A93,4,36,A143,1,A173,1
A14,30,A34,2831,A61,A73,4,A92,2,33,A143,1,A173,0
A13,24,A32,1258,A63,A73,3,A92,3,57,A143,1,A172,0
A12,6,A32,753,A61,A73,2,A92,3,64,A143,1,A173,0
A12,18,A33,2427,A65,A75,4,A93,2,42,A143,2,A173,0
A14,24,A33,2538,A61,A75,4,A93,4,47,A143,2,A172,1
A12,15,A31,1264,A62,A73,2,A94,2,25,A143,1,A173,1
A12,30,A34,8386,A61,A74,2,A93,2,49,A143,1,A173,1
A14,48,A32,4844,A61,A71,3,A93,2,33,A141,1,A174,1
A13,21,A32,2923,A62,A73,1,A92,1,28,A141,1,A174,0
A11,36,A32,8229,A61,A73,2,A93,2,26,A143,1,A173,1
A14,24,A34,2028,A61,A74,2,A93,2,30,A143,2,A172,0
A11,15,A34,1433,A61,A73,4,A92,3,25,A143,2,A173,0
A13,42,A30,6289,A61,A72,2,A91,1,33,A143,2,A173,0
A14,13,A32,1409,A62,A71,2,A92,4,64,A143,1,A173,0
A11,24,A32,6579,A61,A71,4,A93,2,29,A143,1,A174,0
A12,24,A34,1743,A61,A75,4,A93,2,48,A143,2,A172,0
A14,12,A34,3565,A65,A72,2,A93,1,37,A143,2,A172,0
A14,15,A31,1569,A62,A75,4,A93,4,34,A141,1,A172,0
A11,18,A32,1936,A65,A74,2,A94,4,23,A143,2,A172,0
A11,36,A32,3959,A61,A71,4,A93,3,30,A143,1,A174,0
A14,12,A32,2390,A65,A75,4,A93,3,50,A143,1,A173,0
A14,12,A32,1736,A61,A74,3,A92,4,31,A143,1,A172,0
A11,30,A32,3857,A61,A73,4,A91,4,40,A143,1,A174,0
A14,12,A32,804,A61,A75,4,A93,4,38,A143,1,A173,0
A11,45,A32,1845,A61,A73,4,A93,4,23,A143,1,A173,1
A12,45,A34,4576,A62,A71,3,A93,4,27,A143,1,A173,0
