,parents,has_nurs,form,children,housing,finance,social,health,target
8379,pretentious,very_crit,incomplete,more,convenient,inconv,nonprob,recommended,spec_prior
8380,pretentious,very_crit,incomplete,more,convenient,inconv,nonprob,priority,spec_prior
8381,pretentious,very_crit,incomplete,more,convenient,inconv,nonprob,not_recom,not_recom
8382,pretentious,very_crit,incomplete,more,convenient,inconv,slightly_prob,recommended,spec_prior
8383,pretentious,very_crit,incomplete,more,convenient,inconv,slightly_prob,priority,spec_prior
8384,pretentious,very_crit,incomplete,more,convenient,inconv,slightly_prob,not_recom,not_recom
8385,pretentious,very_crit,incomplete,more,convenient,inconv,problematic,recommended,spec_prior
8386,pretentious,very_crit,incomplete,more,convenient,inconv,problematic,priority,spec_prior
8387,pretentious,very_crit,incomplete,more,convenient,inconv,problematic,not_recom,not_recom
8388,pretentious,very_crit,incomplete,more,less_conv,convenient,nonprob,recommended,spec_prior
8389,pretentious,very_crit,incomplete,more,less_conv,convenient,nonprob,priority,spec_prior
8390,pretentious,very_crit,incomplete,more,less_conv,convenient,nonprob,not_recom,not_recom
8391,pretentious,very_crit,incomplete,more,less_conv,convenient,slightly_prob,recommended,spec_prior
8392,pretentious,very_crit,incomplete,more,less_conv,convenient,slightly_prob,priority,spec_prior
8393,pretentious,very_crit,incomplete,more,less_conv,convenient,slightly_prob,not_recom,not_recom
8394,pretentious,very_crit,incomplete,more,less_conv,convenient,problematic,recommended,spec_prior
8395,pretentious,very_crit,incomplete,more,less_conv,convenient,problematic,priority,spec_prior
8396,pretentious,very_crit,incomplete,more,less_conv,convenient,problematic,not_recom,not_recom
8397,pretentious,very_crit,incomplete,more,less_conv,inconv,nonprob,recommended,spec_prior
8398,pretentious,very_crit,incomplete,more,less_conv,inconv,nonprob,priority,spec_prior
8399,pretentious,very_crit,incomplete,more,less_conv,inconv,nonprob,not_recom,not_recom
8400,pretentious,very_crit,incomplete,more,less_conv,inconv,slightly_prob,recommended,spec_prior
8401,pretentious,very_crit,incomplete,more,less_conv,inconv,slightly_prob,priority,spec_prior
8402,pretentious,very_crit,incomplete,more,less_conv,inconv,slightly_prob,not_recom,not_recom
8403,pretentious,very_crit,incomplete,more,less_conv,inconv,problematic,recommended,spec_prior
8404,pretentious,very_crit,incomplete,more,less_conv,inconv,problematic,priority,spec_prior
8405,pretentious,very_crit,incomplete,more,less_conv,inconv,problematic,not_recom,not_recom
8406,pretentious,very_crit,incomplete,more,critical,convenient,nonprob,recommended,spec_prior
8407,pretentious,very_crit,incomplete,more,critical,convenient,nonprob,priority,spec_prior
8408,pretentious,very_crit,incomplete,more,critical,convenient,nonprob,not_recom,not_recom
8409,pretentious,very_crit,incomplete,more,critical,convenient,slightly_prob,recommended,spec_prior
8410,pretentious,very_crit,incomplete,more,critical,convenient,slightly_prob,priority,spec_prior
8411,pretentious,very_crit,incomplete,more,critical,convenient,slightly_prob,not_recom,not_recom
8412,pretentious,very_crit,incomplete,more,critical,convenient,problematic,recommended,spec_prior
8413,pretentious,very_crit,incomplete,more,critical,convenient,problematic,priority,spec_prior
8414,pretentious,very_crit,incomplete,more,critical,convenient,problematic,not_recom,not_recom
8415,pretentious,very_crit,incomplete,more,critical,inconv,nonprob,recommended,spec_prior
8416,pretentious,very_crit,incomplete,more,critical,inconv,nonprob,priority,spec_prior
8417,pretentious,very_crit,incomplete,more,critical,inconv,nonprob,not_recom,not_recom
8418,pretentious,very_crit,incomplete,more,critical,inconv,slightly_prob,recommended,spec_prior
8419,pretentious,very_crit,incomplete,more,critical,inconv,slightly_prob,priority,spec_prior
8420,pretentious,very_crit,incomplete,more,critical,inconv,slightly_prob,not_recom,not_recom
8421,pretentious,very_crit,incomplete,more,critical,inconv,problematic,recommended,spec_prior
8422,pretentious,very_crit,incomplete,more,critical,inconv,problematic,priority,spec_prior
8423,pretentious,very_crit,incomplete,more,critical,inconv,problematic,not_recom,not_recom
8424,pretentious,very_crit,foster,1,convenient,convenient,nonprob,recommended,priority
8425,pretentious,very_crit,foster,1,convenient,convenient,nonprob,priority,spec_prior
8426,pretentious,very_crit,foster,1,convenient,convenient,nonprob,not_recom,not_recom
8427,pretentious,very_crit,foster,1,convenient,convenient,slightly_prob,recommended,priority
8428,pretentious,very_crit,foster,1,convenient,convenient,slightly_prob,priority,spec_prior
8429,pretentious,very_crit,foster,1,convenient,convenient,slightly_prob,not_recom,not_recom
8430,pretentious,very_crit,foster,1,convenient,convenient,problematic,recommended,spec_prior
8431,pretentious,very_crit,foster,1,convenient,convenient,problematic,priority,spec_prior
8432,pretentious,very_crit,foster,1,convenient,convenient,problematic,not_recom,not_recom
8433,pretentious,very_crit,foster,1,convenient,inconv,nonprob,recommended,spec_prior
8434,pretentious,very_crit,foster,1,convenient,inconv,nonprob,priority,spec_prior
8435,pretentious,very_crit,foster,1,convenient,inconv,nonprob,not_recom,not_recom
8436,pretentious,very_crit,foster,1,convenient,inconv,slightly_prob,recommended,spec_prior
8437,pretentious,very_crit,foster,1,convenient,inconv,slightly_prob,priority,spec_prior
8438,pretentious,very_crit,foster,1,convenient,inconv,slightly_prob,not_recom,not_recom
8439,pretentious,very_crit,foster,1,convenient,inconv,problematic,recommended,spec_prior
8440,pretentious,very_crit,foster,1,convenient,inconv,problematic,priority,spec_prior
8441,pretentious,very_crit,foster,1,convenient,inconv,problematic,not_recom,not_recom
8442,pretentious,very_crit,foster,1,less_conv,convenient,nonprob,recommended,spec_prior
8443,pretentious,very_crit,foster,1,less_conv,convenient,nonprob,priority,spec_prior
8444,pretentious,very_crit,foster,1,less_conv,convenient,nonprob,not_recom,not_recom
8445,pretentious,very_crit,foster,1,less_conv,convenient,slightly_prob,recommended,spec_prior
8446,pretentious,very_crit,foster,1,less_conv,convenient,slightly_prob,priority,spec_prior
8447,pretentious,very_crit,foster,1,less_conv,convenient,slightly_prob,not_recom,not_recom
8448,pretentious,very_crit,foster,1,less_conv,convenient,problematic,recommended,spec_prior
8449,pretentious,very_crit,foster,1,less_conv,convenient,problematic,priority,spec_prior
8450,pretentious,very_crit,foster,1,less_conv,convenient,problematic,not_recom,not_recom
8451,pretentious,very_crit,foster,1,less_conv,inconv,nonprob,recommended,spec_prior
8452,pretentious,very_crit,foster,1,less_conv,inconv,nonprob,priority,spec_prior
8453,pretentious,very_crit,foster,1,less_conv,inconv,nonprob,not_recom,not_recom
8454,pretentious,very_crit,foster,1,less_conv,inconv,slightly_prob,recommended,spec_prior
8455,pretentious,very_crit,foster,1,less_conv,inconv,slightly_prob,priority,spec_prior
8456,pretentious,very_crit,foster,1,less_conv,inconv,slightly_prob,not_recom,not_recom
8457,pretentious,very_crit,foster,1,less_conv,inconv,problematic,recommended,spec_prior
8458,pretentious,very_crit,foster,1,less_conv,inconv,problematic,priority,spec_prior
8459,pretentious,very_crit,foster,1,less_conv,inconv,problematic,not_recom,not_recom
8460,pretentious,very_crit,foster,1,critical,convenient,nonprob,recommended,spec_prior
8461,pretentious,very_crit,foster,1,critical,convenient,nonprob,priority,spec_prior
8462,pretentious,very_crit,foster,1,critical,convenient,nonprob,not_recom,not_recom
8463,pretentious,very_crit,foster,1,critical,convenient,slightly_prob,recommended,spec_prior
8464,pretentious,very_crit,foster,1,critical,convenient,slightly_prob,priority,spec_prior
8465,pretentious,very_crit,foster,1,critical,convenient,slightly_prob,not_recom,not_recom
8466,pretentious,very_crit,foster,1,critical,convenient,problematic,recommended,spec_prior
8467,pretentious,very_crit,foster,1,critical,convenient,problematic,priority,spec_prior
8468,pretentious,very_crit,foster,1,critical,convenient,problematic,not_recom,not_recom
8469,pretentious,very_crit,foster,1,critical,inconv,nonprob,recommended,spec_prior
8470,pretentious,very_crit,foster,1,critical,inconv,nonprob,priority,spec_prior
8471,pretentious,very_crit,foster,1,critical,inconv,nonprob,not_recom,not_recom
8472,pretentious,very_crit,foster,1,critical,inconv,slightly_prob,recommended,spec_prior
8473,pretentious,very_crit,foster,1,critical,inconv,slightly_prob,priority,spec_prior
8474,pretentious,very_crit,foster,1,critical,inconv,slightly_prob,not_recom,not_recom
8475,pretentious,very_crit,foster,1,critical,inconv,problematic,recommended,spec_prior
8476,pretentious,very_crit,foster,1,critical,inconv,problematic,priority,spec_prior
8477,pretentious,very_crit,foster,1,critical,inconv,problematic,not_recom,not_recom
8478,pretentious,very_crit,foster,2,convenient,convenient,nonprob,recommended,priority
8479,pretentious,very_crit,foster,2,convenient,convenient,nonprob,priority,spec_prior
8480,pretentious,very_crit,foster,2,convenient,convenient,nonprob,not_recom,not_recom
8481,pretentious,very_crit,foster,2,convenient,convenient,slightly_prob,recommended,priority
8482,pretentious,very_crit,foster,2,convenient,convenient,slightly_prob,priority,spec_prior
8483,pretentious,very_crit,foster,2,convenient,convenient,slightly_prob,not_recom,not_recom
8484,pretentious,very_crit,foster,2,convenient,convenient,problematic,recommended,spec_prior
8485,pretentious,very_crit,foster,2,convenient,convenient,problematic,priority,spec_prior
8486,pretentious,very_crit,foster,2,convenient,convenient,problematic,not_recom,not_recom
8487,pretentious,very_crit,foster,2,convenient,inconv,nonprob,recommended,spec_prior
8488,pretentious,very_crit,foster,2,convenient,inconv,nonprob,priority,spec_prior
8489,pretentious,very_crit,foster,2,convenient,inconv,nonprob,not_recom,not_recom
8490,pretentious,very_crit,foster,2,convenient,inconv,slightly_prob,recommended,spec_prior
8491,pretentious,very_crit,foster,2,convenient,inconv,slightly_prob,priority,spec_prior
8492,pretentious,very_crit,foster,2,convenient,inconv,slightly_prob,not_recom,not_recom
8493,pretentious,very_crit,foster,2,convenient,inconv,problematic,recommended,spec_prior
8494,pretentious,very_crit,foster,2,convenient,inconv,problematic,priority,spec_prior
8495,pretentious,very_crit,foster,2,convenient,inconv,problematic,not_recom,not_recom
8496,pretentious,very_crit,foster,2,less_conv,convenient,nonprob,recommended,spec_prior
8497,pretentious,very_crit,foster,2,less_conv,convenient,nonprob,priority,spec_prior
8498,pretentious,very_crit,foster,2,less_conv,convenient,nonprob,not_recom,not_recom
8499,pretentious,very_crit,foster,2,less_conv,convenient,slightly_prob,recommended,spec_prior
8500,pretentious,very_crit,foster,2,less_conv,convenient,slightly_prob,priority,spec_prior
8501,pretentious,very_crit,foster,2,less_conv,convenient,slightly_prob,not_recom,not_recom
8502,pretentious,very_crit,foster,2,less_conv,convenient,problematic,recommended,spec_prior
8503,pretentious,very_crit,foster,2,less_conv,convenient,problematic,priority,spec_prior
8504,pretentious,very_crit,foster,2,less_conv,convenient,problematic,not_recom,not_recom
8505,pretentious,very_crit,foster,2,less_conv,inconv,nonprob,recommended,spec_prior
8506,pretentious,very_crit,foster,2,less_conv,inconv,nonprob,priority,spec_prior
8507,pretentious,very_crit,foster,2,less_conv,inconv,nonprob,not_recom,not_recom
8508,pretentious,very_crit,foster,2,less_conv,inconv,slightly_prob,recommended,spec_prior
8509,pretentious,very_crit,foster,2,less_conv,inconv,slightly_prob,priority,spec_prior
8510,pretentious,very_crit,foster,2,less_conv,inconv,slightly_prob,not_recom,not_recom
8511,pretentious,very_crit,foster,2,less_conv,inconv,problematic,recommended,spec_prior
8512,pretentious,very_crit,foster,2,less_conv,inconv,problematic,priority,spec_prior
8513,pretentious,very_crit,foster,2,less_conv,inconv,problematic,not_recom,not_recom
8514,pretentious,very_crit,foster,2,critical,convenient,nonprob,recommended,spec_prior
8515,pretentious,very_crit,foster,2,critical,convenient,nonprob,priority,spec_prior
8516,pretentious,very_crit,foster,2,critical,convenient,nonprob,not_recom,not_recom
8517,pretentious,very_crit,foster,2,critical,convenient,slightly_prob,recommended,spec_prior
8518,pretentious,very_crit,foster,2,critical,convenient,slightly_prob,priority,spec_prior
8519,pretentious,very_crit,foster,2,critical,convenient,slightly_prob,not_recom,not_recom
8520,pretentious,very_crit,foster,2,critical,convenient,problematic,recommended,spec_prior
8521,pretentious,very_crit,foster,2,critical,convenient,problematic,priority,spec_prior
8522,pretentious,very_crit,foster,2,critical,convenient,problematic,not_recom,not_recom
8523,pretentious,very_crit,foster,2,critical,inconv,nonprob,recommended,spec_prior
8524,pretentious,very_crit,foster,2,critical,inconv,nonprob,priority,spec_prior
8525,pretentious,very_crit,foster,2,critical,inconv,nonprob,not_recom,not_recom
8526,pretentious,very_crit,foster,2,critical,inconv,slightly_prob,recommended,spec_prior
8527,pretentious,very_crit,foster,2,critical,inconv,slightly_prob,priority,spec_prior
8528,pretentious,very_crit,foster,2,critical,inconv,slightly_prob,not_recom,not_recom
8529,pretentious,very_crit,foster,2,critical,inconv,problematic,recommended,spec_prior
8530,pretentious,very_crit,foster,2,critical,inconv,problematic,priority,spec_prior
8531,pretentious,very_crit,foster,2,critical,inconv,problematic,not_recom,not_recom
8532,pretentious,very_crit,foster,3,convenient,convenient,nonprob,recommended,priority
8533,pretentious,very_crit,foster,3,convenient,convenient,nonprob,priority,spec_prior
8534,pretentious,very_crit,foster,3,convenient,convenient,nonprob,not_recom,not_recom
8535,pretentious,very_crit,foster,3,convenient,convenient,slightly_prob,recommended,priority
8536,pretentious,very_crit,foster,3,convenient,convenient,slightly_prob,priority,spec_prior
8537,pretentious,very_crit,foster,3,convenient,convenient,slightly_prob,not_recom,not_recom
8538,pretentious,very_crit,foster,3,convenient,convenient,problematic,recommended,spec_prior
8539,pretentious,very_crit,foster,3,convenient,convenient,problematic,priority,spec_prior
8540,pretentious,very_crit,foster,3,convenient,convenient,problematic,not_recom,not_recom
8541,pretentious,very_crit,foster,3,convenient,inconv,nonprob,recommended,spec_prior
8542,pretentious,very_crit,foster,3,convenient,inconv,nonprob,priority,spec_prior
8543,pretentious,very_crit,foster,3,convenient,inconv,nonprob,not_recom,not_recom
8544,pretentious,very_crit,foster,3,convenient,inconv,slightly_prob,recommended,spec_prior
8545,pretentious,very_crit,foster,3,convenient,inconv,slightly_prob,priority,spec_prior
8546,pretentious,very_crit,foster,3,convenient,inconv,slightly_prob,not_recom,not_recom
8547,pretentious,very_crit,foster,3,convenient,inconv,problematic,recommended,spec_prior
8548,pretentious,very_crit,foster,3,convenient,inconv,problematic,priority,spec_prior
8549,pretentious,very_crit,foster,3,convenient,inconv,problematic,not_recom,not_recom
8550,pretentious,very_crit,foster,3,less_conv,convenient,nonprob,recommended,spec_prior
8551,pretentious,very_crit,foster,3,less_conv,convenient,nonprob,priority,spec_prior
8552,pretentious,very_crit,foster,3,less_conv,convenient,nonprob,not_recom,not_recom
8553,pretentious,very_crit,foster,3,less_conv,convenient,slightly_prob,recommended,spec_prior
8554,pretentious,very_crit,foster,3,less_conv,convenient,slightly_prob,priority,spec_prior
8555,pretentious,very_crit,foster,3,less_conv,convenient,slightly_prob,not_recom,not_recom
8556,pretentious,very_crit,foster,3,less_conv,convenient,problematic,recommended,spec_prior
8557,pretentious,very_crit,foster,3,less_conv,convenient,problematic,priority,spec_prior
8558,pretentious,very_crit,foster,3,less_conv,convenient,problematic,not_recom,not_recom
8559,pretentious,very_crit,foster,3,less_conv,inconv,nonprob,recommended,spec_prior
8560,pretentious,very_crit,foster,3,less_conv,inconv,nonprob,priority,spec_prior
8561,pretentious,very_crit,foster,3,less_conv,inconv,nonprob,not_recom,not_recom
8562,pretentious,very_crit,foster,3,less_conv,inconv,slightly_prob,recommended,spec_prior
8563,pretentious,very_crit,foster,3,less_conv,inconv,slightly_prob,priority,spec_prior
8564,pretentious,very_crit,foster,3,less_conv,inconv,slightly_prob,not_recom,not_recom
8565,pretentious,very_crit,foster,3,less_conv,inconv,problematic,recommended,spec_prior
8566,pretentious,very_crit,foster,3,less_conv,inconv,problematic,priority,spec_prior
8567,pretentious,very_crit,foster,3,less_conv,inconv,problematic,not_recom,not_recom
8568,pretentious,very_crit,foster,3,critical,convenient,nonprob,recommended,spec_prior
8569,pretentious,very_crit,foster,3,critical,convenient,nonprob,priority,spec_prior
8570,pretentious,very_crit,foster,3,critical,convenient,nonprob,not_recom,not_recom
8571,pretentious,very_crit,foster,3,critical,convenient,slightly_prob,recommended,spec_prior
8572,pretentious,very_crit,foster,3,critical,convenient,slightly_prob,priority,spec_prior
8573,pretentious,very_crit,foster,3,critical,convenient,slightly_prob,not_recom,not_recom
8574,pretentious,very_crit,foster,3,critical,convenient,problematic,recommended,spec_prior
8575,pretentious,very_crit,foster,3,critical,convenient,problematic,priority,spec_prior
8576,pretentious,very_crit,foster,3,critical,convenient,problematic,not_recom,not_recom
8577,pretentious,very_crit,foster,3,critical,inconv,nonprob,recommended,spec_prior
8578,pretentious,very_crit,foster,3,critical,inconv,nonprob,priority,spec_prior
8579,pretentious,very_crit,foster,3,critical,inconv,nonprob,not_recom,not_recom
8580,pretentious,very_crit,foster,3,critical,inconv,slightly_prob,recommended,spec_prior
8581,pretentious,very_crit,foster,3,critical,inconv,slightly_prob,priority,spec_prior
8582,pretentious,very_crit,foster,3,critical,inconv,slightly_prob,not_recom,not_recom
8583,pretentious,very_crit,foster,3,critical,inconv,problematic,recommended,spec_prior
8584,pretentious,very_crit,foster,3,critical,inconv,problematic,priority,spec_prior
8585,pretentious,very_crit,foster,3,critical,inconv,problematic,not_recom,not_recom
8586,pretentious,very_crit,foster,more,convenient,convenient,nonprob,recommended,priority
8587,pretentious,very_crit,foster,more,convenient,convenient,nonprob,priority,spec_prior
8588,pretentious,very_crit,foster,more,convenient,convenient,nonprob,not_recom,not_recom
8589,pretentious,very_crit,foster,more,convenient,convenient,slightly_prob,recommended,priority
8590,pretentious,very_crit,foster,more,convenient,convenient,slightly_prob,priority,spec_prior
8591,pretentious,very_crit,foster,more,convenient,convenient,slightly_prob,not_recom,not_recom
8592,pretentious,very_crit,foster,more,convenient,convenient,problematic,recommended,spec_prior
8593,pretentious,very_crit,foster,more,convenient,convenient,problematic,priority,spec_prior
8594,pretentious,very_crit,foster,more,convenient,convenient,problematic,not_recom,not_recom
8595,pretentious,very_crit,foster,more,convenient,inconv,nonprob,recommended,spec_prior
8596,pretentious,very_crit,foster,more,convenient,inconv,nonprob,priority,spec_prior
8597,pretentious,very_crit,foster,more,convenient,inconv,nonprob,not_recom,not_recom
8598,pretentious,very_crit,foster,more,convenient,inconv,slightly_prob,recommended,spec_prior
8599,pretentious,very_crit,foster,more,convenient,inconv,slightly_prob,priority,spec_prior
8600,pretentious,very_crit,foster,more,convenient,inconv,slightly_prob,not_recom,not_recom
8601,pretentious,very_crit,foster,more,convenient,inconv,problematic,recommended,spec_prior
8602,pretentious,very_crit,foster,more,convenient,inconv,problematic,priority,spec_prior
8603,pretentious,very_crit,foster,more,convenient,inconv,problematic,not_recom,not_recom
8604,pretentious,very_crit,foster,more,less_conv,convenient,nonprob,recommended,spec_prior
8605,pretentious,very_crit,foster,more,less_conv,convenient,nonprob,priority,spec_prior
8606,pretentious,very_crit,foster,more,less_conv,convenient,nonprob,not_recom,not_recom
8607,pretentious,very_crit,foster,more,less_conv,convenient,slightly_prob,recommended,spec_prior
8608,pretentious,very_crit,foster,more,less_conv,convenient,slightly_prob,priority,spec_prior
8609,pretentious,very_crit,foster,more,less_conv,convenient,slightly_prob,not_recom,not_recom
8610,pretentious,very_crit,foster,more,less_conv,convenient,problematic,recommended,spec_prior
8611,pretentious,very_crit,foster,more,less_conv,convenient,problematic,priority,spec_prior
8612,pretentious,very_crit,foster,more,less_conv,convenient,problematic,not_recom,not_recom
8613,pretentious,very_crit,foster,more,less_conv,inconv,nonprob,recommended,spec_prior
8614,pretentious,very_crit,foster,more,less_conv,inconv,nonprob,priority,spec_prior
8615,pretentious,very_crit,foster,more,less_conv,inconv,nonprob,not_recom,not_recom
8616,pretentious,very_crit,foster,more,less_conv,inconv,slightly_prob,recommended,spec_prior
8617,pretentious,very_crit,foster,more,less_conv,inconv,slightly_prob,priority,spec_prior
8618,pretentious,very_crit,foster,more,less_conv,inconv,slightly_prob,not_recom,not_recom
8619,pretentious,very_crit,foster,more,less_conv,inconv,problematic,recommended,spec_prior
8620,pretentious,very_crit,foster,more,less_conv,inconv,problematic,priority,spec_prior
8621,pretentious,very_crit,foster,more,less_conv,inconv,problematic,not_recom,not_recom
8622,pretentious,very_crit,foster,more,critical,convenient,nonprob,recommended,spec_prior
8623,pretentious,very_crit,foster,more,critical,convenient,nonprob,priority,spec_prior
8624,pretentious,very_crit,foster,more,critical,convenient,nonprob,not_recom,not_recom
8625,pretentious,very_crit,foster,more,critical,convenient,slightly_prob,recommended,spec_prior
8626,pretentious,very_crit,foster,more,critical,convenient,slightly_prob,priority,spec_prior
8627,pretentious,very_crit,foster,more,critical,convenient,slightly_prob,not_recom,not_recom
8628,pretentious,very_crit,foster,more,critical,convenient,problematic,recommended,spec_prior
8629,pretentious,very_crit,foster,more,critical,convenient,problematic,priority,spec_prior
8630,pretentious,very_crit,foster,more,critical,convenient,problematic,not_recom,not_recom
8631,pretentious,very_crit,foster,more,critical,inconv,nonprob,recommended,spec_prior
8632,pretentious,very_crit,foster,more,critical,inconv,nonprob,priority,spec_prior
8633,pretentious,very_crit,foster,more,critical,inconv,nonprob,not_recom,not_recom
8634,pretentious,very_crit,foster,more,critical,inconv,slightly_prob,recommended,spec_prior
8635,pretentious,very_crit,foster,more,critical,inconv,slightly_prob,priority,spec_prior
8636,pretentious,very_crit,foster,more,critical,inconv,slightly_prob,not_recom,not_recom
8637,pretentious,very_crit,foster,more,critical,inconv,problematic,recommended,spec_prior
8638,pretentious,very_crit,foster,more,critical,inconv,problematic,priority,spec_prior
8639,pretentious,very_crit,foster,more,critical,inconv,problematic,not_recom,not_recom
8640,great_pret,proper,complete,1,convenient,convenient,nonprob,recommended,priority
8641,great_pret,proper,complete,1,convenient,convenient,nonprob,priority,priority
8642,great_pret,proper,complete,1,convenient,convenient,nonprob,not_recom,not_recom
8643,great_pret,proper,complete,1,convenient,convenient,slightly_prob,recommended,priority
8644,great_pret,proper,complete,1,convenient,convenient,slightly_prob,priority,priority
8645,great_pret,proper,complete,1,convenient,convenient,slightly_prob,not_recom,not_recom
8646,great_pret,proper,complete,1,convenient,convenient,problematic,recommended,priority
8647,great_pret,proper,complete,1,convenient,convenient,problematic,priority,priority
8648,great_pret,proper,complete,1,convenient,convenient,problematic,not_recom,not_recom
8649,great_pret,proper,complete,1,convenient,inconv,nonprob,recommended,priority
8650,great_pret,proper,complete,1,convenient,inconv,nonprob,priority,priority
8651,great_pret,proper,complete,1,convenient,inconv,nonprob,not_recom,not_recom
8652,great_pret,proper,complete,1,convenient,inconv,slightly_prob,recommended,priority
8653,great_pret,proper,complete,1,convenient,inconv,slightly_prob,priority,priority
8654,great_pret,proper,complete,1,convenient,inconv,slightly_prob,not_recom,not_recom
8655,great_pret,proper,complete,1,convenient,inconv,problematic,recommended,priority
8656,great_pret,proper,complete,1,convenient,inconv,problematic,priority,priority
8657,great_pret,proper,complete,1,convenient,inconv,problematic,not_recom,not_recom
8658,great_pret,proper,complete,1,less_conv,convenient,nonprob,recommended,priority
8659,great_pret,proper,complete,1,less_conv,convenient,nonprob,priority,priority
8660,great_pret,proper,complete,1,less_conv,convenient,nonprob,not_recom,not_recom
8661,great_pret,proper,complete,1,less_conv,convenient,slightly_prob,recommended,priority
8662,great_pret,proper,complete,1,less_conv,convenient,slightly_prob,priority,priority
8663,great_pret,proper,complete,1,less_conv,convenient,slightly_prob,not_recom,not_recom
8664,great_pret,proper,complete,1,less_conv,convenient,problematic,recommended,priority
8665,great_pret,proper,complete,1,less_conv,convenient,problematic,priority,priority
8666,great_pret,proper,complete,1,less_conv,convenient,problematic,not_recom,not_recom
8667,great_pret,proper,complete,1,less_conv,inconv,nonprob,recommended,priority
8668,great_pret,proper,complete,1,less_conv,inconv,nonprob,priority,priority
8669,great_pret,proper,complete,1,less_conv,inconv,nonprob,not_recom,not_recom
8670,great_pret,proper,complete,1,less_conv,inconv,slightly_prob,recommended,priority
8671,great_pret,proper,complete,1,less_conv,inconv,slightly_prob,priority,priority
8672,great_pret,proper,complete,1,less_conv,inconv,slightly_prob,not_recom,not_recom
8673,great_pret,proper,complete,1,less_conv,inconv,problematic,recommended,priority
8674,great_pret,proper,complete,1,less_conv,inconv,problematic,priority,priority
8675,great_pret,proper,complete,1,less_conv,inconv,problematic,not_recom,not_recom
8676,great_pret,proper,complete,1,critical,convenient,nonprob,recommended,priority
8677,great_pret,proper,complete,1,critical,convenient,nonprob,priority,priority
8678,great_pret,proper,complete,1,critical,convenient,nonprob,not_recom,not_recom
8679,great_pret,proper,complete,1,critical,convenient,slightly_prob,recommended,priority
8680,great_pret,proper,complete,1,critical,convenient,slightly_prob,priority,priority
8681,great_pret,proper,complete,1,critical,convenient,slightly_prob,not_recom,not_recom
8682,great_pret,proper,complete,1,critical,convenient,problematic,recommended,priority
8683,great_pret,proper,complete,1,critical,convenient,problematic,priority,priority
8684,great_pret,proper,complete,1,critical,convenient,problematic,not_recom,not_recom
8685,great_pret,proper,complete,1,critical,inconv,nonprob,recommended,priority
8686,great_pret,proper,complete,1,critical,inconv,nonprob,priority,priority
8687,great_pret,proper,complete,1,critical,inconv,nonprob,not_recom,not_recom
8688,great_pret,proper,complete,1,critical,inconv,slightly_prob,recommended,priority
8689,great_pret,proper,complete,1,critical,inconv,slightly_prob,priority,priority
8690,great_pret,proper,complete,1,critical,inconv,slightly_prob,not_recom,not_recom
8691,great_pret,proper,complete,1,critical,inconv,problematic,recommended,priority
8692,great_pret,proper,complete,1,critical,inconv,problematic,priority,priority
8693,great_pret,proper,complete,1,critical,inconv,problematic,not_recom,not_recom
8694,great_pret,proper,complete,2,convenient,convenient,nonprob,recommended,priority
8695,great_pret,proper,complete,2,convenient,convenient,nonprob,priority,priority
8696,great_pret,proper,complete,2,convenient,convenient,nonprob,not_recom,not_recom
8697,great_pret,proper,complete,2,convenient,convenient,slightly_prob,recommended,priority
8698,great_pret,proper,complete,2,convenient,convenient,slightly_prob,priority,priority
8699,great_pret,proper,complete,2,convenient,convenient,slightly_prob,not_recom,not_recom
8700,great_pret,proper,complete,2,convenient,convenient,problematic,recommended,priority
8701,great_pret,proper,complete,2,convenient,convenient,problematic,priority,priority
8702,great_pret,proper,complete,2,convenient,convenient,problematic,not_recom,not_recom
8703,great_pret,proper,complete,2,convenient,inconv,nonprob,recommended,priority
8704,great_pret,proper,complete,2,convenient,inconv,nonprob,priority,priority
8705,great_pret,proper,complete,2,convenient,inconv,nonprob,not_recom,not_recom
8706,great_pret,proper,complete,2,convenient,inconv,slightly_prob,recommended,priority
8707,great_pret,proper,complete,2,convenient,inconv,slightly_prob,priority,priority
8708,great_pret,proper,complete,2,convenient,inconv,slightly_prob,not_recom,not_recom
8709,great_pret,proper,complete,2,convenient,inconv,problematic,recommended,priority
8710,great_pret,proper,complete,2,convenient,inconv,problematic,priority,priority
8711,great_pret,proper,complete,2,convenient,inconv,problematic,not_recom,not_recom
8712,great_pret,proper,complete,2,less_conv,convenient,nonprob,recommended,priority
8713,great_pret,proper,complete,2,less_conv,convenient,nonprob,priority,priority
8714,great_pret,proper,complete,2,less_conv,convenient,nonprob,not_recom,not_recom
8715,great_pret,proper,complete,2,less_conv,convenient,slightly_prob,recommended,priority
8716,great_pret,proper,complete,2,less_conv,convenient,slightly_prob,priority,priority
8717,great_pret,proper,complete,2,less_conv,convenient,slightly_prob,not_recom,not_recom
8718,great_pret,proper,complete,2,less_conv,convenient,problematic,recommended,priority
8719,great_pret,proper,complete,2,less_conv,convenient,problematic,priority,priority
8720,great_pret,proper,complete,2,less_conv,convenient,problematic,not_recom,not_recom
8721,great_pret,proper,complete,2,less_conv,inconv,nonprob,recommended,priority
8722,great_pret,proper,complete,2,less_conv,inconv,nonprob,priority,priority
8723,great_pret,proper,complete,2,less_conv,inconv,nonprob,not_recom,not_recom
8724,great_pret,proper,complete,2,less_conv,inconv,slightly_prob,recommended,priority
8725,great_pret,proper,complete,2,less_conv,inconv,slightly_prob,priority,priority
