,Choral ID,Event number,Pitch classes,Pitch classes,Pitch classes,Pitch classes,Pitch classes,Pitch classes,Pitch classes,Pitch classes,Pitch classes,Pitch classes,Pitch classes,Pitch classes,Bass,Meter,Chord label
2377,003306b_,34,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3, A_m
2378,003306b_,35, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES,D,2, A_m
2379,003306b_,36,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,5, D_m7
2380,003306b_,37,YES, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO, NO,E,2, D_m7
2381,003306b_,38, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,3, E_M
2382,003306b_,39,YES, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,2, E_M
2383,003306b_,40, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,A,1, E_M
2384,003306b_,41,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,4, A_m
2385,003306b_,42,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3, A_m
2386,003306b_,43,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES,E,2, C_M
2387,003306b_,44,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,5, C_M
2388,003306b_,45, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,2, C_M
2389,003306b_,46,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3, F_M
2390,003306b_,47, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES,F,2, F_M
2391,003306b_,48,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,4, C_M
2392,003306b_,49, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO, NO,D,2, C_M
2393,003306b_,50,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3, C_M
2394,003306b_,51,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,C,2, C_M
2395,003306b_,52, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,5, G_M
2396,003306b_,53, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,G,2, G_M
2397,003306b_,54,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO,A,3, A_m
2398,003306b_,55,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,A,2, A_m
2399,003306b_,56,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,G,4, C_M
2400,003306b_,57, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3, G_M
2401,003306b_,58,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5, C_M
2402,003306b_,59,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3, C_M
2403,003306b_,60, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,5, G_M
2404,003306b_,61, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES,G,2, G_M
2405,003306b_,62,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES,A,3, A_m
2406,003306b_,63,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,2, A_m
2407,003306b_,64, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,4, E_m
2408,003306b_,65, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,2, E_m
2409,003306b_,66, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,3, E_m
2410,003306b_,67, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,D,2, E_m
2411,003306b_,68,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,C,5, A_m
2412,003306b_,69,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,C,2, A_m
2413,003306b_,70, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES,B,3, G#d
2414,003306b_,71,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,2, G#d
2415,003306b_,72, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,YES,G#,4, G#d7
2416,003306b_,73, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,2, G#d7
2417,003306b_,74,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3, A_m
2418,003306b_,75, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES,A,2, A_m
2419,003306b_,76,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,5, D_m7
2420,003306b_,77,YES, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO, NO,D,2, D_m7
2421,003306b_,78, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,3, E_M
2422,003306b_,79,YES, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,2, E_M
2423,003306b_,80, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,1, E_M
2424,003306b_,81,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,4, A_m
2425,003306b_,82,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3, A_m
2426,003306b_,83,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,5, D_m7
2427,003306b_,84,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,2, D_m7
2428,003306b_,85, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES,F,3, D_m
2429,003306b_,86, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,2, D_m
2430,003306b_,87, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,4, E_M
2431,003306b_,88, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,2, E_M
2432,003306b_,89,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3, A_m
2433,003306b_,90,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,G,2, A_m
2434,003306b_,91, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,5, D_m
2435,003306b_,92, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,2, D_m
2436,003306b_,93, NO, NO,YES, NO,YES, NO, NO,YES, NO,YES, NO, NO,D,3, A_M7
2437,003306b_,94, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,C#,2, A_M7
2438,003306b_,95, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,4, D_m
2439,003306b_,96, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,3, E_M
2440,003306b_,97,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,5, F_M
2441,003306b_,98,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,2, F_M
2442,003306b_,99, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES,B,3, G_M
2443,003306b_,100, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,2, G_M
2444,003306b_,101,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4, C_M
2445,003306b_,102,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,D,2, C_M
2446,003306b_,103,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,3, C_M
2447,003306b_,104,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,5, D_M7
2448,003306b_,105, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,3, E_M
2449,003306b_,106,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A#,4, A_m
2450,003306b_,107,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,3, A_m
2451,003306b_,108,YES, NO, NO, NO,YES, NO,YES,YES, NO, NO, NO, NO,F#,2, A_m
2452,003306b_,109, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,5, G_M
2453,003306b_,110, NO, NO,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES,G,2, G_M
2454,003306b_,111, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,C#,3, A_M
2455,003306b_,112, NO, NO, NO,YES,YES, NO, NO, NO, NO,YES, NO, NO,D#,2, A_M
2456,003306b_,113, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,4, E_m
2457,003306b_,114, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,2, E_m
2458,003306b_,115, NO,YES, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,3, A_M
2459,003306b_,116, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,2, A_M
2460,003306b_,117, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,5, D_m
2461,003306b_,118, NO,YES, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO,F,2, D_m
2462,003306b_,119, NO, NO,YES, NO,YES,YES, NO, NO, NO,YES, NO, NO,E,3, D_m
2463,003306b_,120, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,2, D_m
2464,003306b_,121, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,4, A_M
2465,003306b_,122,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3, F_M
2466,003306b_,123, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES,F,5, G_M7
2467,003306b_,124, NO, NO,YES, NO, NO,YES, NO,YES, NO,YES, NO, NO,F,2, G_M7
2468,003306b_,125,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,3, C_M
2469,003306b_,126,YES, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO, NO,D,2, C_M
2470,003306b_,127,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,4, C_M
2471,003306b_,128,YES, NO, NO, NO,YES,YES, NO,YES, NO, NO, NO, NO,F,2, C_M
2472,003306b_,129, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3, G_M
2473,003306b_,130,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5, C_M
2474,003306b_,131,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3, C_M
2475,003306b_,132,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,C,4, D_M
2476,003306b_,133, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,2, D_M
2477,003306b_,134,YES, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES,C,3, E_M
2478,003306b_,135, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES,B,2, E_M
2479,003306b_,136,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5, A_m
2480,003306b_,137, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES,B,2, A_m
2481,003306b_,138,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3, A_m
2482,003306b_,139, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,G,2, A_m
2483,003306b_,140, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,4, F_M6
2484,003306b_,141, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES,F,2, F_M6
2485,003306b_,142,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3, C_M
2486,003306b_,143,YES, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,2, C_M
2487,003306b_,144,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,1, C_M
2488,003306b_,145, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES,D,5, D_m6
2489,003306b_,146, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,3, E_M
2490,003306b_,147, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,2, E_M
2491,003306b_,148, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,4, A_M
2492,003608b2,1, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,5, B_m
2493,003608b2,2, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES,A,2, B_m
2494,003608b2,3, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,G,3, E_m6
2495,003608b2,4, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,G,2, E_m6
2496,003608b2,5, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,4, F#m
2497,003608b2,6, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO,E,2, F#m
2498,003608b2,7, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,D,3, B_m
2499,003608b2,8, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,2, B_m
2500,003608b2,9, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES,B,1, B_m
2501,003608b2,10, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,5, E_m6
2502,003608b2,11, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,D,2, E_m6
2503,003608b2,12, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES,E,3, F#M7
2504,003608b2,13, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO,F#,2, F#M7
2505,003608b2,14, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,4, B_m
2506,003608b2,15, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,5, B_m
2507,003608b2,16, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,2, B_m
2508,003608b2,17, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,3, B_m
2509,003608b2,18, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES,B,2, B_m
2510,003608b2,19, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,4, A_M7
2511,003608b2,20, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,G,2, A_M7
2512,003608b2,21, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,3, D_M
2513,003608b2,22, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,F#,2, D_M
2514,003608b2,23, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,5, C#d
2515,003608b2,24, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,3, D_M
2516,003608b2,25, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,D,2, D_M
2517,003608b2,26,YES, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO,D,1, D_M
2518,003608b2,27, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4, G_M
2519,003608b2,28, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,5, D_M
2520,003608b2,29, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,2, D_M
2521,003608b2,30, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO,D,3, A_M
2522,003608b2,31, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,C#,2, A_M
2523,003608b2,32, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,4, D_M
2524,003608b2,33, NO,YES,YES, NO,YES, NO, NO, NO, NO, NO,YES, NO,D,2, D_M
2525,003608b2,34, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3, G_M
2526,003608b2,35, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,F#,2, G_M
2527,003608b2,36, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,5, E_m
2528,003608b2,37, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,2, E_m
2529,003608b2,38, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO,F#,3, F#M
2530,003608b2,39, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO,F#,2, F#M
2531,003608b2,40, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,4, B_m
2532,003608b2,41, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,5, B_m
2533,003608b2,42, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES,A,2, B_m
2534,003608b2,43, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES,G#,3, C#M
2535,003608b2,44, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES,G#,2, C#M
2536,003608b2,45, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,4, F#m
2537,003608b2,46, NO,YES, NO, NO,YES, NO, NO, NO,YES,YES, NO, NO,E,2, F#m
2538,003608b2,47, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,3, B_m
2539,003608b2,48, NO, NO,YES, NO, NO, NO,YES, NO,YES, NO, NO,YES,G#,2, B_m
2540,003608b2,49, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO,A#,5, F#M
2541,003608b2,50, NO, NO,YES, NO, NO, NO, NO, NO, NO, NO, NO,YES,B,2, F#M
2542,003608b2,51, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES,F#,3, F#M4
2543,003608b2,52, NO,YES,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,F#,1, F#M4
2544,003608b2,53, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO,F#,2, F#M
2545,003608b2,54, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES,B,4, B_M
2546,003806b_,1, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,D,5, E_M7
2547,003806b_,2,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,C,4, A_m
2548,003806b_,3, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES,B,3, G#d
2549,003806b_,4,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5, A_m
2550,003806b_,5, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,3, G_M
2551,003806b_,6, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES,B,2, G_M
2552,003806b_,7,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4, C_M
2553,003806b_,8, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,B,2, C_M
2554,003806b_,9,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,A,3, A_m6
2555,003806b_,10, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,5, E_M
2556,003806b_,11, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,4, E_M
2557,003806b_,12,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5, A_m
2558,003806b_,13, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES,G,3, G_M7
2559,003806b_,14, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES,F,2, G_M7
2560,003806b_,15,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,4, C_M
2561,003806b_,16,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,2, C_M
2562,003806b_,17,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3, F_M
2563,003806b_,18,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5, C_M
2564,003806b_,19,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,C,2, C_M
2565,003806b_,20, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,3, D_m
2566,003806b_,21,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,2, D_m
2567,003806b_,22, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,4, E_M
2568,003806b_,23, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,D,5, E_M7
2569,003806b_,24,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,C,4, A_m
2570,003806b_,25, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES,B,3, G#d
2571,003806b_,26,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5, A_m
2572,003806b_,27, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,3, G_M
2573,003806b_,28, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES,B,2, G_M
2574,003806b_,29,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4, C_M
2575,003806b_,30, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,B,2, C_M
2576,003806b_,31,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,A,3, A_m6
2577,003806b_,32, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,5, E_M
2578,003806b_,33, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,4, E_M
2579,003806b_,34,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5, A_m
2580,003806b_,35, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES,G,3, G_M7
2581,003806b_,36, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES,F,2, G_M7
2582,003806b_,37,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,4, C_M
2583,003806b_,38,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,2, C_M
2584,003806b_,39,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3, F_M
2585,003806b_,40,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5, C_M
2586,003806b_,41,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,C,2, C_M
2587,003806b_,42, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,3, D_m
2588,003806b_,43,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,2, D_m
2589,003806b_,44, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,4, E_M
2590,003806b_,45,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,C,5, A_m
2591,003806b_,46, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,4, G_M
2592,003806b_,47,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3, A_m
2593,003806b_,48,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,A,2, A_m
2594,003806b_,49, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,5, G_M
2595,003806b_,50, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3, D_m
2596,003806b_,51, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,2, D_m
2597,003806b_,52, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES,D,4, D_m
2598,003806b_,53,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,D,2, D_m
2599,003806b_,54, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,3, E_M
2600,003806b_,55,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5, A_m
2601,003806b_,56,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,4, A_m
2602,003806b_,57, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,5, E_m
2603,003806b_,58,YES, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO,D,3, C_M
2604,003806b_,59,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,2, C_M
2605,003806b_,60, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,4, G_M
2606,003806b_,61, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES,B,2, G_M
2607,003806b_,62,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3, C_M
2608,003806b_,63, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,D,5, G_M
2609,003806b_,64, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,D,2, G_M
2610,003806b_,65,YES, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO,D,3, D_M7
2611,003806b_,66,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,2, D_M7
2612,003806b_,67, NO, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4, G_M
2613,003806b_,68,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,5, C_M
2614,003806b_,69,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,4, A_M
2615,003806b_,70, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,3, E_M
2616,003806b_,71, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,2, E_M
2617,003806b_,72,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,5, F_M
2618,003806b_,73,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3, C_M
2619,003806b_,74, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO,Bb,4, G_m
2620,003806b_,75, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,3, D_m
2621,003806b_,76, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,5, E_M7
2622,003806b_,77,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3, A_m
2623,003806b_,78, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,4, E_M
2624,003907b_,1, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,Bb,5, BbM
2625,003907b_,2,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,3, F_M
2626,003907b_,3, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,Bb,4, BbM
2627,003907b_,4,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3, F_M
2628,003907b_,5, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO,G,5, G_m7
2629,003907b_,6, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,G,2, G_m7
2630,003907b_,7,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,3, F_M
2631,003907b_,8,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,YES, NO,Bb,2, F_M
