age,job,marital,education,default,balance,housing-loan,personal-loan,current-campaign,previous-campaign,subscribed
44,unknown,married,secondary,no,2319,no,no,3,0,no
35,services,single,secondary,no,35,yes,no,1,0,no
30,management,married,tertiary,no,877,no,no,1,5,no
43,blue-collar,single,primary,no,30,yes,no,17,0,no
51,entrepreneur,married,secondary,yes,-2082,no,yes,6,0,no
60,retired,married,secondary,no,89,no,no,2,0,no
43,self-employed,married,secondary,no,104,no,no,1,0,no
31,management,married,tertiary,no,1750,yes,no,3,0,no
56,management,married,primary,no,772,yes,no,1,0,no
42,technician,married,secondary,no,1048,yes,no,2,0,no
52,entrepreneur,married,primary,no,592,no,no,2,0,no
40,technician,married,secondary,no,0,yes,yes,2,1,no
36,services,married,secondary,no,3064,yes,no,4,0,no
40,services,married,primary,no,33,no,no,3,0,no
46,blue-collar,married,secondary,no,0,yes,no,2,0,no
32,admin.,single,secondary,no,1649,no,no,2,0,no
31,housemaid,single,tertiary,no,287,yes,no,1,0,no
41,technician,divorced,secondary,no,0,yes,no,2,0,no
58,housemaid,married,primary,no,419,no,yes,3,0,no
36,services,married,secondary,no,257,yes,no,2,0,no
52,technician,married,secondary,no,118,no,no,20,0,no
42,management,married,tertiary,no,251,no,no,2,0,no
32,management,single,tertiary,no,1731,yes,yes,3,0,no
62,management,married,tertiary,no,0,no,no,3,0,no
31,technician,single,tertiary,no,23,no,no,3,0,no
41,blue-collar,single,secondary,yes,-386,no,yes,1,0,yes
34,self-employed,married,tertiary,no,5498,no,no,1,0,no
44,management,single,tertiary,no,5063,no,no,2,0,yes
42,blue-collar,married,primary,no,7041,yes,no,4,0,no
37,entrepreneur,single,secondary,no,654,no,no,2,0,no
47,management,married,tertiary,no,1890,no,no,1,0,no
32,unemployed,married,secondary,no,2400,yes,yes,3,0,no
46,blue-collar,married,secondary,no,519,yes,no,6,0,no
39,technician,single,tertiary,no,1190,no,no,1,0,no
28,services,single,secondary,no,229,yes,no,1,0,no
26,student,single,secondary,no,203,no,no,1,1,no
52,technician,married,secondary,no,1818,no,yes,2,4,no
42,unemployed,married,secondary,no,1289,no,no,4,2,yes
33,technician,divorced,tertiary,no,39,no,no,5,0,no
73,retired,married,primary,no,796,no,no,1,2,yes
35,admin.,single,secondary,no,57,no,yes,2,0,no
40,management,married,tertiary,no,1548,yes,no,3,0,no
51,technician,married,secondary,no,117,no,no,2,4,yes
37,admin.,single,secondary,no,0,yes,no,2,0,no
39,management,married,tertiary,no,691,yes,yes,1,1,no
28,blue-collar,married,secondary,no,64,yes,no,3,0,no
49,technician,divorced,tertiary,no,0,yes,no,3,0,no
36,admin.,married,secondary,no,957,yes,no,1,0,no
45,technician,married,secondary,no,118,yes,no,2,0,no
29,technician,single,tertiary,no,218,yes,no,1,0,no
35,management,married,secondary,no,724,yes,no,2,1,yes
35,housemaid,married,tertiary,no,20,yes,yes,3,0,no
30,blue-collar,married,secondary,no,-28,yes,no,2,1,no
46,blue-collar,married,primary,no,665,no,no,4,2,no
25,student,single,tertiary,no,5,no,no,1,0,no
36,management,married,tertiary,no,925,no,no,3,4,yes
42,blue-collar,married,primary,no,2519,yes,no,4,0,no
57,admin.,married,secondary,no,3927,no,no,1,0,no
42,management,divorced,tertiary,no,401,yes,no,9,0,no
29,management,married,tertiary,no,581,yes,yes,2,0,no
36,technician,married,tertiary,no,1327,no,no,2,0,no
31,unemployed,married,secondary,no,3242,no,no,2,0,no
59,technician,married,primary,no,3163,yes,no,2,0,no
50,unemployed,divorced,secondary,no,32,no,no,2,0,no
47,admin.,married,secondary,no,310,yes,yes,6,0,no
46,housemaid,married,primary,no,0,no,no,1,0,no
26,blue-collar,single,primary,no,155,yes,no,1,4,no
31,services,single,secondary,no,11386,yes,no,1,0,no
30,services,married,tertiary,no,1380,yes,no,2,0,no
47,blue-collar,single,unknown,no,2443,no,no,1,0,no
23,technician,single,tertiary,no,1129,yes,no,1,0,yes
44,unemployed,single,primary,no,4232,no,no,1,0,no
42,self-employed,married,secondary,no,5564,no,no,2,0,no
32,services,single,secondary,no,-402,yes,no,1,0,no
28,admin.,single,secondary,no,1323,yes,no,1,0,no
57,retired,married,primary,no,1623,yes,yes,1,0,no
38,technician,married,tertiary,no,1042,yes,no,2,0,no
22,student,single,secondary,no,2488,no,no,2,10,yes
54,admin.,married,secondary,no,865,yes,no,1,0,no
32,technician,married,tertiary,no,-1053,yes,no,3,0,no
32,management,married,tertiary,no,1667,yes,no,2,3,no
59,admin.,divorced,secondary,no,975,yes,no,4,0,no
45,technician,married,secondary,no,2571,no,no,2,0,no
53,unknown,married,primary,no,732,no,no,2,0,yes
50,admin.,divorced,secondary,no,769,no,no,2,4,no
34,technician,married,secondary,no,-136,yes,yes,2,0,no
35,admin.,divorced,secondary,no,3636,no,yes,2,0,yes
30,management,married,tertiary,no,931,no,no,1,0,no
62,housemaid,married,secondary,no,565,no,no,3,0,no
40,blue-collar,married,secondary,no,271,yes,no,2,0,no
26,self-employed,single,tertiary,no,1153,no,no,3,0,no
34,management,married,tertiary,no,-73,yes,no,1,0,no
50,unknown,married,unknown,no,558,no,no,1,6,yes
31,unknown,divorced,tertiary,no,137,no,no,9,0,no
35,technician,married,secondary,no,700,yes,no,2,0,no
55,retired,married,primary,no,-966,no,yes,1,0,no
34,admin.,married,secondary,no,96,no,no,2,0,no
58,retired,married,primary,no,4007,no,no,4,0,no
50,management,single,tertiary,no,567,yes,no,8,0,no
31,technician,single,secondary,no,40,no,no,2,0,no
47,admin.,divorced,secondary,no,136,no,yes,1,0,no
38,self-employed,single,tertiary,no,917,yes,no,1,0,no
46,management,single,tertiary,no,593,yes,no,3,0,no
42,blue-collar,married,primary,no,505,yes,no,2,0,no
34,blue-collar,married,secondary,no,2542,yes,no,1,0,no
37,management,married,tertiary,no,5355,no,no,4,0,yes
38,student,single,tertiary,no,807,no,no,2,0,no
59,retired,married,secondary,no,9976,yes,no,2,0,no
32,admin.,married,secondary,no,0,no,no,3,0,no
55,management,married,tertiary,no,540,no,no,2,0,no
35,blue-collar,married,secondary,no,280,yes,yes,50,0,no
56,management,divorced,tertiary,no,-59,no,yes,6,0,no
27,admin.,married,secondary,yes,-517,yes,no,3,0,no
42,unemployed,single,secondary,no,2613,yes,no,6,0,no
42,student,married,unknown,no,-7,no,no,6,0,no
41,blue-collar,married,primary,no,0,yes,no,3,0,no
53,retired,divorced,secondary,yes,-200,no,yes,1,0,no
67,retired,married,primary,no,2301,no,no,1,0,no
53,housemaid,married,primary,no,104,no,yes,1,0,yes
33,blue-collar,married,primary,no,191,yes,no,2,0,no
31,technician,single,unknown,no,694,yes,no,2,0,no
31,admin.,married,secondary,no,212,yes,no,3,0,no
30,management,married,tertiary,no,1882,yes,no,5,0,no
48,blue-collar,married,unknown,no,131,yes,no,1,0,no
30,technician,single,secondary,no,175,no,no,4,0,no
43,technician,single,tertiary,yes,0,no,no,4,0,no
38,management,divorced,tertiary,no,4425,yes,no,1,0,no
46,unemployed,married,secondary,no,3533,yes,no,2,0,no
59,blue-collar,divorced,secondary,no,3573,no,no,1,0,no
44,management,divorced,tertiary,no,476,yes,yes,2,0,no
35,blue-collar,married,secondary,no,1257,yes,no,3,7,no
55,blue-collar,married,unknown,no,23,no,no,1,3,no
39,management,single,tertiary,no,0,yes,no,2,0,no
36,services,single,secondary,no,398,yes,yes,2,0,no
33,blue-collar,married,secondary,no,745,yes,no,4,0,no
48,management,single,tertiary,no,8106,no,no,1,3,no
33,management,single,tertiary,no,0,no,no,4,0,no
67,retired,married,unknown,no,696,no,no,2,0,no
48,unemployed,divorced,secondary,no,1266,yes,no,1,0,no
57,management,married,tertiary,no,2416,no,no,2,0,no
31,housemaid,married,primary,no,25,no,no,5,0,no
30,student,single,tertiary,no,7513,no,no,2,0,no
56,entrepreneur,divorced,primary,no,29,no,no,2,1,no
26,blue-collar,married,primary,no,5116,yes,no,3,0,no
44,management,married,secondary,no,-1746,yes,no,1,0,no
44,technician,divorced,secondary,no,14,no,no,1,1,yes
31,management,married,tertiary,no,4148,yes,no,3,9,yes
47,self-employed,married,unknown,no,14,yes,no,1,0,no
30,admin.,single,secondary,no,105,yes,no,1,0,no
37,management,married,tertiary,no,767,no,yes,1,0,no
56,admin.,divorced,primary,no,0,no,yes,1,0,no
43,management,single,secondary,no,-228,yes,yes,2,0,no
42,services,married,secondary,no,508,yes,no,1,0,no
60,management,married,secondary,no,725,yes,no,1,0,no
34,blue-collar,married,unknown,no,41,yes,no,9,0,no
34,management,single,tertiary,no,184,no,no,4,0,no
41,management,married,tertiary,no,251,no,yes,3,0,no
38,management,divorced,secondary,no,-17,no,no,4,0,no
23,services,married,secondary,no,-19,yes,no,10,0,no
33,management,married,tertiary,no,1064,yes,no,1,0,yes
36,blue-collar,married,secondary,no,777,yes,no,3,0,no
49,unemployed,married,tertiary,no,377,no,no,1,2,no
34,admin.,divorced,secondary,no,479,yes,no,1,5,yes
40,technician,divorced,secondary,no,-375,yes,no,5,0,no
72,retired,married,primary,no,796,no,no,2,0,no
43,technician,married,secondary,no,17,yes,no,4,0,no
44,blue-collar,married,secondary,no,1071,yes,no,3,1,no
35,admin.,married,secondary,no,0,yes,no,5,0,no
46,admin.,divorced,secondary,no,7378,no,no,1,0,no
55,admin.,married,secondary,no,865,yes,no,1,1,no
50,technician,divorced,secondary,no,-701,yes,yes,1,0,no
23,blue-collar,single,unknown,no,817,yes,no,1,0,no
34,student,married,unknown,no,1387,no,no,1,0,no
40,blue-collar,married,secondary,no,0,yes,yes,3,0,no
61,retired,married,secondary,no,2917,no,no,1,0,yes
53,technician,married,secondary,no,4541,yes,no,6,0,no
57,technician,married,secondary,no,0,no,no,1,0,no
28,blue-collar,married,secondary,no,4287,no,no,1,0,no
25,admin.,married,secondary,no,242,yes,no,12,0,no
38,blue-collar,married,secondary,no,171,yes,yes,1,0,no
27,services,single,secondary,no,259,yes,no,10,0,no
45,blue-collar,married,secondary,no,827,yes,no,5,0,no
31,services,single,secondary,no,469,no,yes,1,0,no
39,blue-collar,married,primary,no,2226,yes,no,1,0,no
42,technician,married,secondary,no,0,no,no,12,0,no
46,management,married,tertiary,no,477,yes,no,6,0,no
36,services,married,secondary,no,42,yes,no,4,0,no
30,management,single,tertiary,no,775,yes,no,2,0,no
32,blue-collar,married,secondary,no,9,yes,no,2,0,no
52,technician,married,tertiary,no,2557,no,no,5,2,yes
31,management,married,tertiary,no,2395,no,no,1,0,no
60,management,married,primary,no,4895,no,no,1,0,no
35,blue-collar,single,secondary,no,376,yes,yes,3,0,no
38,management,married,tertiary,no,389,yes,no,1,0,no
46,management,divorced,tertiary,no,134,no,no,2,0,no
45,entrepreneur,divorced,tertiary,no,1273,yes,yes,3,0,no
59,services,married,secondary,no,0,yes,no,3,0,no
34,management,married,tertiary,no,2892,yes,yes,7,0,no
33,technician,divorced,secondary,no,0,yes,no,2,0,no
46,management,single,secondary,no,295,yes,no,6,0,no
48,admin.,married,secondary,no,292,yes,yes,6,0,no
31,services,single,secondary,no,85,no,no,1,0,no
32,technician,married,secondary,no,4,no,no,2,4,no
35,blue-collar,divorced,primary,no,-587,yes,no,1,0,no
36,blue-collar,single,primary,no,367,no,no,1,1,no
52,management,married,tertiary,no,-1224,yes,no,4,0,no
45,management,divorced,tertiary,no,959,no,no,1,0,no
34,management,married,tertiary,no,0,no,no,2,0,no
25,blue-collar,married,primary,yes,-589,yes,no,1,0,no
26,management,single,tertiary,no,-8,no,no,2,0,no
57,management,married,unknown,no,0,no,no,1,0,no
48,management,married,primary,no,247,yes,yes,1,0,no
48,technician,married,unknown,no,5543,no,no,5,0,no
32,blue-collar,married,primary,no,642,no,yes,1,0,no
58,retired,married,secondary,no,11,no,no,1,0,no
57,management,married,primary,no,-226,yes,no,1,0,no
31,entrepreneur,married,tertiary,no,5191,no,no,2,0,no
33,blue-collar,single,secondary,no,-320,no,no,2,0,no
53,entrepreneur,married,tertiary,no,2289,yes,yes,1,0,no
36,admin.,married,secondary,no,725,yes,no,3,8,no
32,technician,single,tertiary,no,705,yes,no,4,0,no
45,blue-collar,married,secondary,no,776,yes,no,4,1,no
35,unemployed,married,tertiary,no,816,yes,no,7,0,no
41,services,married,secondary,no,171,no,no,9,0,no
54,services,married,secondary,no,812,no,no,6,0,no
49,services,married,secondary,no,823,no,no,4,0,yes
28,technician,single,secondary,no,1453,yes,no,1,1,no
24,blue-collar,single,unknown,no,431,yes,no,12,0,no
30,admin.,single,secondary,no,1009,yes,no,1,0,no
32,self-employed,married,primary,no,286,yes,no,1,0,no
53,entrepreneur,married,tertiary,no,22370,yes,no,1,0,no
42,blue-collar,married,primary,no,2111,yes,no,2,0,no
48,blue-collar,married,primary,no,5366,yes,no,3,0,no
33,technician,married,secondary,no,181,yes,yes,2,0,no
31,blue-collar,divorced,secondary,no,-452,yes,no,5,0,no
56,unemployed,divorced,primary,no,1770,no,no,3,0,no
58,retired,married,primary,no,0,no,no,1,0,no
37,admin.,single,secondary,no,-296,yes,no,1,0,no
59,management,married,primary,no,2358,yes,no,1,0,no
50,management,single,tertiary,no,1200,no,no,3,0,yes
39,housemaid,single,primary,no,109,yes,no,3,0,no
30,technician,married,secondary,no,616,yes,no,1,0,no
47,services,divorced,secondary,no,4906,yes,no,1,0,no
44,self-employed,married,secondary,no,313,no,no,4,0,no
38,blue-collar,married,primary,no,290,yes,no,1,0,no
50,management,married,tertiary,no,1240,no,no,2,0,no
27,admin.,single,tertiary,no,3672,yes,no,2,5,no
73,retired,married,secondary,no,19,no,no,2,0,no
46,blue-collar,married,primary,no,143,yes,no,1,0,no
56,retired,divorced,secondary,no,212,no,yes,1,0,no
36,management,married,tertiary,no,9,no,no,4,0,yes
33,blue-collar,married,primary,no,3074,no,no,1,0,no
40,management,married,tertiary,no,1734,yes,no,1,0,no
52,management,married,tertiary,no,575,no,no,1,0,no
51,blue-collar,married,secondary,no,397,yes,no,2,0,no
33,blue-collar,married,secondary,no,640,yes,no,3,0,no
54,services,married,secondary,no,158,yes,no,1,0,no
44,management,married,secondary,no,2984,yes,no,2,0,no
50,entrepreneur,married,secondary,no,1011,yes,no,2,0,no
45,blue-collar,single,secondary,no,0,yes,no,1,4,yes
36,management,married,tertiary,no,1133,yes,no,1,2,yes
42,technician,married,secondary,no,4945,yes,no,2,0,yes
37,technician,married,secondary,no,712,yes,no,2,0,no
28,services,single,secondary,no,-427,yes,yes,2,0,no
56,admin.,married,secondary,no,2146,no,yes,1,0,no
59,admin.,married,secondary,no,92,yes,no,2,1,no
32,unemployed,married,secondary,no,10,yes,no,4,0,no
57,retired,married,primary,no,1238,yes,no,1,0,no
49,admin.,single,secondary,no,981,yes,no,3,0,no
56,entrepreneur,married,unknown,no,575,no,no,2,0,no
48,admin.,divorced,unknown,no,-70,no,no,1,0,no
27,student,single,tertiary,no,3733,yes,no,1,6,yes
31,management,single,tertiary,no,574,yes,no,2,0,no
28,blue-collar,single,secondary,no,43,no,no,1,0,no
36,management,married,tertiary,no,428,no,no,1,0,no
58,housemaid,married,primary,no,0,yes,no,1,0,no
46,admin.,married,secondary,no,0,yes,yes,2,2,no
32,management,single,tertiary,no,474,yes,no,3,0,no
39,services,married,secondary,no,-540,no,no,1,0,no
35,self-employed,married,tertiary,no,560,yes,no,1,1,no
31,management,married,tertiary,no,325,yes,no,2,0,yes
29,management,single,tertiary,no,437,no,no,1,1,yes
48,blue-collar,married,primary,no,574,no,no,1,0,no
60,retired,married,primary,no,0,no,no,3,0,no
74,retired,married,secondary,no,935,no,no,1,1,no
30,services,married,secondary,no,699,yes,no,1,0,no
52,admin.,single,primary,no,0,no,no,11,0,no
24,blue-collar,married,secondary,no,-220,yes,no,1,0,no
29,services,married,secondary,no,11417,yes,no,2,0,no
33,housemaid,married,primary,no,212,yes,no,2,0,no
34,blue-collar,married,secondary,no,67,yes,yes,3,0,no
45,admin.,divorced,secondary,no,0,no,no,1,0,yes
31,blue-collar,married,secondary,no,0,no,yes,2,0,no
45,technician,married,secondary,no,1673,no,no,1,0,no
27,services,married,secondary,no,-1202,yes,no,2,0,no
30,management,single,tertiary,no,4213,no,no,4,0,no
45,blue-collar,married,primary,no,0,no,no,2,0,no
57,blue-collar,married,secondary,no,1521,yes,yes,2,5,no
34,management,married,tertiary,no,1310,no,no,3,7,no
40,admin.,married,secondary,no,0,yes,yes,1,0,no
39,management,married,tertiary,no,399,no,no,1,0,no
46,technician,married,tertiary,no,405,no,no,3,0,no
55,management,divorced,tertiary,no,9756,yes,no,2,1,yes
25,management,single,tertiary,no,2506,no,no,1,0,yes
34,management,married,tertiary,no,697,no,no,1,0,no
37,blue-collar,married,primary,no,403,yes,no,2,1,no
64,retired,divorced,tertiary,no,890,no,no,3,0,no
45,technician,divorced,secondary,no,809,yes,no,2,4,no
57,housemaid,married,secondary,no,158,yes,no,1,0,no
21,student,single,unknown,no,137,yes,no,3,0,no
58,housemaid,married,secondary,no,2705,no,no,1,0,no
41,blue-collar,single,secondary,no,75,yes,no,9,0,yes
41,management,married,unknown,no,2457,yes,no,1,0,no
58,management,married,tertiary,no,541,yes,no,1,0,no
33,management,married,tertiary,no,287,yes,no,2,3,no
32,management,married,tertiary,no,273,yes,yes,3,0,no
44,services,divorced,secondary,no,0,yes,no,5,0,no
47,unknown,married,unknown,no,677,no,no,1,4,no
41,self-employed,married,primary,no,340,no,no,3,0,no
54,technician,married,tertiary,no,98,no,no,4,0,no
47,technician,divorced,tertiary,no,477,yes,no,1,1,no
32,management,single,tertiary,no,2629,no,no,4,0,no
59,housemaid,married,tertiary,no,0,no,yes,2,0,no
29,technician,single,tertiary,no,2325,no,no,1,0,yes
48,services,married,secondary,yes,-20,no,no,2,0,no
32,technician,single,secondary,no,230,yes,no,1,8,yes
46,management,divorced,secondary,no,-852,no,yes,2,0,no
31,blue-collar,single,primary,no,-280,no,no,3,0,no
53,blue-collar,married,secondary,no,25,no,no,2,0,yes
34,technician,single,tertiary,no,9851,yes,no,5,0,no
48,services,single,unknown,no,5095,yes,no,1,0,no
32,technician,married,secondary,no,687,no,no,4,0,no
31,management,married,secondary,no,1368,yes,no,4,0,no
27,blue-collar,single,primary,no,-179,yes,no,2,0,no
60,admin.,married,secondary,no,-396,yes,no,1,1,no
34,blue-collar,single,tertiary,no,1011,yes,no,1,0,no
52,self-employed,married,secondary,no,9,no,yes,1,0,no
48,blue-collar,married,secondary,no,1159,yes,yes,9,0,no
45,technician,married,primary,no,-322,no,no,2,0,no
54,technician,divorced,secondary,no,1114,yes,no,1,0,no
52,services,married,secondary,no,2072,no,no,1,0,no
47,entrepreneur,married,tertiary,no,459,yes,no,4,0,no
54,unknown,married,secondary,no,1157,no,no,2,0,no
34,blue-collar,married,secondary,no,8309,yes,yes,1,0,no
39,technician,single,tertiary,no,1043,no,no,10,0,no
46,technician,married,secondary,no,2098,no,no,2,0,no
26,unemployed,single,secondary,no,461,no,no,1,0,no
37,technician,single,secondary,no,61,yes,no,8,0,no
47,blue-collar,married,secondary,no,1203,yes,no,2,0,no
35,technician,married,secondary,no,1067,no,yes,6,0,no
57,unemployed,married,primary,no,0,no,no,1,0,no
34,management,married,tertiary,no,1657,yes,no,2,4,no
47,technician,married,secondary,no,1219,no,no,4,0,yes
27,technician,married,secondary,no,7,yes,no,2,0,no
40,blue-collar,married,secondary,no,-839,yes,yes,2,0,yes
39,technician,married,secondary,no,994,no,no,1,1,no
36,entrepreneur,married,tertiary,no,6,no,no,1,0,no
42,technician,single,secondary,no,0,no,no,2,0,no
23,blue-collar,single,primary,no,8627,yes,no,1,0,no
34,management,married,tertiary,no,133,yes,no,1,0,no
34,blue-collar,married,secondary,no,247,yes,yes,5,0,no
49,services,married,secondary,no,1114,no,no,1,0,no
57,blue-collar,married,primary,no,1592,no,yes,4,0,no
59,retired,married,unknown,no,0,no,no,6,0,no
57,admin.,married,tertiary,no,46,no,no,2,0,no
34,blue-collar,married,secondary,no,1221,yes,no,1,8,no
61,management,married,secondary,no,985,no,no,6,0,yes
35,blue-collar,divorced,secondary,no,0,yes,no,1,0,no
42,management,married,tertiary,no,520,no,no,1,0,no
57,services,married,tertiary,no,10,no,no,3,0,no
42,blue-collar,married,secondary,no,2157,yes,no,1,2,no
53,retired,married,secondary,no,6095,yes,yes,5,0,no
63,retired,married,tertiary,no,133,yes,no,2,0,no
47,self-employed,married,secondary,no,1121,no,no,6,0,no
54,services,married,secondary,no,88,yes,no,1,0,no
45,admin.,married,secondary,no,0,no,no,10,0,no
28,management,single,tertiary,no,-328,yes,no,2,0,no
58,unemployed,married,secondary,no,610,yes,no,2,0,no
48,management,single,tertiary,no,414,no,no,2,0,no
35,management,divorced,tertiary,no,0,yes,no,1,0,yes
37,self-employed,married,tertiary,no,0,no,no,1,0,no
37,blue-collar,married,secondary,no,685,yes,no,1,0,no
37,management,married,primary,no,22856,no,no,1,1,no
25,services,single,secondary,no,-352,no,no,1,0,no
58,blue-collar,married,secondary,no,602,yes,no,1,0,no
52,management,married,secondary,no,-588,yes,no,4,0,no
19,student,single,secondary,no,302,no,no,1,0,yes
59,blue-collar,married,secondary,no,5314,yes,no,3,0,no
41,technician,married,secondary,no,64,yes,yes,2,0,no
34,technician,single,tertiary,no,632,no,no,10,0,no
35,technician,single,secondary,no,5731,yes,no,2,4,no
41,technician,married,secondary,no,902,no,no,6,0,no
28,blue-collar,single,secondary,no,6307,yes,no,1,0,no
53,management,divorced,secondary,no,112,no,yes,3,0,no
35,services,married,secondary,no,0,no,yes,1,0,no
33,admin.,single,tertiary,no,621,no,no,1,0,no
37,technician,single,secondary,no,435,yes,no,1,0,no
32,technician,married,secondary,no,782,yes,no,4,0,no
32,blue-collar,married,secondary,no,478,yes,no,1,0,no
54,services,married,unknown,no,7864,yes,no,4,0,no
44,blue-collar,married,secondary,no,1910,yes,no,1,0,no
36,technician,divorced,tertiary,no,1174,yes,no,2,0,no
56,admin.,married,secondary,no,1270,yes,no,2,2,no
30,management,single,tertiary,no,18,no,no,11,0,no
36,blue-collar,married,secondary,no,141,yes,no,3,0,no
43,management,married,tertiary,no,2886,no,no,1,0,no
40,technician,married,secondary,no,2715,yes,no,2,0,no
32,technician,single,tertiary,no,1100,yes,yes,1,0,no
34,blue-collar,married,secondary,no,516,yes,yes,1,0,no
37,services,married,secondary,no,1,no,no,2,0,no
28,admin.,single,secondary,no,775,no,no,2,0,no
35,unknown,married,primary,no,634,no,no,2,0,no
53,blue-collar,single,secondary,no,5715,no,no,2,0,no
60,admin.,married,unknown,no,1088,yes,no,1,0,no
40,entrepreneur,married,secondary,no,1532,yes,yes,7,0,no
57,retired,married,primary,no,75,no,no,2,0,no
29,technician,single,secondary,no,103,no,no,1,0,no
44,blue-collar,married,primary,no,134,yes,no,1,0,no
41,admin.,single,secondary,no,748,no,no,7,3,no
47,technician,married,secondary,no,1990,yes,yes,4,0,no
43,technician,married,tertiary,no,192,no,no,2,0,no
37,technician,single,secondary,no,267,no,no,1,0,no
34,technician,single,tertiary,no,586,yes,no,2,0,no
30,blue-collar,single,secondary,no,648,yes,yes,1,0,no
57,entrepreneur,divorced,secondary,yes,25,yes,no,1,4,no
26,admin.,single,secondary,no,96,yes,no,2,3,no
34,management,married,tertiary,no,1116,yes,no,5,0,no
46,technician,divorced,secondary,no,-90,no,yes,1,0,yes
38,entrepreneur,married,tertiary,no,170,yes,no,1,0,yes
37,technician,single,secondary,no,3665,no,no,3,0,yes
28,management,single,tertiary,no,2380,no,no,2,0,no
57,blue-collar,married,primary,no,179,no,no,3,0,no
39,management,married,tertiary,no,763,yes,no,7,2,yes
49,services,married,secondary,no,320,no,no,4,0,yes
38,technician,married,secondary,no,1960,yes,no,2,0,no
27,blue-collar,married,secondary,no,818,yes,no,5,0,no
30,admin.,married,secondary,no,2678,yes,no,5,0,no
38,admin.,married,tertiary,no,1980,no,no,2,0,no
36,management,married,tertiary,no,1582,no,no,2,1,no
38,retired,single,unknown,no,62,no,no,1,0,no
59,housemaid,married,primary,no,235,no,no,2,0,no
37,management,married,tertiary,no,489,yes,no,5,0,no
29,self-employed,married,tertiary,no,3931,yes,no,4,0,no
43,blue-collar,married,secondary,no,699,yes,yes,2,2,yes
33,technician,married,secondary,no,58,yes,no,2,0,no
54,housemaid,divorced,secondary,no,1327,no,no,2,0,no
55,services,married,secondary,no,557,no,no,1,0,no
32,technician,single,tertiary,no,741,yes,no,1,0,no
48,management,married,primary,no,3230,yes,no,3,0,no
33,management,single,tertiary,no,1439,yes,no,2,0,no
46,admin.,married,secondary,no,120,yes,no,11,0,no
44,management,married,tertiary,no,1058,no,no,3,0,yes
47,blue-collar,married,primary,no,881,yes,no,1,2,no
38,technician,married,secondary,no,6728,no,no,1,4,yes
80,retired,married,secondary,no,462,no,no,2,0,no
40,self-employed,married,secondary,no,167,yes,yes,4,1,no
43,entrepreneur,married,tertiary,no,1574,yes,no,3,0,no
32,technician,single,tertiary,no,1625,no,no,1,1,yes
39,management,married,tertiary,no,562,no,no,2,0,no
33,technician,married,secondary,no,9305,yes,no,2,0,no
31,technician,single,secondary,no,35,no,yes,1,0,no
36,management,single,tertiary,no,0,no,no,2,0,no
35,management,single,tertiary,no,2486,yes,no,1,0,no
25,services,single,secondary,no,368,no,no,1,0,no
33,management,single,secondary,no,1558,yes,no,1,0,no
23,blue-collar,single,primary,no,8627,yes,no,1,1,no
31,management,single,tertiary,no,2590,no,no,2,2,no
36,management,married,tertiary,no,0,yes,yes,3,0,no
44,technician,single,tertiary,no,900,yes,no,2,0,no
31,management,single,tertiary,no,385,yes,no,1,0,no
55,blue-collar,married,primary,no,1649,yes,no,3,0,no
51,housemaid,divorced,secondary,no,9228,no,no,4,0,yes
36,admin.,married,secondary,no,0,yes,yes,2,0,no
27,unemployed,single,tertiary,no,1,no,no,2,0,no
40,services,married,secondary,no,771,yes,no,4,0,no
49,services,married,secondary,no,280,yes,no,3,0,no
59,retired,married,primary,no,46,no,no,2,0,no
32,management,married,tertiary,no,2431,yes,no,5,0,yes
42,retired,single,tertiary,no,308,no,no,2,0,no
35,management,divorced,tertiary,no,160,yes,no,6,0,no
29,blue-collar,single,secondary,no,555,yes,no,4,0,no
29,technician,single,secondary,no,778,yes,no,2,0,no
37,blue-collar,single,secondary,no,48,no,no,2,0,no
49,admin.,married,primary,no,169,yes,no,3,0,no
51,services,divorced,secondary,no,12,yes,no,1,0,no
61,housemaid,married,primary,no,848,no,no,1,1,no
43,management,married,secondary,no,481,yes,no,1,2,no
42,services,married,tertiary,no,12223,yes,no,1,0,no
24,blue-collar,married,secondary,no,-254,yes,yes,2,0,no
46,self-employed,married,tertiary,no,1148,no,no,2,0,no
23,admin.,single,secondary,no,5,no,no,1,0,no
26,services,single,secondary,no,50,yes,no,1,0,no
43,blue-collar,divorced,primary,no,92,yes,no,2,0,no
35,technician,single,tertiary,no,470,yes,no,13,0,yes
38,technician,married,secondary,no,0,no,no,4,0,no
56,unemployed,divorced,primary,no,109,no,no,4,0,no
31,services,married,secondary,no,440,yes,no,3,0,no
32,management,single,tertiary,no,0,no,no,4,0,yes
28,services,single,secondary,no,2685,no,yes,1,0,no
26,admin.,divorced,secondary,yes,-3,yes,no,5,0,no
49,management,married,tertiary,no,7007,no,no,2,0,no
33,admin.,married,secondary,no,220,yes,no,1,0,no
80,retired,married,primary,no,1548,no,no,2,0,no
40,blue-collar,married,secondary,no,326,yes,yes,1,0,no
42,technician,divorced,secondary,no,0,yes,no,6,0,no
46,blue-collar,married,secondary,no,123,no,no,3,0,no
32,management,single,tertiary,no,697,no,no,1,3,no
37,services,single,tertiary,no,223,yes,no,1,0,no
32,student,married,secondary,no,1694,yes,no,1,0,no
53,management,married,tertiary,no,4446,yes,no,1,0,no
39,management,married,tertiary,no,894,yes,no,1,1,no
