Node Number;Thread Number;Spatial Distribution;Temporal Distribution;T/R;Processor Utilization ;Channel Waiting Time;Input Waiting Time;Network Response Time;Channel Utilization;;;;;
16;6;BR;Asynchronous;0,9;0,3822;784,053589;88,886586;1468,299448;0,646562;;;;;
16;6;BR;Asynchronous;1;0,348186;898,097229;73,066224;1679,285594;0,647222;;;;;
16;8;BR;Asynchronous;0,1;0,508909;1,348418;652,238802;18,983249;0,153542;;;;;
16;8;BR;Asynchronous;0,2;0,503872;5,645099;653,732879;70,357942;0,254306;;;;;
16;8;BR;Asynchronous;0,3;0,531937;15,225128;617,541676;113,300356;0,370625;;;;;
16;8;BR;Asynchronous;0,4;0,507399;46,924644;596,548855;262,79635;0,4425;;;;;
16;8;BR;Asynchronous;0,5;0,528152;119,316422;551,801733;390,451218;0,546181;;;;;
16;8;BR;Asynchronous;0,6;0,535232;476,424927;323,176361;600,515833;0,621875;;;;;
16;8;BR;Asynchronous;0,7;0,480331;644,258728;275,567272;881,48296;0,637049;;;;;
16;8;BR;Asynchronous;0,8;0,435503;918,558167;149,863613;884,867818;0,649722;;;;;
16;8;BR;Asynchronous;0,9;0,389167;1085,429932;130,566104;1295,182846;0,649375;;;;;
16;8;BR;Asynchronous;1;0,359547;1212,562012;114,470506;1537,658973;0,657639;;;;;
16;10;BR;Asynchronous;0,1;0,537593;1,361603;788,311656;21,925482;0,161979;;;;;
16;10;BR;Asynchronous;0,2;0,575784;6,146961;718,154923;64,7016;0,287083;;;;;
16;10;BR;Asynchronous;0,3;0,505995;16,159618;809,522351;104,128664;0,354271;;;;;
16;10;BR;Asynchronous;0,4;0,552845;40,650211;756,011389;314,63874;0,476667;;;;;
16;10;BR;Asynchronous;0,5;0,531937;127,536873;704,662768;571,212667;0,546354;;;;;
16;10;BR;Asynchronous;0,6;0,536095;394,76413;593,208144;682,280142;0,622292;;;;;
16;10;BR;Asynchronous;0,7;0,492379;718,662415;322,470207;918,415437;0,646285;;;;;
16;10;BR;Asynchronous;0,8;0,441288;916,20813;268,419502;1446,767732;0,650833;;;;;
16;10;BR;Asynchronous;0,9;0,403188;1111,200439;208,053061;1615,034325;0,658125;;;;;
16;10;BR;Asynchronous;1;0,369813;1268,63562;139,778284;1918,226261;0,669444;;;;;
16;4;PS;Asynchronous;0,1;0,787135;1,870605;270,589738;125,582387;0,608993;;;;;
16;4;PS;Asynchronous;0,2;0,781164;9,179881;245,813397;186,819899;0,680347;;;;;
16;4;PS;Asynchronous;0,3;0,765629;25,114941;224,150588;283,319397;0,784479;;;;;
16;4;PS;Asynchronous;0,4;0,721782;55,607788;204,244054;350,483928;0,852083;;;;;
16;4;PS;Asynchronous;0,5;0,609036;149,28801;147,14324;512,272546;0,79375;;;;;
16;4;PS;Asynchronous;0,6;0,600147;202,291977;127,218886;584,690104;0,86;;;;;
16;4;PS;Asynchronous;0,7;0,545556;285,707153;91,945013;771,946701;0,872326;;;;;
16;4;PS;Asynchronous;0,8;0,487692;365,927063;72,64524;636,779001;0,856944;;;;;
16;4;PS;Asynchronous;0,9;0,450406;392,787323;77,53762;1058,35527;0,941562;;;;;
16;4;PS;Asynchronous;1;0,388274;483,779236;72,486585;981,808492;0,869792;;;;;
16;6;PS;Asynchronous;0,1;0,904261;2,169803;416,99405;157,505141;0,713958;;;;;
16;6;PS;Asynchronous;0,2;0,903137;10,854911;419,513506;245,594209;0,740208;;;;;
16;6;PS;Asynchronous;0,3;0,888765;33,627537;392,270923;323,700479;0,798229;;;;;
16;6;PS;Asynchronous;0,4;0,854246;85,455521;342,517993;419,35944;0,85125;;;;;
16;6;PS;Asynchronous;0,5;0,791902;200,680069;264,207476;641,749697;0,907639;;;;;
16;6;PS;Asynchronous;0,6;0,708413;362,55365;177,957505;841,086602;0,937083;;;;;
16;6;PS;Asynchronous;0,7;0,612917;493,587738;147,050534;926,740294;0,914618;;;;;
16;6;PS;Asynchronous;0,8;0,57831;574,596436;132,983807;846,435531;0,953333;;;;;
16;6;PS;Asynchronous;0,9;0,508989;701,366394;109,738298;1491,317415;0,933125;;;;;
16;6;PS;Asynchronous;1;0,467505;808,651123;93,370477;1718,163415;0,939583;;;;;
16;8;PS;Asynchronous;0,1;0,965042;2,384536;630,808059;194,963345;0,566181;;;;;
16;8;PS;Asynchronous;0,2;0,97462;12,422179;594,851999;267,928247;0,704028;;;;;
16;8;PS;Asynchronous;0,3;0,965674;37,241966;564,654284;387,492337;0,808437;;;;;
16;8;PS;Asynchronous;0,4;0,923701;104,177879;497,096637;341,501226;0,865694;;;;;
16;8;PS;Asynchronous;0,5;0,845989;340,443665;324,235594;855,57456;0,918403;;;;;
16;8;PS;Asynchronous;0,6;0,764771;504,08136;256,389778;1049,175562;0,941667;;;;;
16;8;PS;Asynchronous;0,7;0,672547;689,887268;194,248624;1416,449231;0,938194;;;;;
16;8;PS;Asynchronous;0,8;0,605648;832,789551;162,886466;940,794155;0,966667;;;;;
16;8;PS;Asynchronous;0,9;0,547097;978,88269;129,470496;1923,328176;0,964062;;;;;
16;8;PS;Asynchronous;1;0,499688;1105,590332;122,442908;2126,55381;0,963194;;;;;
16;10;PS;Asynchronous;0,1;0,977722;2,383884;819,691756;212,784185;0,556563;;;;;
16;10;PS;Asynchronous;0,2;0,986516;12,676008;793,754257;337,634981;0,672708;;;;;
16;10;PS;Asynchronous;0,3;0,980612;39,742607;757,774533;451,19667;0,785104;;;;;
16;10;PS;Asynchronous;0,4;0,965674;118,184151;662,787576;351,184393;0,881111;;;;;
16;10;PS;Asynchronous;0,5;0,906607;970,432438;485,592935;307,792664;0,941146;;;;;
16;10;PS;Asynchronous;0,6;0,79234;532,737732;363,094043;1214,057768;0,961042;;;;;
16;10;PS;Asynchronous;0,7;0,707199;751,67511;224,638088;1653,736882;0,981944;;;;;
16;10;PS;Asynchronous;0,8;0,61823;905,326843;206,922631;1421,304936;0,9625;;;;;
16;10;PS;Asynchronous;0,9;0,564482;1048,269897;154,713952;2371,043062;0,979375;;;;;
16;10;PS;Asynchronous;1;0,515257;1184,647461;136,375081;2592,966463;0,980903;;;;;
