,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
2246,F,0.38,0.325,0.11,0.3105,0.12,0.07400000000000001,0.105,10
2247,F,0.47,0.365,0.12,0.5429999999999999,0.2295,0.1495,0.15,9
2248,M,0.36,0.27,0.09,0.2225,0.083,0.053,0.075,6
2249,F,0.585,0.455,0.165,0.998,0.345,0.2495,0.315,12
2250,M,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,11
2251,M,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,13
2252,F,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,14
2253,F,0.645,0.5,0.2,1.4285,0.639,0.305,0.36,11
2254,M,0.65,0.495,0.18,1.7930000000000001,0.8005,0.33899999999999997,0.53,14
2255,M,0.51,0.395,0.145,0.6185,0.21600000000000003,0.1385,0.24,12
2256,M,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,8
2257,M,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,13
2258,M,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,8
2259,F,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,13
2260,M,0.55,0.46,0.175,0.8690000000000001,0.3155,0.1825,0.32,10
2261,M,0.585,0.43,0.16,0.955,0.3625,0.17600000000000002,0.27,11
2262,F,0.58,0.455,0.16,0.9215,0.312,0.196,0.3,17
2263,F,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,13
2264,I,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,14
2265,F,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,13
2266,F,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,14
2267,F,0.61,0.48,0.175,1.0675,0.391,0.21600000000000003,0.42,15
2268,F,0.545,0.445,0.175,0.8525,0.3465,0.18899999999999997,0.295,13
2269,M,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,12
2270,F,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
2271,F,0.52,0.41,0.17,0.8705,0.3735,0.21899999999999997,0.25,14
2272,M,0.635,0.51,0.21,1.598,0.6535,0.2835,0.58,15
2273,F,0.67,0.52,0.15,1.406,0.519,0.348,0.37,13
2274,M,0.695,0.57,0.2,2.033,0.7509999999999999,0.4255,0.685,15
2275,M,0.655,0.525,0.185,1.2590000000000001,0.48700000000000004,0.2215,0.445,20
2276,F,0.62,0.48,0.23,1.0935,0.40299999999999997,0.245,0.355,14
2277,F,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,19
2278,M,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,9
2279,M,0.525,0.405,0.135,0.7575,0.3305,0.21600000000000003,0.195,10
2280,M,0.44,0.375,0.13,0.48700000000000004,0.226,0.0965,0.155,9
2281,I,0.485,0.415,0.14,0.5705,0.25,0.134,0.185,8
2282,F,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,10
2283,I,0.435,0.345,0.12,0.4475,0.221,0.11199999999999999,0.125,7
2284,I,0.405,0.315,0.105,0.34700000000000003,0.1605,0.0785,0.1,9
2285,I,0.42,0.33,0.1,0.35200000000000004,0.1635,0.08900000000000001,0.1,9
2286,F,0.5,0.395,0.15,0.7145,0.3235,0.17300000000000001,0.195,9
2287,F,0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,7
2288,I,0.33,0.265,0.09,0.18,0.068,0.036000000000000004,0.06,6
2289,F,0.58,0.475,0.155,0.9740000000000001,0.4305,0.23,0.285,10
2290,I,0.325,0.27,0.1,0.185,0.08,0.0435,0.065,6
2291,M,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,10
2292,F,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,9
2293,I,0.34,0.26,0.09,0.179,0.076,0.0525,0.055,6
2294,M,0.525,0.425,0.12,0.7020000000000001,0.3335,0.1465,0.22,12
2295,F,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,10
2296,F,0.535,0.45,0.135,0.8075,0.322,0.18100000000000002,0.25,13
2297,M,0.475,0.36,0.12,0.578,0.2825,0.12,0.17,8
2298,I,0.415,0.325,0.1,0.385,0.16699999999999998,0.08,0.125,7
2299,I,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,8
2300,F,0.48,0.405,0.13,0.6375,0.27699999999999997,0.1445,0.21,10
2301,F,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,10
2302,M,0.46,0.375,0.13,0.5735,0.2505,0.11900000000000001,0.195,9
2303,F,0.58,0.455,0.12,0.94,0.39899999999999997,0.257,0.265,11
2304,M,0.59,0.49,0.135,1.008,0.42200000000000004,0.2245,0.285,11
2305,F,0.55,0.415,0.135,0.775,0.302,0.179,0.26,23
2306,F,0.65,0.5,0.165,1.1445,0.485,0.218,0.365,12
2307,F,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,16
2308,M,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,11
2309,M,0.47,0.375,0.13,0.5795,0.2145,0.16399999999999998,0.195,13
2310,F,0.435,0.35,0.11,0.384,0.14300000000000002,0.1005,0.125,13
2311,M,0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,7
2312,I,0.315,0.24,0.07,0.13699999999999998,0.0545,0.0315,0.04,8
2313,M,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,16
2314,F,0.58,0.475,0.135,0.925,0.391,0.165,0.275,14
2315,M,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,17
2316,M,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,13
2317,M,0.515,0.42,0.14,0.769,0.2505,0.154,0.29,13
2318,F,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,12
2319,F,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,15
2320,I,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,10
2321,M,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,14
2322,M,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,12
2323,I,0.395,0.325,0.105,0.306,0.111,0.0735,0.095,8
2324,F,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,17
2325,F,0.415,0.305,0.105,0.3605,0.12,0.08199999999999999,0.1,10
2326,M,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,11
2327,M,0.475,0.395,0.135,0.5920000000000001,0.2465,0.1645,0.2,13
2328,F,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,15
2329,I,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,15
2330,I,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,9
2331,M,0.59,0.46,0.155,0.9059999999999999,0.327,0.1485,0.335,15
2332,F,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,9
2333,M,0.695,0.55,0.22,1.5515,0.5660000000000001,0.3835,0.445,13
2334,F,0.8,0.63,0.195,2.526,0.9329999999999999,0.59,0.62,23
2335,M,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,23
2336,F,0.565,0.48,0.175,0.9570000000000001,0.3885,0.215,0.275,18
2337,M,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,11
2338,M,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,17
2339,M,0.64,0.52,0.2,1.4069999999999998,0.5660000000000001,0.304,0.455,17
2340,F,0.59,0.47,0.17,0.9,0.355,0.1905,0.25,11
2341,I,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,7
2342,I,0.255,0.185,0.07,0.075,0.027999999999999997,0.018000000000000002,0.025,6
2343,I,0.17,0.125,0.055,0.0235,0.009000000000000001,0.0055,0.008,6
2344,M,0.67,0.55,0.17,1.247,0.47200000000000003,0.2455,0.4,21
2345,F,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,17
2346,F,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,13
2347,M,0.505,0.4,0.13,0.764,0.3035,0.18899999999999997,0.2175,11
2348,M,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,16
2349,F,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,9
2350,F,0.515,0.435,0.17,0.631,0.2765,0.111,0.21600000000000003,12
2351,M,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,19
2352,M,0.7,0.53,0.19,1.3185,0.5479999999999999,0.233,0.42,18
2353,F,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17
2354,M,0.635,0.495,0.15,1.081,0.4825,0.242,0.31,11
2355,M,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,13
2356,M,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13
2357,M,0.585,0.455,0.125,1.0270000000000001,0.391,0.212,0.25,17
2358,F,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,20
2359,F,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,13
2360,F,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,11
2361,M,0.55,0.45,0.155,0.7895,0.34299999999999997,0.159,0.25,12
2362,F,0.66,0.525,0.205,1.3665,0.5005,0.29100000000000004,0.41,18
2363,M,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18
2364,F,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,15
2365,F,0.63,0.505,0.165,1.065,0.4595,0.21600000000000003,0.315,12
2366,M,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,19
2367,M,0.65,0.545,0.16,1.2425,0.48700000000000004,0.29600000000000004,0.48,15
2368,F,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16
2369,I,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,12
2370,I,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,8
2371,M,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
2372,F,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12
2373,F,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,12
2374,I,0.435,0.335,0.11,0.38299999999999995,0.1555,0.0675,0.135,12
2375,M,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10
2376,F,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,8
2377,I,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,12
2378,I,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,12
2379,F,0.36,0.265,0.09,0.2165,0.096,0.037000000000000005,0.0735,10
2380,M,0.175,0.135,0.04,0.0305,0.011000000000000001,0.0075,0.01,5
2381,M,0.155,0.115,0.025,0.024,0.009000000000000001,0.005,0.0075,5
2382,I,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,11
2383,F,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,16
2384,F,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11
2385,F,0.45,0.345,0.115,0.496,0.1905,0.11699999999999999,0.14,12
2386,F,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14
2387,I,0.47,0.35,0.135,0.5670000000000001,0.2315,0.1465,0.1525,11
2388,I,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,10
2389,M,0.42,0.34,0.125,0.4495,0.165,0.1125,0.14400000000000002,11
2390,F,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16
2391,M,0.37,0.29,0.09,0.24100000000000002,0.11,0.045,0.069,10
2392,M,0.33,0.25,0.09,0.19699999999999998,0.085,0.040999999999999995,0.0605,10
2393,I,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,7
2394,I,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,14
2395,I,0.61,0.475,0.17,1.0385,0.4435,0.24100000000000002,0.32,14
2396,I,0.625,0.465,0.155,0.972,0.40399999999999997,0.1845,0.35,14
2397,I,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17
2398,I,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,14
2399,F,0.53,0.43,0.17,0.775,0.35,0.152,0.235,17
2400,I,0.445,0.33,0.1,0.43700000000000006,0.163,0.0755,0.17,13
2401,F,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,12
2402,I,0.44,0.355,0.165,0.435,0.159,0.105,0.14,16
2403,M,0.29,0.225,0.08,0.1295,0.0535,0.026000000000000002,0.045,10
2404,I,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,15
2405,I,0.655,0.515,0.145,1.25,0.5265,0.28300000000000003,0.315,15
2406,F,0.58,0.46,0.185,1.0170000000000001,0.3515,0.2,0.32,10
2407,I,0.625,0.43,0.175,1.411,0.5720000000000001,0.297,0.395,12
2408,I,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,15
2409,F,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,8
2410,F,0.505,0.375,0.115,0.5895,0.2635,0.12,0.16699999999999998,10
2411,I,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9
2412,M,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,7
2413,F,0.505,0.38,0.145,0.6509999999999999,0.2935,0.19,0.17,12
2414,I,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,9
2415,M,0.4,0.315,0.105,0.287,0.1135,0.037000000000000005,0.113,10
2416,M,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,18
2417,M,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11
2418,F,0.465,0.35,0.13,0.494,0.1945,0.10300000000000001,0.155,18
2419,F,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,10
2420,M,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,13
2421,I,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15
2422,F,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,12
2423,F,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10
2424,M,0.26,0.2,0.065,0.096,0.044000000000000004,0.027000000000000003,0.03,6
2425,I,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,13
2426,I,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,14
2427,M,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,6
2428,F,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10
2429,M,0.34,0.255,0.095,0.213,0.081,0.034,0.07,9
2430,I,0.52,0.38,0.14,0.525,0.1775,0.115,0.185,11
2431,F,0.635,0.5,0.18,1.3119999999999998,0.529,0.2485,0.485,18
2432,F,0.61,0.485,0.165,1.087,0.4255,0.23199999999999998,0.38,11
2433,F,0.66,0.515,0.18,1.5230000000000001,0.54,0.3365,0.555,16
2434,I,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,16
2435,F,0.465,0.38,0.135,0.579,0.20800000000000002,0.1095,0.22,14
2436,M,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,23
2437,I,0.335,0.24,0.095,0.17,0.062,0.039,0.055,9
2438,F,0.515,0.4,0.17,0.7959999999999999,0.258,0.1755,0.28,16
2439,F,0.345,0.255,0.1,0.19699999999999998,0.071,0.051,0.06,9
2440,M,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13
2441,M,0.54,0.415,0.17,0.879,0.33899999999999997,0.20800000000000002,0.255,10
2442,M,0.475,0.355,0.125,0.4625,0.18600000000000003,0.107,0.145,9
2443,F,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,11
2444,M,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,9
2445,M,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,12
2446,F,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14
2447,I,0.275,0.205,0.08,0.096,0.036000000000000004,0.0185,0.03,6
2448,F,0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,7
2449,F,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,9
2450,F,0.42,0.33,0.125,0.46299999999999997,0.18600000000000003,0.11,0.145,10
2451,M,0.35,0.26,0.09,0.198,0.0725,0.055999999999999994,0.06,10
2452,M,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,9
2453,I,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,8
2454,I,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027000000000000003,5
2455,I,0.235,0.17,0.065,0.0625,0.023,0.013999999999999999,0.022000000000000002,6
2456,I,0.25,0.18,0.06,0.073,0.027999999999999997,0.017,0.0225,5
2457,I,0.25,0.185,0.065,0.071,0.027000000000000003,0.0185,0.0225,5
2458,I,0.2,0.145,0.05,0.036000000000000004,0.0125,0.008,0.011000000000000001,4
2459,F,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,20
2460,M,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14
2461,F,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,13
2462,M,0.44,0.325,0.08,0.413,0.14400000000000002,0.1015,0.13,8
2463,M,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,17
2464,F,0.52,0.405,0.14,0.6915,0.276,0.13699999999999998,0.215,11
2465,M,0.5,0.39,0.13,0.7090000000000001,0.275,0.168,0.18,11
2466,M,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,9
2467,M,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,16
2468,F,0.37,0.275,0.08,0.22699999999999998,0.09300000000000001,0.0625,0.07,8
2469,M,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,13
2470,M,0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,11
2471,M,0.565,0.44,0.175,1.122,0.39299999999999996,0.2,0.375,20
2472,M,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,14
2473,F,0.615,0.47,0.175,1.2985,0.5135,0.34299999999999997,0.32,14
2474,M,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,14
2475,F,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,12
2476,M,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18
2477,M,0.57,0.42,0.155,1.008,0.377,0.193,0.34,13
2478,F,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,8
2479,F,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,14
2480,F,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13
2481,M,0.39,0.285,0.095,0.271,0.11,0.06,0.08,8
2482,M,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,12
2483,F,0.54,0.415,0.175,0.8975,0.275,0.24100000000000002,0.275,14
2484,M,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14
2485,I,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,8
2486,F,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,13
2487,F,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11
2488,M,0.5,0.385,0.145,0.7615,0.24600000000000002,0.195,0.204,14
2489,M,0.49,0.39,0.135,0.5920000000000001,0.242,0.096,0.1835,15
2490,M,0.44,0.325,0.115,0.39,0.163,0.087,0.113,7
2491,F,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10
2492,F,0.475,0.38,0.145,0.57,0.16699999999999998,0.11800000000000001,0.187,11
2493,I,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,8
2494,M,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,9
2495,M,0.45,0.36,0.16,0.5670000000000001,0.174,0.1245,0.225,12
2496,F,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15
2497,M,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,12
2498,M,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,15
2499,M,0.54,0.41,0.145,0.9890000000000001,0.2815,0.213,0.355,19
2500,F,0.48,0.39,0.125,0.6905,0.21899999999999997,0.155,0.2,12
2501,F,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,9
2502,I,0.285,0.21,0.07,0.109,0.044000000000000004,0.0265,0.033,5
2503,I,0.3,0.23,0.075,0.127,0.052000000000000005,0.03,0.0345,6
2504,I,0.31,0.24,0.105,0.2885,0.11800000000000001,0.065,0.083,6
2505,I,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,6
2506,I,0.375,0.3,0.075,0.14400000000000002,0.059000000000000004,0.03,0.044000000000000004,7
2507,I,0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,7
2508,I,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,6
2509,I,0.415,0.315,0.09,0.3625,0.175,0.0835,0.09300000000000001,6
2510,I,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8
2511,I,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,6
2512,M,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8
2513,F,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,8
2514,I,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,8
2515,F,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,8
2516,I,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,10
2517,M,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,7
2518,M,0.5,0.4,0.13,0.7715,0.37,0.16,0.21100000000000002,8
2519,I,0.505,0.39,0.185,0.6125,0.267,0.142,0.172,7
2520,M,0.525,0.425,0.19,0.872,0.4625,0.1725,0.19899999999999998,9
2521,M,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9
2522,M,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11
2523,F,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,9
2524,M,0.58,0.46,0.18,1.145,0.48,0.27699999999999997,0.325,11
2525,M,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,9
2526,M,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9
2527,M,0.595,0.49,0.185,1.185,0.48200000000000004,0.2015,0.361,10
2528,F,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,9
2529,F,0.6,0.5,0.155,1.3319999999999999,0.6235,0.2835,0.35,8
2530,F,0.6,0.485,0.165,1.1405,0.5870000000000001,0.2175,0.28800000000000003,9
2531,M,0.605,0.475,0.175,1.2009999999999998,0.5395,0.275,0.309,10
2532,F,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,10
2533,M,0.63,0.5,0.185,1.3619999999999999,0.5785,0.3125,0.384,10
2534,M,0.64,0.585,0.195,1.6469999999999998,0.7225,0.331,0.47100000000000003,12
2535,F,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11
2536,F,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,12
2537,I,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,11
2538,M,0.66,0.535,0.2,1.791,0.733,0.318,0.54,15
2539,F,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,13
2540,F,0.675,0.55,0.175,1.689,0.6940000000000001,0.371,0.474,13
2541,F,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,9
2542,F,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,14
2543,F,0.7,0.525,0.19,1.6015,0.7070000000000001,0.365,0.43,10
2544,F,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10
2545,I,0.205,0.15,0.065,0.04,0.02,0.011000000000000001,0.013000000000000001,4
2546,I,0.225,0.17,0.07,0.0565,0.024,0.013000000000000001,0.016,4
2547,I,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,5
2548,I,0.275,0.195,0.07,0.0875,0.0345,0.022000000000000002,0.0255,4
2549,I,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5
2550,I,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,5
2551,I,0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,6
2552,I,0.31,0.225,0.075,0.155,0.065,0.037000000000000005,0.0365,6
2553,I,0.315,0.235,0.07,0.149,0.057999999999999996,0.0325,0.047,7
2554,I,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,7
2555,I,0.37,0.29,0.08,0.2545,0.10800000000000001,0.0565,0.07,6
2556,I,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,6
2557,I,0.39,0.295,0.1,0.27899999999999997,0.1155,0.059000000000000004,0.08,7
2558,I,0.405,0.31,0.065,0.3205,0.1575,0.066,0.08800000000000001,6
2559,I,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,7
2560,I,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,7
2561,I,0.44,0.345,0.115,0.545,0.26899999999999996,0.111,0.1305,6
2562,I,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,6
2563,I,0.44,0.355,0.12,0.495,0.231,0.11,0.125,7
2564,I,0.45,0.35,0.125,0.4775,0.2235,0.08900000000000001,0.11800000000000001,6
2565,I,0.45,0.35,0.12,0.46799999999999997,0.2005,0.1065,0.1325,8
2566,F,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,7
2567,F,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,6
2568,I,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,7
2569,I,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6
2570,I,0.465,0.355,0.11,0.474,0.23,0.1005,0.12,7
2571,M,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,9
2572,I,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7
2573,I,0.475,0.355,0.105,0.46799999999999997,0.201,0.1115,0.12,8
2574,M,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,8
2575,M,0.5,0.375,0.145,0.6215,0.27399999999999997,0.166,0.1485,7
2576,I,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7
2577,I,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,7
2578,M,0.515,0.395,0.12,0.6459999999999999,0.285,0.1365,0.172,9
2579,M,0.525,0.415,0.135,0.7945,0.39399999999999996,0.18899999999999997,0.20199999999999999,7
2580,M,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,8
2581,F,0.53,0.42,0.17,0.828,0.41,0.20800000000000002,0.1505,6
2582,M,0.53,0.41,0.14,0.6809999999999999,0.3095,0.1415,0.1835,6
2583,F,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,8
2584,M,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,9
2585,F,0.55,0.425,0.125,0.9640000000000001,0.5475,0.159,0.215,8
2586,F,0.555,0.425,0.14,0.963,0.44,0.22399999999999998,0.24,7
2587,F,0.57,0.445,0.15,0.995,0.504,0.185,0.2505,9
2588,F,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8
2589,M,0.575,0.45,0.155,0.948,0.429,0.20600000000000002,0.259,7
2590,F,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8
2591,F,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,8
2592,M,0.59,0.465,0.14,1.046,0.4695,0.263,0.263,7
2593,F,0.595,0.47,0.155,1.1775,0.542,0.26899999999999996,0.31,9
2594,F,0.595,0.465,0.15,1.0765,0.491,0.22,0.287,9
2595,F,0.595,0.465,0.15,1.0255,0.41200000000000003,0.2745,0.289,11
2596,F,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248,8
2597,F,0.6,0.46,0.15,1.235,0.6025,0.27399999999999997,0.29,8
2598,M,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,9
2599,M,0.61,0.48,0.15,1.1495,0.564,0.27399999999999997,0.264,8
2600,F,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,10
2601,F,0.615,0.5,0.165,1.327,0.6,0.3015,0.355,10
2602,M,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8
2603,F,0.62,0.51,0.175,1.2705,0.5415,0.32299999999999995,0.3225,9
2604,F,0.62,0.485,0.175,1.2155,0.545,0.253,0.345,10
