pagename,review,rating
Al-Koukh,مطعم ممتاز,4
Al-Koukh,جيد جدا,4
Al-Koukh,رائع,5
Al-Koukh,مكان جميل,5
Al-Koukh,رائعة,4
Al-Koukh,جيد,3
Khiam El Hanna Restaurant,مقفل منذ اكثر من ثلاث سنوات ,1
Al Sultan Restaurant,"اكل رائع ، واسعار منافسة جداً",5
Al Sultan Restaurant,مأكولات طيبة وشهية وخدمة ممتازة,5
Al Sultan Restaurant,أطيب أكلة عصافير :),5
Al Sultan Restaurant,مع الاسف لم اذهب الى هناك ☺,5
Al Sultan Restaurant,جيد جدا,4
Al Sultan Restaurant,روعة,5
Al Sultan Restaurant,رووووووعه اطيب اكل,5
Al Sultan Restaurant,غالي جدا ولا يستحق الذهاب له والجلسات عادية جدا ,1
Al Sultan Restaurant,روعه,5
Al Sultan Restaurant,جيد,5
Al Sultan Restaurant,رائع,5
Al Sultan Restaurant,مطعم السلطان مطعم عصافير,5
Al Tayeb Restaurant,طعام لذيذ جداً وخجمة ممتازة واسعار مدروسة,5
Al Tayeb Restaurant,مكان ممتاز لتناول الوجبات الخفيفة .. موقع مميز على طريق صيدا بيروت,5
Al Tayeb Restaurant,طيب الطيب,5
Al Tayeb Restaurant,"خيار جيد للأكل السريع. الطعام جيد، التشكيلة جيدة جدا والمكان متواضع",4
Al Tayeb Restaurant,الطعام جيد جدا لكن الاسعار مرتفعه بعض الشيئ,4
Al Tayeb Restaurant,مكان ممتاز للاستراحة على الطريق .. معجنات و وجبات سريعة و قهوة لذيذة,5
Al Tayeb Restaurant,جيد جدآ,5
Al Tayeb Restaurant,رائع,5
Al Tayeb Restaurant,غير شكل ولا اطيب الله يوفق,5
Al Tayeb Restaurant,مطعم رائع وممتاااااز ونظافة المطعم اهم شيئ فيه,5
Al Tayeb Restaurant,جميل,3
Al Tayeb Restaurant,احلا مطعم,5
Al Tayeb Restaurant,عائلي بإمتياز ولتذوق الأكل اللبناني الأصيل وسرعة بتلبية الطلبات,5
Al Tayeb Restaurant,مطعم ولا أروع اهم شيء النظافة,5
Al Tayeb Restaurant,رائع,4
Al Tayeb Restaurant,اكل ولا اطيب,5
Al Tayeb Restaurant,يحتاج لتحسين نكهة الطعام اكثر,3
Al Tayeb Restaurant,جيدة,5
Al Tayeb Restaurant,مكان مرتفع السعر بالنظر لباقي المطاعم المجاورة ,2
Al Tayeb Restaurant,والله اكلهن مش طيب اكتر من طيب واسم المطع صح الطيب الله ؤكون معهن يارب وانا بدعم المطاعم الطيبي متل الطيب والصوصة الله يكون معكون يا رب وبتوفيق ,5
Khalife,خدمة ممتازة وسريعة بالإضافة إلى جودة الطعام المستوفية لجميع الشروط الصحية,5
Khalife,أكثر من رائع... نظافة ونوعية ومذاق,5
Khalife,مطعم مميز بكل معنى الكلمة,5
Khalife,أكل طيب ونظيف,3
Khalife,اطيب لحمة غنم,5
Khalife,ممتاز,5
Khalife,مشاوي على انواعها ...طازجه,4
Khalife,انظف ملحمة بلبنان,5
Khalife,ممتاز,4
Khalife,رائع,4
Khalife,انظف وأطيب اكل وأحلا خدمة للزبائن,5
Khalife,اطيب اكل ,5
Khalife,ممتعة,5
Khalife,مميز ,4
Khalife,طيب,5
"Adam's Village, Eve","الاسعار مبالغ بها على مستوى الخدمة المقدمة، موقع المطعم على جوجل خاطئ . من غير اللائق اسلوب الاتاوة الذي يؤخذ عنوة بحجة صف / ايقاف السيارة! لم يلمس السيارة و لم يغسلها....و يطالب بالمال و الذريعة ليس له علاقة بالمطعم و انهم جهة منفصلة باختصار 'عيب'",2
"Adam's Village, Eve",حلوه. الاسعار اكتر من وسط اخر شي بيبعصك vallet parking ب 5000 ليش مابعرف,3
"Adam's Village, Eve",موقع رائع خدمة ممتازة نظافه وذوق راقي.لكن الأسعار مبالغ فيها,5
"Adam's Village, Eve",الأكل سيء الخدمة سيئة وما في مطعم بيحترم حالو بياخد پاركينغ ٥٠٠٠ خلاصة: لا أنصح أحد بالذهاب إلى هناك,1
"Adam's Village, Eve",مكان رائع للتسلية,5
"Adam's Village, Eve",خدمة سريعة اكل طيب,5
"Adam's Village, Eve",جيد,4
"Adam's Village, Eve",سيئ جدا,1
"Adam's Village, Eve",راع,5
"Adam's Village, Eve",عادي,2
"Adam's Village, Eve",ممتاز,5
"Adam's Village, Eve",تمام,5
Jisr Al Kadi Restaurant,كانت التجربة اكتر من رائعة,5
Jisr Al Kadi Restaurant,راقي مميز,5
Jisr Al Kadi Restaurant,مكان جميل للاستمتاع بالمناظر الخلابة,5
Jisr Al Kadi Restaurant,حلو وطبيعه بتجنن وجو عائله بامتياز,5
Jisr Al Kadi Restaurant,اجمل مكان انصح بزيارته وخدمته جيدة جدا جدا,5
Jisr Al Kadi Restaurant,هادء وجميل,5
Jisr Al Kadi Restaurant,لازم تروحو وتزوزو,5
Jisr Al Kadi Restaurant,منطقه في غاية الروعة والجمال,5
Jisr Al Kadi Restaurant,كانت التجربة اكتر من رائعة,5
Jisr Al Kadi Restaurant,راقي مميز,5
Jisr Al Kadi Restaurant,مكان هادئ,5
Jisr Al Kadi Restaurant,رووعه,5
Jisr Al Kadi Restaurant,مناخ رائع,5
Jisr Al Kadi Restaurant,لا أعلم,3
Serail El Bek Restaurant,رائع لا بل اكثر من رائع وهناك بالقرب منه يوجد جامع فخر الدين المعنى الاول وسوق قديم وساحة جميلة جدا ,5
Wadi Al Laymoun Restaurant,مكان جميل وهادئ ولكن جيب اخذ الاحتياط وجلب مبيد حشري من اجل الذباب😂,5
Wadi Al Laymoun Restaurant,لقد زرت هذا المكان وقد اعجبني كتير مكان راءع ,5
Wadi Al Laymoun Restaurant,حلوة ,5
Wadi Al Laymoun Restaurant,خدمة عادية ,3
Wadi Al Laymoun Restaurant,جيد ,5
Al Wadi Al Akhdar Restaurant,ممتاز جدا من اجل الترفيه,5
Al Wadi Al Akhdar Restaurant,جميل وهادئ,5
Al Wadi Al Akhdar Restaurant,مرحبا هاد المطعم اسمو الوادي اليمون مش الوادي الاخضر,1
Al Wadi Al Akhdar Restaurant,طبيعة جميلة ,5
Al Nahraine Restaurant,"مكان جميل وطبيعة خلابة ، المطعم لا بأس به ، الأسعار مقبولة نوعا ما ، بحاجة لعناية أكثر في دورات المياه.",4
Al Nahraine Restaurant,مكان رائع ومريح جدا جدا,1
La Ronge,روعه المكان وتميز الأداء,5
La Ronge,مكان هادئ وجميل ويطل على البحر وبيروت والخدمة فيه ممتازة وسريعة,5
La Ronge,مكان جميل لاكن لايوجد فيه كل الاطعمة,3
La Ronge,جميل جدا,5
La Ronge,بحريات جيد,3
La Ronge,جيد,2
Shawarma Al Safa,تجربة رائعة وطعم شهي,5
Shawarma Al Safa,ممتاز وشهي,5
Shawarma Al Safa,من افضل مطاعم الجبل بعمل الشورما بنوعيها لجميع,4
Shawarma Al Safa,لم اجاربة,5
Shawarma Al Safa,اللحمة شغلة ,3
Shawarma Al Safa,لذيذ,4
Shallalat Al Zarqa Restaurant,مكتن حلو في اهتمام,5
Shallalat Al Zarqa Restaurant,اكثر من رائعة,5
Shallalat Al Zarqa Restaurant,جميل والخدمة ممتازة والاكل لذيذ وفائض,5
Shallalat Al Zarqa Restaurant,ممتاز,5
Shallalat Al Zarqa Restaurant,مكان رائع .. من الأماكن الرائعة في لبنان وتستحق الزيارة ,5
Shallalat Al Zarqa Restaurant,مكان جميل,1
Shallalat Al Zarqa Restaurant,من اجمل مايكون,5
Shallalat Al Zarqa Restaurant,الطعام لذيذ و المكان رائع,4
Shallalat Al Zarqa Restaurant,"مناظر لا بأس تعكس طبيعة لبنان ولكن طريق الوصول اليه خطر جدا وغير معبده بطريقه صحيحه كما ان الجو عند المطعم ليس بجيد، رطوبه ورائحه غير محببه ",3
Shallalat Al Zarqa Restaurant,روووعة,5
Shallalat Al Zarqa Restaurant,مكان طبيعي جميل,4
Shallalat Al Zarqa Restaurant,منظر طبيعي خلاب ومكان للراحة والهدوء ,5
Shallalat Al Zarqa Restaurant,رائع,5
Shallalat Al Zarqa Restaurant,فينى نتسبح,3
Shallalat Al Zarqa Restaurant,مطعم شلالات الزرقاء بعقلين يستاهل فقط نجمتين,2
Shallalat Al Zarqa Restaurant,مطعم من الخيال,5
Shallalat Al Zarqa Restaurant,رووووووعه,5
Shallalat Nabeh Merched,خدمة سريعة. جلسة في الطبيعة. طعام مقبول,3
Shallalat Nabeh Merched,موقع جميل جدا ولكن الاسعار مرتفعة قليلا,4
Shallalat Nabeh Merched,جميل لكن يحتاج الي الاهتمام اكثر للقعدات ودراسة الاسعار ونتمنى التوفيق,3
Shallalat Nabeh Merched,مطعم رائع مكان هادئ وجميل وطبيعي,5
Shallalat Nabeh Merched,مطعم جيد مع وجود شلالات وأحواض الأسماك وأشجار جوز وزهور,3
Shallalat Nabeh Merched,مذاق لذيذ وجلسة جميلة بالتوفيق,5
Shallalat Nabeh Merched,مكان جدا جميل واتمنا الكل يزورونه,5
Shallalat Nabeh Merched,مطعم كتير راق ومؤهل جاهز لأستقبال اي عدد من الزوار فقط الطريق يلزمه شوية توسعة وارشادات على الطريق حتى تصل اليه الناس الأغراب عن المنطقة وموفقين,2
Shallalat Nabeh Merched,احلى مطعم احلى مناظر طبيعية اطيب وانظف اكل,5
Shallalat Nabeh Merched,"شي روعة ، الغداء بين المياه ، غداء طيب ، خدمة سريعة",4
Shallalat Nabeh Merched,جلسة رائعة وخدمة سريعة طعام جيد,4
Shallalat Nabeh Merched,مكان ساحر وخلاب طعام وخدمة ممتازة اسعار جدا مرتفعة غير مناسب لذوي الدخل المحدود,4
Shallalat Nabeh Merched,جمال الطبيعه والشلال والخدمه ممتازه,3
Shallalat Nabeh Merched,"في قلب الطبيعة، شلالات و نبع و جلسة رائعة",5
Shallalat Nabeh Merched,مطعم رائع لقضاء أجمل الأوقات بجانب الشلال وتحت الأشجار المعمرة ولتناول أطيب الماكولات اللبنانية بجو رومانسي مفعم بالحيوية ♡♡♡♡♡ ,5
Shallalat Nabeh Merched,الجو خرافي الاكل جدا لذيذ الاسعار مناسبة جدا المناظر رائعة جدا باحضان الشلال والطبيعة الخدمة ممتازة وسريعة,4
Shallalat Nabeh Merched,المذاق عادي الأجواء مريحه المكان محتاج تطوير,1
Shallalat Nabeh Merched,جيد,4
Shallalat Nabeh Merched,حلو والأكل عادي,3
Shallalat Nabeh Merched,مكان سياحي جميل,5
Shallalat Nabeh Merched,رائع وخدمة سريعة واطعمة ولا اشها وطبيعة خلابة ,4
Shallalat Nabeh Merched,مكان اكثر من رائع,5
Shallalat Nabeh Merched,موقع رائع وأطلاله رائعه,4
Shallalat Nabeh Merched,مكان هادى وجو لطيف,5
Shallalat Nabeh Merched,احلا عالم,5
Shallalat Nabeh Merched,عجيب ط,5
Shallalat Nabeh Merched,طعام لذيذ جداد جداد ومنظر خلاب للخايه,5
Shallalat Nabeh Merched,جنة ع الارض,5
Shallalat Nabeh Merched,جيد,5
Shallalat Nabeh Merched,نبع مرشد,5
La Vela Resto Café,مطعم كتير حلو واطلالة رائعة ع البحر ,5
La Vela Resto Café,لا لكان فاشل,2
Orchid Beach Resort,ممتاز جدا بس ما في مره وصلت خليجية إلا ما رجعو معي عبيروت 🤔,5
Orchid Beach Resort,مكان رائع ونظيف,2
Orchid Beach Resort,كتير حلو,5
Orchid Beach Resort,جيد,5
Orchid Beach Resort,منتجع واكتر ومعامله ما شفت من قبل احترام وخدمه سوبر رائع,5
Orchid Beach Resort,رائعة,5
Orchid Beach Resort,أوركيد😍 من اجمل واروع المسابح باللبنان وكل من يزوره لا بد من انه سوف يدمن عليه(إدمان)😍,5
Orchid Beach Resort,اطيب وانظف سندوش بشوف كلها,5
Orchid Beach Resort,راءع جدا,5
Orchid Beach Resort,رائع والخدمة ممتازة والنظافة ممتازة والطعام رااااائع,5
Orchid Beach Resort,ضعاف خدمة و اركيلة,2
Orchid Beach Resort,هادئ وخدمة ممتازة,5
Orchid Beach Resort,جميل,3
Orchid Beach Resort,لا باس,4
Al Mokhtar Restaurant,"أجواء رائعة و أكل مميز و لقمة لبنانية شهية، مع الطرب الأصيل..",5
Al Mokhtar Restaurant,مطعم جيد خدمة ممتازة ومأكولات لذيذة وموقف سيارة واسع ومجهز لاستقبال الاطفال ونظافة ممتازة في الصالات وفي دورات المياه…,5
Al Mokhtar Restaurant,رمزا لكرم ونوعية الاكل الجيدة والاستقبال الجيد,5
Al Mokhtar Restaurant,"مطعم راقي، واستقبال رائع وخدمة ممتازة",5
Al Mokhtar Restaurant,مطعم لطيف و مأكولات طيبه و أسعار عاديه وخدمه ممتازه,5
Al Mokhtar Restaurant,رائع خدمة جيدة طعام ممتاز اسعار مقبولة.,5
Al Mokhtar Restaurant,احببت الموقع والخدمة والاسعار,4
Al Mokhtar Restaurant,خدمه ممتازه وطعمه طيبة ومكان هادي وراقي,5
Al Mokhtar Restaurant,مطعم مازة شرقية مع صالة أفراح,5
Al Mokhtar Restaurant,اطيب اكل واحلى ناس,5
Al Mokhtar Restaurant,كتير حلو,5
Al Mokhtar Restaurant,الجودة والآصالة,5
Al Mokhtar Restaurant,قعده حلوه واكل طيب مع اركيله,5
Al Mokhtar Restaurant,اكل طيب,5
Al Mokhtar Restaurant,الخدمة ممتازة و الأكل طيب بس الأسعار غالية,2
Al Mokhtar Restaurant,فرح عرس,4
Al Mokhtar Restaurant,روعة واحسن مطعم بوجود بلال سرور,5
Al Mokhtar Restaurant,ممتاز,5
Al Mokhtar Restaurant,احلا جلسة واطيب لقمة عند المختار,4
Al Mokhtar Restaurant,ممتاز,5
Al Mokhtar Restaurant,رائع ,5
Al Mokhtar Restaurant,مكان رائع ,5
Al Mokhtar Restaurant,إلى هم ,5
Al Mokhtar Restaurant,رائع,5
Al Mokhtar Restaurant,السيد جهاد 🖒🖒🖒🖒🖒🖒🖒🖒,5
Mateam Wasalat Alshamea,خدمة جيدة في المطعم ,2
Mateam Wasalat Alshamea,مطعم ذو طعم مميز بضيعة جميلة ,3
Mateam Wasalat Alshamea,اجمل مكان بلعالم راءع ,5
Mateam Wasalat Alshamea,افضل مطعم وصالة افراح لأسرة عريقة في برجا ,5
Mateam Wasalat Alshamea,رائع ,5
Mateam Wasalat Alshamea,اكل ولا اروع وانصح الكل بذهاب الى مطعم وصالة الشمعة ,5
Al Chalouf Restaurant,"المكان رائع يقع على مكان مشرف. الطعام رائع وكذلك العاملين فيه، السعر متوسط",4
Al Chalouf Restaurant,مميز يمكنك بواسطته الاستمتاع بيوم جميل,5
Al Chalouf Restaurant,أطيب لقمة وأحلا جلسة,5
Al Chalouf Restaurant,طعام جيد اسعار معقولة,5
Al Chalouf Restaurant,جيد جدا,5
Al Chalouf Restaurant,أسوأ مطعم في لبنان تبوله بايته فتوش كله سماق بابا غنوج مع بصل طالعه ريحته / الاولاد اكلوا اسكلوب طلع طعمتوا جلد الدجاج مقرف وبايت للحقيقة ما فينا نقول شي عن البطاطا المقليه وما لازم ننسى الهندبه معفنه مع العلم انك بحاجه لموعد وحجز مسبق ومش فهمانين على شو,1
Al Chalouf Restaurant,اني اعمل في هذا المطعم,5
Al Chalouf Restaurant,اطيب اكل,5
Al Chalouf Restaurant,اطلالة رائعة,3
Al Chalouf Restaurant,مطعم راقي جداً,4
Al Chalouf Restaurant,مخايل سليم الحداد,2
Abou Ataya Restaurant,اطيب اكل واهلا جلسة,5
Abou Ataya Restaurant,حبيت كتير لخدمات يلي بيقدما ولأرغيلي طيبي كتير ولسلاد ولبيتزا شي رائع .أنا بدعو لجميع يجي يعيش رحلة لطبيعيه ولجو لحلو ولأكل لطيب عند مطعم وكافيه أبو عطايا.....,5
Abou Ataya Restaurant,شي حلو كتير,5
Taracina,مطعم مرتب وخرج سهرات وعندو امكانيو استقبال افراح,3
Taracina,مطعم وقهوة كثير رواق وحلوة و طلبات طيبة وخصوصا milkshake lots,5
Taracina,مكان راقي وخدمة ممتازة,5
Taracina,الخدمة ممتازة والمكان هادئ وجميل ونظيف وفقكم الله والى الامام,5
Taracina,كتير حلو واكلو طيب,4
Taracina,قعدة رواق ... رائعة,5
Taracina,جلسات مريحه وأجواء راقيه,4
Taracina,اجمل ارغيلة وقعده,5
Taracina,كتيرر حلووو,5
Taracina,ممتعة,3
Taracina,جرب وما بتندم,5
Sakhret Al Shallal,منظر راءىع قرب الشلال ومأكولات شهية,4
Sakhret Al Shallal,ممتاز,5
Sakhret Al Shallal,"Worse place ever , bad service , rude waiters , food was mixed up, wanted to fight us over a stupid salad , which he was mistaken , didn't even apologise for it , they are the worst , next time I'm hungry I rather eat myself مكان أسوأ من أي وقت مضى، خدمة سيئة، النوادل وقحا، تم خلط الطعام حتى، أراد أن يقاتلنا على سلطة غبية، الذي كان مخطئا، و لم يعتذار عن ذلك، لا انصح احد بهذا المكان ",1
Sakhret Al Shallal,جلسة رائعة. أكل ممتاز,4
Sakhret Al Shallal,جزين و مطاعمها المطلة على الشلال تستحق الزيارة. ..رووووعة,5
Sakhret Al Shallal,أعمل لدى صخرة الشلال,5
Sakhret Al Shallal,بطاطا حرة ومقانق,5
Atyab Aklee,ولا اكلة طيبة ,1
Atyab Aklee,مطعم .. يقدم وجبات جيدا ,5
Atyab Aklee,اطيب اكلة ,5
Atyab Aklee,انى الطعام الذيذن جدن الا يمكنني المقاوما اطيب اكلا وبس ,5
Eat Vite,مكان رائع وجميل للغايه,5
Eat Vite,هو سناك مطعم وجبات سريعة,3
Eat Vite,الطعام رائع والخدمه اروع,5
Eat Vite,ان طعامه لذيذ ونظيف,5
Eat Vite,هذه ااأشياء رإعا,5
Eat Vite,جيد جداً,5
Eat Vite,اسعار جيدة,5
Eat Vite,غالي,4
Eat Vite,ممناز,5
Eat Vite,الأسعار صارت خياليه حاسس حالي بال داون تاون يمكن الداون تاون اسعارون ارخص يعني ازا بدي اكول كل يوم وجبه وحده بدي 500.000 بالشهر,1
Eat Vite,أطيب وأنضف أكل,5
Eat Vite,نصيحتي الوحيدة أنه مطعم جميل ورائع بكل ماأعنيه من كلمة مطعم جداً رائع في كل مافيه سواءً كان المأكولات البحرية والأركيلة والمشروبات مطعم الكابتن اسم ع مسما Captain إطلالة أمام البحر وأجواء في منتهى الروعة,5
Eat Vite,"المعاملة جيدة والاكل جيد ماعدا الصيادية بلا طعم والهندبة غير مصفاة جيدا ، وعندما سألنا العامل قال: هكذا يتم تحضيرها عندنا، مع العلم أننا زبائن المطعم ونعلم جيدا مهارة الطباخين فيه !!!",2
Eat Vite,مطعم جميل بإطلالته البحرية,5
Eat Vite,شكرا لحسن الضيافة وطيب الطعام,4
Eat Vite,كان عشاء رائع أسماك متنوعه وإستقبال مميز وعازف عود مميز,5
Eat Vite,مطعم ممتاز وخدمه جيده,5
Eat Vite,جيدة افضل طبق هو البايلا,3
Eat Vite,اكل طيب لكن السعر غالي,3
Eat Vite,صالة ابو لونا مؤيد الاسمر,1
Eat Vite,جميل,3
Eat Vite,برنامج ممتاز,5
Eat Vite,هذا المطعم من أفضل مطاعم العالم خدماته ممتازة وطعام لذيذ جدا و موقع ممتاز اطلالة رائع,5
Eat Vite,خدمه سريعه واكل ممتاز👍👍,5
Eat Vite,لايرجد موقف لسيارات,3
Eat Vite,مكان روعه وأكله ولا اشهى ,4
Eat Vite,مطعم رائع خدمة سريعة ولديه طعام ممتاز ,5
Eat Vite,ممتاز وخدمة جيدة,5
Eat Vite,الطعام ممتاز والجميل نظافة وترحيب كل شيءممتاز ,4
Eat Vite,عسسل,5
Saida Rest House,المكان جيد جدا من كل النواحي العاملين ونوع الاكل المتنوع والخدمه والمنظر الرائع ع البحر ,4
Saida Rest House,مكان جميل ومنظر رائع أمام البحر… لكن هذا وحده لا يكفي لأن الطعام سيّء لا طعم له… أسعار الطعام جيّدة نوعا ما ولكن المشروبات غالية جدا خاصة عندما تكون مجبر على دفع سعر قنينة الماء الغالية التي لم تطلبها 5000 ل.ل. تنكة السفن أب 5000ل.ل… موقف السيارة من قبل الفاليه باركينغ محدد ب 5000ل.ل. لمجرد أنه حرك السيارة 10 أمتار… وضع هالمطعم مثل وضع البلد تشبيح وضحك عالناس… كانت أول وآخر مرة لا أنصح أحد بالذهاب الى هناك.,1
Saida Rest House,جو ولا أحلى على شط البحر و أكل طيب,5
Saida Rest House,"هذا المكان مريح للنظر فهو مطل مباشرة على البحر ، والخدمات ممتازة ،والأهم من ذلك فهي اللقمة الطيبة والذوق اللبناني المتميز في المطبخ الشرقي . ",5
Saida Rest House,في لبنان لا يوجد امان,5
Saida Rest House,عادي مافي شي مميز,2
Saida Rest House,كان جميل جدا ومنظر مريح للنظر مع قلعة صيدا وبحرها,5
Saida Rest House,مكان جميل جدا ,5
ZAWAT RESTAURANT,انا ما بعرف ليه بيعملوا دعايات كاذبة و ببعتلو عن مراتون اكل و اخر شي بيطلع انه من عندهم فيك تشوف المراتون في صيدا. و انا رأيي انه هو أفشل مطعم ب لبنان و ما في مصداقية,1
ZAWAT RESTAURANT,الطعام والشراب لذيذ جداً,5
ZAWAT RESTAURANT,"جميل جدا ك مكان وك معاملة، لكن بعض النادلين معاملتهم غير جيدة.",4
ZAWAT RESTAURANT,"مطعم راقي ومميز وأطباقه شهية ومنوعة وفيه قاعات واسعة تناسب إقامة الحفلات على أنواعها، يقع على الكورنيش البحري مقابل القلعة البحرية في مدينة صيدا عاصمة جنوب لبنان.",5
ZAWAT RESTAURANT,مطعم ممتاز وخدمة ممتازه,5
ZAWAT RESTAURANT,انه مكان رائع بالخدمة والاكل اللبناني الشهي واطلالته البحريه الرائعه مقابل القلعة الأثريه انصحكم بزيارته..,5
ZAWAT RESTAURANT,مطعم فاخر مكان جميل وطعام شهي وإشراف رائع,5
ZAWAT RESTAURANT,مكان جدا رائع,5
ZAWAT RESTAURANT,و طاقم عمل جيد جدا,4
ZAWAT RESTAURANT,كان اسوا مكان تناولنا فبه الافطار هذه السنة,1
ZAWAT RESTAURANT,مميز,5
ZAWAT RESTAURANT,أجمل مطل في مقابل الشاطيء والقلعه البحريه بالإضافة إلى اللقمة الطيبة التي يحبها اللبنانيين .,5
ZAWAT RESTAURANT,احلى جو واطيب لقمة على شط البحر طلة بطير العقل وكل يلي بيشتغلو عندو مهزبين,5
ZAWAT RESTAURANT,"رائع جدا منذ أيام كنت فيه، إطلالة ساحرة",5
ZAWAT RESTAURANT,مكان جميل جدا,5
ZAWAT RESTAURANT,طعام شهي وبأسعار تنافسية,5
ZAWAT RESTAURANT,موقع رائع على البحر ومكان مفعم بالحيوية ووجبات رائعه,5
ZAWAT RESTAURANT,غالي جدا,1
ZAWAT RESTAURANT,الخدمة ممتازة... مع نكهة رائعة في الأكل والاطلالة المميزة علي قلعة صيدا البحرية,5
ZAWAT RESTAURANT,خدمة سيئة,1
ZAWAT RESTAURANT,خدمة صفر,2
ZAWAT RESTAURANT,مكان راقي Taste ,5
ZAWAT RESTAURANT,ممتاز,5
ZAWAT RESTAURANT,جيد,1
ZAWAT RESTAURANT,مكان واطلالة جميلة ,3
ZAWAT RESTAURANT,مطعم وكافي الزوات صيدا مقابل القلعه,4
ZAWAT RESTAURANT,رائع,5
Beit Al Samak,طعام ممتاز والمكان ممتاز والعاملين مهذبين واخلاق واسعار جيده.,5
Beit Al Samak,طعام لذيذ جدا وخدمه ممتازه,5
Beit Al Samak,بتمنالك التوفيق ودائما إلى الأفضل مطعم بيت السمك أفضل واطيب سمك أكلت بحياتي بتمنالك التوفيق ناصر الحلبي,5
Beit Al Samak,الطعم لذيذ لكن الاسعار غالية جدا ومبالغ فيها.,3
Beit Al Samak,"الخدمه سيئه وبطيئة جدا ، الطعام لابأس به ليس بتلك الجودة ، المكان سيئ لاتوجد مراوح للتبريد كافية",1
Beit Al Samak,"احلي واجمل سمك اكلنا، تعالي افتح فرع في مصر",5
Beit Al Samak,خدمة وسعر سيء تماما,1
Beit Al Samak,تلعب نفسية المكان ( الموقع .. الخدمة .. الطبخ اللذيذ ) على شهية الزائر لياكل اطيب سمك ويتلذذ به ويقصده حتى لو كان من منطقة ثانية ... شكرا لبيت السمك وانصح الجميع بزيارته ☺,5
Beit Al Samak,أكل سيء و خدمه أسوء,1
Beit Al Samak,احله مطعم واطيب سمك,5
Beit Al Samak,غالي ومش واو الاكل عنده بصراحة فكرته حلوه بس بدها تطوير اكثر ,1
Beit Al Samak,غير متكافئ,1
Beit Al Samak,جيد,5
Beit Al Samak,جيد,5
Beit Al Samak,بالغنى عن التعريف .. الاول,5
Beit Al Samak,السمك طازج الطعم كتير طيب ,5
Beit Al Samak,لقمة طيبة,5
Beit Al Samak,صيدا,5
Beit Al Samak,صيدا,5
Beit Al Samak,نعم,1
Beit Al Samak,ممتاز,5
Beit Al Samak,منيح,1
Beit Al Samak,مطعم بيت السمك صيدا,4
Wadi Achmoun,روعة روعة روعة كيف بدي ومنين بدي بالش الاكل والشرب والاصناف والموظفون وعلى راسهم الادارة شيئ رائع المسرح متناغم مع الموسيقى الخلابة واطلالة رائعة على النهر صالة مغلقة للشتاء دافئة وتراس خارجي للصيف بارد على ضفاف نهر الاولي في صيدا .... مطعم وادي اشمون تجربة انصح بها كل من يبحس عن الاناقة والمثالية في كل شيئ حتى الاسعار,5
Wadi Achmoun,جلسه رائعه,5
Wadi Achmoun,لا بأس,1
Wadi Achmoun,مكان رائع واكل طيب,5
Wadi Achmoun,روووووعة المنظر في مطعم وادي اشمون ,5
Wadi Achmoun,سى جدا جدا جدا,1
Wadi Achmoun,رائع ,5
Wadi Achmoun,مطعم وادي اشون الاولي صيدا,4
Pizza Hut,خدمه سيئة اكل سيء,1
Pizza Hut,مناسب جدا للاطفال فيه صالة العاب جميلة,4
Pizza Hut,البطاطا بالسلاد بار قديمة,1
El Baba Restaurant,مطعم مميز لتقديم الوجبات السريعه واسعاره معقوله والعاملين فيه رائعين.,5
El Baba Restaurant,مطعم ممتاز يقدم الوجبات السريعة باسعار معقولة ,5
El Baba Restaurant,مطعم شاورما تركي صيني دجاج لحمة ,5
El Baba Restaurant,مميز ,5
Al Nabulsi Butcher And Restaurant,سيئ بكل معنى الكلمة ,1
Al Nabulsi Butcher And Restaurant,اسعار جيدة,5
Al Nabulsi Butcher And Restaurant,دجاج لزيز جدا,5
Al Nabulsi Butcher And Restaurant,لا بأس,3
Al Nabulsi Butcher And Restaurant,لذيذة,5
Al Nabulsi Butcher And Restaurant,نتغدا عندها اوقات,5
Al Nabulsi Butcher And Restaurant,يا حلاوة,5
Al Nabulsi Butcher And Restaurant,يمي يمي 76040182 ,5
Pepo's,جربت كثير اكل عدهن من اطيب مطاعم الهامبرغر بصيدا,5
Pepo's,"اطيب ما قد تتذوقه من الهامبرغر ، انصحكم بتناول فقط الهامبرغ فانا افضلها عن الوجبات الباقية التي لديه فهي تتفوق على كامل اللائحة. ليس هناك خدمة على الطاولات لكنها نظيفة دائما. جو جميل مكان قريب بحاجة الى يافطة اخرى عند الاتوستراد.",4
Pepo's,وجبات مميزة واسعار تناسب الجميع,5
Pepo's,جيد,5
Pepo's,رائع,5
Pepo's,روعة,5
Pepo's,رائعه,5
Pepo's,نظافه و ترتيب و حسن ضيافه + الأخلاق و المعامله مع الزبون ... بالتقدم المزدهر pepo's dinar,5
Pepo's,ممتاز,4
Pepo's,اسعاره مقبولة,5
Al Baba (El Papitto) Restaurant,عنوان الاكل بصيدا,5
Al Baba (El Papitto) Restaurant,ماشاء الله تبارك الله,5
Al Baba (El Papitto) Restaurant,طيب,5
Shawarma w Saj,هذا المكان طعامه رائع ولذيذ جدا جدا أحبه😘,5
Shawarma w Saj,طعم طيب... نظافة ....وذوق ....واسعار مقبولة,5
Shawarma w Saj,مطعم ممتاز ديكور جميل وأداره ناجحة تسلم ايدكم,3
Shawarma w Saj,ممتاز,5
Shawarma w Saj,ييمممم رائعه,5
