,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
11105,11106,12-04-2012,2,1,4,22,0,4,1,1,0.42,0.4242,0.35,0.19399999999999998,15,143,158
11106,11107,12-04-2012,2,1,4,23,0,4,1,1,0.42,0.4242,0.35,0.19399999999999998,8,86,94
11107,11108,13-04-2012,2,1,4,0,0,5,1,1,0.4,0.4091,0.37,0.2537,14,41,55
11108,11109,13-04-2012,2,1,4,1,0,5,1,1,0.36,0.3485,0.46,0.19399999999999998,2,28,30
11109,11110,13-04-2012,2,1,4,2,0,5,1,1,0.34,0.3333,0.49,0.19399999999999998,6,5,11
11110,11111,13-04-2012,2,1,4,3,0,5,1,1,0.34,0.3333,0.61,0.1642,3,8,11
11111,11112,13-04-2012,2,1,4,4,0,5,1,2,0.34,0.3333,0.53,0.1343,1,4,5
11112,11113,13-04-2012,2,1,4,5,0,5,1,2,0.34,0.3333,0.53,0.1642,2,19,21
11113,11114,13-04-2012,2,1,4,6,0,5,1,1,0.32,0.3182,0.57,0.1642,0,84,84
11114,11115,13-04-2012,2,1,4,7,0,5,1,1,0.34,0.3182,0.61,0.2239,13,283,296
11115,11116,13-04-2012,2,1,4,8,0,5,1,1,0.38,0.3939,0.46,0.1642,24,539,563
11116,11117,13-04-2012,2,1,4,9,0,5,1,1,0.42,0.4242,0.41,0.1642,36,294,330
11117,11118,13-04-2012,2,1,4,10,0,5,1,1,0.44,0.4394,0.38,0.19399999999999998,59,133,192
11118,11119,13-04-2012,2,1,4,11,0,5,1,1,0.46,0.4545,0.36,0.1343,75,158,233
11119,11120,13-04-2012,2,1,4,12,0,5,1,1,0.5,0.4848,0.31,0.0,104,218,322
11120,11121,13-04-2012,2,1,4,13,0,5,1,1,0.52,0.5,0.27,0.2836,112,246,358
11121,11122,13-04-2012,2,1,4,14,0,5,1,1,0.52,0.5,0.27,0.0,125,223,348
11122,11123,13-04-2012,2,1,4,15,0,5,1,1,0.54,0.5152,0.28,0.2537,115,237,352
11123,11124,13-04-2012,2,1,4,16,0,5,1,1,0.56,0.5303,0.26,0.2537,113,350,463
11124,11125,13-04-2012,2,1,4,17,0,5,1,1,0.56,0.5303,0.24,0.1642,117,621,738
11125,11126,13-04-2012,2,1,4,18,0,5,1,1,0.54,0.5152,0.26,0.1343,107,564,671
11126,11127,13-04-2012,2,1,4,19,0,5,1,1,0.54,0.5152,0.24,0.1642,75,352,427
11127,11128,13-04-2012,2,1,4,20,0,5,1,1,0.5,0.4848,0.29,0.1343,44,242,286
11128,11129,13-04-2012,2,1,4,21,0,5,1,1,0.5,0.4848,0.36,0.0,36,153,189
11129,11130,13-04-2012,2,1,4,22,0,5,1,1,0.44,0.4394,0.62,0.1045,34,181,215
11130,11131,13-04-2012,2,1,4,23,0,5,1,1,0.42,0.4242,0.62,0.0896,35,163,198
11131,11132,14-04-2012,2,1,4,0,0,6,0,1,0.4,0.4091,0.58,0.1343,11,85,96
11132,11133,14-04-2012,2,1,4,1,0,6,0,1,0.4,0.4091,0.58,0.1343,10,60,70
11133,11134,14-04-2012,2,1,4,2,0,6,0,1,0.38,0.3939,0.66,0.1343,3,53,56
11134,11135,14-04-2012,2,1,4,3,0,6,0,1,0.36,0.3636,0.66,0.0896,6,26,32
11135,11136,14-04-2012,2,1,4,4,0,6,0,1,0.36,0.3636,0.71,0.1045,5,9,14
11136,11137,14-04-2012,2,1,4,5,0,6,0,1,0.36,0.3636,0.66,0.1045,2,5,7
11137,11138,14-04-2012,2,1,4,6,0,6,0,1,0.34,0.3333,0.76,0.1642,2,19,21
11138,11139,14-04-2012,2,1,4,7,0,6,0,1,0.36,0.3636,0.71,0.1045,8,56,64
11139,11140,14-04-2012,2,1,4,8,0,6,0,1,0.36,0.3485,0.71,0.1343,24,136,160
11140,11141,14-04-2012,2,1,4,9,0,6,0,1,0.42,0.4242,0.54,0.1343,59,206,265
11141,11142,14-04-2012,2,1,4,10,0,6,0,1,0.46,0.4545,0.51,0.1642,139,267,406
11142,11143,14-04-2012,2,1,4,11,0,6,0,1,0.52,0.5,0.45,0.19399999999999998,207,357,564
11143,11144,14-04-2012,2,1,4,12,0,6,0,1,0.58,0.5455,0.35,0.2537,274,404,678
11144,11145,14-04-2012,2,1,4,13,0,6,0,1,0.62,0.6212,0.33,0.2985,308,370,678
11145,11146,14-04-2012,2,1,4,14,0,6,0,2,0.64,0.6212,0.27,0.4478,288,372,660
11146,11147,14-04-2012,2,1,4,15,0,6,0,2,0.64,0.6212,0.27,0.3582,311,347,658
11147,11148,14-04-2012,2,1,4,16,0,6,0,2,0.64,0.6212,0.27,0.3582,253,329,582
11148,11149,14-04-2012,2,1,4,17,0,6,0,2,0.62,0.6212,0.33,0.2537,251,309,560
11149,11150,14-04-2012,2,1,4,18,0,6,0,2,0.62,0.6212,0.35,0.2239,197,284,481
11150,11151,14-04-2012,2,1,4,19,0,6,0,2,0.6,0.6212,0.4,0.1642,163,296,459
11151,11152,14-04-2012,2,1,4,20,0,6,0,2,0.56,0.5303,0.46,0.1343,112,209,321
11152,11153,14-04-2012,2,1,4,21,0,6,0,2,0.56,0.5303,0.43,0.1343,53,167,220
11153,11154,14-04-2012,2,1,4,22,0,6,0,2,0.54,0.5152,0.52,0.1642,64,148,212
11154,11155,14-04-2012,2,1,4,23,0,6,0,2,0.54,0.5152,0.56,0.19399999999999998,45,151,196
11155,11156,15-04-2012,2,1,4,0,0,0,0,2,0.54,0.5152,0.56,0.19399999999999998,30,94,124
11156,11157,15-04-2012,2,1,4,1,0,0,0,2,0.54,0.5152,0.56,0.1642,17,89,106
11157,11158,15-04-2012,2,1,4,2,0,0,0,2,0.54,0.5152,0.56,0.1045,20,54,74
11158,11159,15-04-2012,2,1,4,3,0,0,0,2,0.52,0.5,0.59,0.1343,18,27,45
11159,11160,15-04-2012,2,1,4,4,0,0,0,2,0.54,0.5152,0.52,0.0,2,10,12
11160,11161,15-04-2012,2,1,4,5,0,0,0,1,0.5,0.4848,0.68,0.1642,4,6,10
11161,11162,15-04-2012,2,1,4,6,0,0,0,1,0.5,0.4848,0.63,0.1343,5,11,16
11162,11163,15-04-2012,2,1,4,7,0,0,0,1,0.5,0.4848,0.63,0.1045,16,30,46
11163,11164,15-04-2012,2,1,4,8,0,0,0,1,0.52,0.5,0.59,0.0,33,64,97
11164,11165,15-04-2012,2,1,4,9,0,0,0,1,0.54,0.5152,0.56,0.2239,97,154,251
11165,11166,15-04-2012,2,1,4,10,0,0,0,1,0.58,0.5455,0.53,0.2239,186,235,421
11166,11167,15-04-2012,2,1,4,11,0,0,0,1,0.62,0.6212,0.46,0.2985,227,301,528
11167,11168,15-04-2012,2,1,4,12,0,0,0,1,0.64,0.6212,0.44,0.2836,275,360,635
11168,11169,15-04-2012,2,1,4,13,0,0,0,1,0.66,0.6212,0.44,0.2836,298,383,681
11169,11170,15-04-2012,2,1,4,14,0,0,0,1,0.7,0.6364,0.39,0.2836,282,346,628
11170,11171,15-04-2012,2,1,4,15,0,0,0,1,0.7,0.6364,0.39,0.3881,266,351,617
11171,11172,15-04-2012,2,1,4,16,0,0,0,1,0.72,0.6515,0.39,0.3582,286,330,616
11172,11173,15-04-2012,2,1,4,17,0,0,0,1,0.7,0.6364,0.42,0.3284,262,361,623
11173,11174,15-04-2012,2,1,4,18,0,0,0,1,0.7,0.6364,0.42,0.2537,184,295,479
11174,11175,15-04-2012,2,1,4,19,0,0,0,1,0.7,0.6364,0.42,0.2537,114,265,379
11175,11176,15-04-2012,2,1,4,20,0,0,0,1,0.64,0.6212,0.5,0.2239,86,205,291
11176,11177,15-04-2012,2,1,4,21,0,0,0,1,0.62,0.6212,0.57,0.2537,76,153,229
11177,11178,15-04-2012,2,1,4,22,0,0,0,1,0.68,0.6364,0.44,0.3582,37,97,134
11178,11179,15-04-2012,2,1,4,23,0,0,0,1,0.66,0.6212,0.5,0.3881,25,65,90
11179,11180,16-04-2012,2,1,4,0,1,1,0,1,0.64,0.6212,0.53,0.3284,15,26,41
11180,11181,16-04-2012,2,1,4,1,1,1,0,1,0.62,0.6061,0.61,0.3582,7,21,28
11181,11182,16-04-2012,2,1,4,2,1,1,0,1,0.6,0.6061,0.64,0.2537,5,9,14
11182,11183,16-04-2012,2,1,4,3,1,1,0,1,0.58,0.5455,0.68,0.19399999999999998,3,5,8
11183,11184,16-04-2012,2,1,4,4,1,1,0,1,0.54,0.5152,0.77,0.2239,0,6,6
11184,11185,16-04-2012,2,1,4,5,1,1,0,1,0.54,0.5152,0.77,0.2239,4,34,38
11185,11186,16-04-2012,2,1,4,6,1,1,0,1,0.52,0.5,0.83,0.1642,10,123,133
11186,11187,16-04-2012,2,1,4,7,1,1,0,1,0.52,0.5,0.83,0.1343,20,367,387
11187,11188,16-04-2012,2,1,4,8,1,1,0,2,0.56,0.5303,0.83,0.1642,48,549,597
11188,11189,16-04-2012,2,1,4,9,1,1,0,1,0.62,0.6061,0.69,0.2239,59,238,297
11189,11190,16-04-2012,2,1,4,10,1,1,0,1,0.62,0.6061,0.69,0.2537,75,149,224
11190,11191,16-04-2012,2,1,4,11,1,1,0,1,0.64,0.6061,0.65,0.2537,115,136,251
11191,11192,16-04-2012,2,1,4,12,1,1,0,1,0.68,0.6364,0.57,0.2537,75,196,271
11192,11193,16-04-2012,2,1,4,13,1,1,0,1,0.74,0.6667,0.45,0.2985,79,184,263
11193,11194,16-04-2012,2,1,4,14,1,1,0,1,0.76,0.6818,0.45,0.3284,105,183,288
11194,11195,16-04-2012,2,1,4,15,1,1,0,1,0.8,0.6970000000000001,0.33,0.4478,81,194,275
11195,11196,16-04-2012,2,1,4,16,1,1,0,1,0.8,0.6970000000000001,0.33,0.4627,92,266,358
11196,11197,16-04-2012,2,1,4,17,1,1,0,1,0.8,0.6970000000000001,0.33,0.3881,111,601,712
11197,11198,16-04-2012,2,1,4,18,1,1,0,1,0.8,0.6970000000000001,0.31,0.3881,87,589,676
11198,11199,16-04-2012,2,1,4,19,1,1,0,1,0.76,0.6667,0.35,0.3881,61,461,522
11199,11200,16-04-2012,2,1,4,20,1,1,0,1,0.74,0.6515,0.37,0.2985,48,327,375
11200,11201,16-04-2012,2,1,4,21,1,1,0,1,0.68,0.6364,0.51,0.2537,39,232,271
11201,11202,16-04-2012,2,1,4,22,1,1,0,1,0.68,0.6364,0.51,0.2537,35,179,214
11202,11203,16-04-2012,2,1,4,23,1,1,0,1,0.7,0.6364,0.45,0.2985,24,97,121
11203,11204,17-04-2012,2,1,4,0,0,2,1,1,0.66,0.6212,0.54,0.19399999999999998,10,33,43
11204,11205,17-04-2012,2,1,4,1,0,2,1,1,0.64,0.6212,0.57,0.1642,6,5,11
11205,11206,17-04-2012,2,1,4,2,0,2,1,1,0.56,0.5303,0.83,0.1045,1,3,4
11206,11207,17-04-2012,2,1,4,3,0,2,1,1,0.56,0.5303,0.83,0.0896,0,6,6
11207,11208,17-04-2012,2,1,4,4,0,2,1,1,0.66,0.6212,0.44,0.2239,3,6,9
11208,11209,17-04-2012,2,1,4,5,0,2,1,1,0.6,0.6212,0.53,0.2537,1,29,30
11209,11210,17-04-2012,2,1,4,6,0,2,1,1,0.6,0.6212,0.46,0.2537,8,136,144
11210,11211,17-04-2012,2,1,4,7,0,2,1,1,0.6,0.6212,0.43,0.2537,18,443,461
11211,11212,17-04-2012,2,1,4,8,0,2,1,1,0.6,0.6212,0.43,0.2239,42,631,673
11212,11213,17-04-2012,2,1,4,9,0,2,1,1,0.6,0.6212,0.38,0.4925,71,329,400
11213,11214,17-04-2012,2,1,4,10,0,2,1,1,0.6,0.6212,0.38,0.4179,52,165,217
11214,11215,17-04-2012,2,1,4,11,0,2,1,1,0.6,0.6212,0.33,0.4179,65,174,239
11215,11216,17-04-2012,2,1,4,12,0,2,1,1,0.6,0.6212,0.33,0.3582,65,179,244
11216,11217,17-04-2012,2,1,4,13,0,2,1,1,0.62,0.6212,0.29,0.2537,52,187,239
11217,11218,17-04-2012,2,1,4,14,0,2,1,1,0.64,0.6212,0.27,0.2836,59,198,257
11218,11219,17-04-2012,2,1,4,15,0,2,1,1,0.66,0.6212,0.24,0.3284,91,217,308
11219,11220,17-04-2012,2,1,4,16,0,2,1,1,0.68,0.6212,0.22,0.3582,50,320,370
11220,11221,17-04-2012,2,1,4,17,0,2,1,1,0.64,0.6061,0.25,0.2985,108,673,781
11221,11222,17-04-2012,2,1,4,18,0,2,1,1,0.64,0.6061,0.25,0.2836,105,670,775
11222,11223,17-04-2012,2,1,4,19,0,2,1,1,0.6,0.6061,0.26,0.2537,73,464,537
11223,11224,17-04-2012,2,1,4,20,0,2,1,1,0.6,0.6061,0.23,0.2836,44,358,402
11224,11225,17-04-2012,2,1,4,21,0,2,1,1,0.56,0.5303,0.26,0.2985,37,260,297
11225,11226,17-04-2012,2,1,4,22,0,2,1,1,0.54,0.5152,0.3,0.2537,18,144,162
11226,11227,17-04-2012,2,1,4,23,0,2,1,1,0.54,0.5152,0.32,0.2239,10,72,82
11227,11228,18-04-2012,2,1,4,0,0,3,1,1,0.54,0.5152,0.32,0.1642,3,35,38
11228,11229,18-04-2012,2,1,4,1,0,3,1,1,0.52,0.5,0.34,0.19399999999999998,1,13,14
11229,11230,18-04-2012,2,1,4,2,0,3,1,2,0.5,0.4848,0.42,0.19399999999999998,1,8,9
11230,11231,18-04-2012,2,1,4,3,0,3,1,2,0.5,0.4848,0.42,0.2239,0,6,6
11231,11232,18-04-2012,2,1,4,4,0,3,1,2,0.5,0.4848,0.42,0.2836,0,7,7
11232,11233,18-04-2012,2,1,4,5,0,3,1,2,0.5,0.4848,0.39,0.2836,0,34,34
11233,11234,18-04-2012,2,1,4,6,0,3,1,2,0.5,0.4848,0.39,0.2836,6,128,134
11234,11235,18-04-2012,2,1,4,7,0,3,1,2,0.5,0.4848,0.39,0.19399999999999998,10,408,418
11235,11236,18-04-2012,2,1,4,8,0,3,1,3,0.5,0.4848,0.39,0.19399999999999998,25,551,576
11236,11237,18-04-2012,2,1,4,9,0,3,1,3,0.48,0.4697,0.44,0.2985,20,245,265
11237,11238,18-04-2012,2,1,4,10,0,3,1,3,0.48,0.4697,0.47,0.2239,31,116,147
11238,11239,18-04-2012,2,1,4,11,0,3,1,3,0.46,0.4545,0.47,0.2537,14,105,119
11239,11240,18-04-2012,2,1,4,12,0,3,1,3,0.46,0.4545,0.51,0.1045,15,95,110
11240,11241,18-04-2012,2,1,4,13,0,3,1,3,0.46,0.4545,0.59,0.0,13,51,64
11241,11242,18-04-2012,2,1,4,14,0,3,1,3,0.44,0.4394,0.72,0.1045,8,43,51
11242,11243,18-04-2012,2,1,4,15,0,3,1,3,0.42,0.4242,0.77,0.19399999999999998,10,88,98
11243,11244,18-04-2012,2,1,4,16,0,3,1,2,0.42,0.4242,0.77,0.2239,36,199,235
11244,11245,18-04-2012,2,1,4,17,0,3,1,2,0.42,0.4242,0.77,0.19399999999999998,46,442,488
11245,11246,18-04-2012,2,1,4,18,0,3,1,2,0.42,0.4242,0.77,0.0,27,478,505
11246,11247,18-04-2012,2,1,4,19,0,3,1,2,0.42,0.4242,0.77,0.1343,26,342,368
11247,11248,18-04-2012,2,1,4,20,0,3,1,2,0.42,0.4242,0.77,0.1045,8,252,260
11248,11249,18-04-2012,2,1,4,21,0,3,1,2,0.42,0.4242,0.82,0.0896,24,165,189
11249,11250,18-04-2012,2,1,4,22,0,3,1,2,0.42,0.4242,0.77,0.0896,9,153,162
11250,11251,18-04-2012,2,1,4,23,0,3,1,2,0.42,0.4242,0.77,0.0,14,56,70
11251,11252,19-04-2012,2,1,4,0,0,4,1,3,0.42,0.4242,0.77,0.0,5,20,25
11252,11253,19-04-2012,2,1,4,1,0,4,1,3,0.42,0.4242,0.77,0.1045,2,11,13
11253,11254,19-04-2012,2,1,4,2,0,4,1,2,0.42,0.4242,0.77,0.0,2,4,6
11254,11255,19-04-2012,2,1,4,3,0,4,1,2,0.42,0.4242,0.77,0.0,1,3,4
11255,11256,19-04-2012,2,1,4,4,0,4,1,2,0.42,0.4242,0.71,0.0,0,4,4
11256,11257,19-04-2012,2,1,4,5,0,4,1,1,0.4,0.4091,0.82,0.0,0,30,30
11257,11258,19-04-2012,2,1,4,6,0,4,1,2,0.4,0.4091,0.82,0.1045,4,116,120
11258,11259,19-04-2012,2,1,4,7,0,4,1,2,0.4,0.4091,0.82,0.1343,15,391,406
11259,11260,19-04-2012,2,1,4,8,0,4,1,2,0.42,0.4242,0.82,0.1045,26,651,677
11260,11261,19-04-2012,2,1,4,9,0,4,1,2,0.46,0.4545,0.72,0.0,31,270,301
11261,11262,19-04-2012,2,1,4,10,0,4,1,1,0.48,0.4697,0.63,0.0896,46,143,189
11262,11263,19-04-2012,2,1,4,11,0,4,1,1,0.52,0.5,0.48,0.0,46,183,229
11263,11264,19-04-2012,2,1,4,12,0,4,1,1,0.54,0.5152,0.49,0.0,51,213,264
11264,11265,19-04-2012,2,1,4,13,0,4,1,1,0.56,0.5303,0.46,0.0,52,186,238
11265,11266,19-04-2012,2,1,4,14,0,4,1,1,0.58,0.5455,0.43,0.0,54,183,237
11266,11267,19-04-2012,2,1,4,15,0,4,1,1,0.6,0.6212,0.43,0.0,66,196,262
11267,11268,19-04-2012,2,1,4,16,0,4,1,1,0.62,0.6212,0.41,0.1045,63,324,387
11268,11269,19-04-2012,2,1,4,17,0,4,1,1,0.6,0.6212,0.43,0.0896,85,663,748
11269,11270,19-04-2012,2,1,4,18,0,4,1,1,0.6,0.6212,0.43,0.0896,99,677,776
11270,11271,19-04-2012,2,1,4,19,0,4,1,1,0.58,0.5455,0.46,0.1343,70,516,586
11271,11272,19-04-2012,2,1,4,20,0,4,1,1,0.56,0.5303,0.49,0.2239,52,352,404
11272,11273,19-04-2012,2,1,4,21,0,4,1,1,0.52,0.5,0.55,0.1045,27,240,267
11273,11274,19-04-2012,2,1,4,22,0,4,1,1,0.52,0.5,0.59,0.19399999999999998,29,219,248
11274,11275,19-04-2012,2,1,4,23,0,4,1,1,0.5,0.4848,0.63,0.1045,20,124,144
11275,11276,20-04-2012,2,1,4,0,0,5,1,1,0.48,0.4697,0.67,0.1045,5,59,64
11276,11277,20-04-2012,2,1,4,1,0,5,1,1,0.46,0.4545,0.82,0.19399999999999998,3,22,25
11277,11278,20-04-2012,2,1,4,2,0,5,1,1,0.44,0.4394,0.88,0.19399999999999998,3,18,21
11278,11279,20-04-2012,2,1,4,3,0,5,1,1,0.44,0.4394,0.88,0.1045,1,9,10
11279,11280,20-04-2012,2,1,4,4,0,5,1,1,0.42,0.4242,0.94,0.1045,0,3,3
11280,11281,20-04-2012,2,1,4,5,0,5,1,1,0.42,0.4242,0.94,0.0,1,24,25
11281,11282,20-04-2012,2,1,4,6,0,5,1,1,0.42,0.4242,0.88,0.0,8,105,113
11282,11283,20-04-2012,2,1,4,7,0,5,1,1,0.42,0.4242,0.94,0.0,9,350,359
11283,11284,20-04-2012,2,1,4,8,0,5,1,1,0.44,0.4394,0.94,0.0,32,668,700
11284,11285,20-04-2012,2,1,4,9,0,5,1,1,0.46,0.4545,0.88,0.0896,30,329,359
11285,11286,20-04-2012,2,1,4,10,0,5,1,1,0.5,0.4848,0.77,0.19399999999999998,67,170,237
11286,11287,20-04-2012,2,1,4,11,0,5,1,1,0.54,0.5152,0.68,0.1642,64,190,254
11287,11288,20-04-2012,2,1,4,12,0,5,1,1,0.58,0.5455,0.53,0.19399999999999998,102,260,362
11288,11289,20-04-2012,2,1,4,13,0,5,1,1,0.62,0.6212,0.43,0.19399999999999998,105,276,381
11289,11290,20-04-2012,2,1,4,14,0,5,1,1,0.64,0.6212,0.44,0.2239,156,238,394
11290,11291,20-04-2012,2,1,4,15,0,5,1,1,0.64,0.6212,0.47,0.19399999999999998,145,262,407
11291,11292,20-04-2012,2,1,4,16,0,5,1,1,0.66,0.6212,0.44,0.19399999999999998,151,429,580
11292,11293,20-04-2012,2,1,4,17,0,5,1,1,0.64,0.6212,0.47,0.2836,122,697,819
11293,11294,20-04-2012,2,1,4,18,0,5,1,1,0.62,0.6212,0.5,0.2836,110,558,668
11294,11295,20-04-2012,2,1,4,19,0,5,1,1,0.6,0.6212,0.53,0.19399999999999998,82,410,492
11295,11296,20-04-2012,2,1,4,20,0,5,1,1,0.58,0.5455,0.56,0.1642,52,289,341
11296,11297,20-04-2012,2,1,4,21,0,5,1,1,0.56,0.5303,0.68,0.1343,35,252,287
11297,11298,20-04-2012,2,1,4,22,0,5,1,1,0.54,0.5152,0.68,0.2537,26,176,202
11298,11299,20-04-2012,2,1,4,23,0,5,1,1,0.52,0.5,0.72,0.1343,31,156,187
11299,11300,21-04-2012,2,1,4,0,0,6,0,1,0.52,0.5,0.77,0.2239,31,111,142
11300,11301,21-04-2012,2,1,4,1,0,6,0,1,0.52,0.5,0.77,0.2239,24,64,88
11301,11302,21-04-2012,2,1,4,2,0,6,0,1,0.52,0.5,0.77,0.1343,12,69,81
11302,11303,21-04-2012,2,1,4,3,0,6,0,1,0.5,0.4848,0.82,0.2239,4,25,29
11303,11304,21-04-2012,2,1,4,4,0,6,0,1,0.5,0.4848,0.82,0.2537,0,9,9
11304,11305,21-04-2012,2,1,4,5,0,6,0,1,0.5,0.4848,0.82,0.2537,0,1,1
11305,11306,21-04-2012,2,1,4,6,0,6,0,1,0.5,0.4848,0.82,0.2239,10,21,31
11306,11307,21-04-2012,2,1,4,7,0,6,0,1,0.5,0.4848,0.82,0.2836,21,55,76
11307,11308,21-04-2012,2,1,4,8,0,6,0,1,0.52,0.5,0.81,0.2537,52,149,201
11308,11309,21-04-2012,2,1,4,9,0,6,0,1,0.54,0.5152,0.77,0.1642,115,216,331
11309,11310,21-04-2012,2,1,4,10,0,6,0,1,0.6,0.6061,0.64,0.2836,183,299,482
11310,11311,21-04-2012,2,1,4,11,0,6,0,1,0.62,0.6061,0.61,0.3284,260,348,608
11311,11312,21-04-2012,2,1,4,12,0,6,0,1,0.64,0.6212,0.57,0.2239,262,378,640
11312,11313,21-04-2012,2,1,4,13,0,6,0,1,0.66,0.6212,0.54,0.2239,291,358,649
11313,11314,21-04-2012,2,1,4,14,0,6,0,1,0.7,0.6364,0.45,0.2836,278,331,609
11314,11315,21-04-2012,2,1,4,15,0,6,0,1,0.72,0.6515,0.39,0.2537,267,361,628
11315,11316,21-04-2012,2,1,4,16,0,6,0,1,0.7,0.6364,0.42,0.3284,267,372,639
11316,11317,21-04-2012,2,1,4,17,0,6,0,2,0.74,0.6515,0.3,0.3881,259,309,568
11317,11318,21-04-2012,2,1,4,18,0,6,0,2,0.68,0.6364,0.47,0.4925,133,283,416
11318,11319,21-04-2012,2,1,4,19,0,6,0,3,0.56,0.5303,0.73,0.4925,9,45,54
11319,11320,21-04-2012,2,1,4,20,0,6,0,3,0.5,0.4848,0.82,0.2985,5,34,39
11320,11321,21-04-2012,2,1,4,21,0,6,0,3,0.5,0.4848,0.82,0.3881,20,82,102
11321,11322,21-04-2012,2,1,4,22,0,6,0,1,0.48,0.4697,0.82,0.2985,20,90,110
11322,11323,21-04-2012,2,1,4,23,0,6,0,2,0.46,0.4545,0.82,0.2836,18,73,91
11323,11324,22-04-2012,2,1,4,0,0,0,0,2,0.46,0.4545,0.82,0.19399999999999998,32,85,117
11324,11325,22-04-2012,2,1,4,1,0,0,0,2,0.46,0.4545,0.82,0.3284,10,63,73
11325,11326,22-04-2012,2,1,4,2,0,0,0,1,0.46,0.4545,0.72,0.2836,7,49,56
11326,11327,22-04-2012,2,1,4,3,0,0,0,2,0.44,0.4394,0.82,0.1642,7,33,40
11327,11328,22-04-2012,2,1,4,4,0,0,0,2,0.44,0.4394,0.77,0.1642,0,7,7
11328,11329,22-04-2012,2,1,4,5,0,0,0,2,0.44,0.4394,0.77,0.2239,0,6,6
11329,11330,22-04-2012,2,1,4,6,0,0,0,2,0.44,0.4394,0.72,0.3284,6,6,12
11330,11331,22-04-2012,2,1,4,7,0,0,0,3,0.42,0.4242,0.77,0.3881,2,22,24
11331,11332,22-04-2012,2,1,4,8,0,0,0,3,0.4,0.4091,0.82,0.2537,8,43,51
11332,11333,22-04-2012,2,1,4,9,0,0,0,3,0.4,0.4091,0.82,0.2537,8,71,79
11333,11334,22-04-2012,2,1,4,10,0,0,0,3,0.38,0.3939,0.82,0.3284,11,57,68
11334,11335,22-04-2012,2,1,4,11,0,0,0,3,0.38,0.3939,0.87,0.2985,7,70,77
11335,11336,22-04-2012,2,1,4,12,0,0,0,3,0.38,0.3939,0.87,0.3284,5,56,61
11336,11337,22-04-2012,2,1,4,13,0,0,0,3,0.38,0.3939,0.82,0.3582,5,47,52
11337,11338,22-04-2012,2,1,4,14,0,0,0,3,0.38,0.3939,0.87,0.3284,3,50,53
11338,11339,22-04-2012,2,1,4,15,0,0,0,3,0.38,0.3939,0.87,0.3881,0,38,38
11339,11340,22-04-2012,2,1,4,16,0,0,0,3,0.38,0.3939,0.87,0.4478,4,32,36
11340,11341,22-04-2012,2,1,4,17,0,0,0,3,0.36,0.3182,0.93,0.4478,2,25,27
11341,11342,22-04-2012,2,1,4,18,0,0,0,3,0.36,0.3182,0.93,0.4478,1,38,39
11342,11343,22-04-2012,2,1,4,19,0,0,0,3,0.36,0.3182,0.87,0.5224,1,34,35
11343,11344,22-04-2012,2,1,4,20,0,0,0,3,0.36,0.3333,0.93,0.4179,1,34,35
11344,11345,22-04-2012,2,1,4,21,0,0,0,3,0.36,0.3333,0.87,0.3881,0,11,11
11345,11346,22-04-2012,2,1,4,22,0,0,0,3,0.34,0.2879,0.87,0.5224,0,13,13
11346,11347,22-04-2012,2,1,4,23,0,0,0,3,0.36,0.3182,0.81,0.4627,0,17,17
11347,11348,23-04-2012,2,1,4,0,0,1,1,3,0.36,0.3333,0.81,0.4179,0,6,6
11348,11349,23-04-2012,2,1,4,1,0,1,1,3,0.34,0.303,0.87,0.3582,1,1,2
11349,11350,23-04-2012,2,1,4,2,0,1,1,2,0.32,0.303,0.87,0.3284,1,3,4
11350,11351,23-04-2012,2,1,4,3,0,1,1,2,0.32,0.303,0.81,0.2836,0,1,1
11351,11352,23-04-2012,2,1,4,4,0,1,1,3,0.3,0.2879,0.81,0.2836,0,3,3
11352,11353,23-04-2012,2,1,4,5,0,1,1,3,0.3,0.2879,0.81,0.2836,0,14,14
11353,11354,23-04-2012,2,1,4,6,0,1,1,2,0.3,0.2727,0.81,0.2985,2,43,45
11354,11355,23-04-2012,2,1,4,7,0,1,1,3,0.3,0.2879,0.81,0.2537,1,206,207
11355,11356,23-04-2012,2,1,4,8,0,1,1,2,0.3,0.2727,0.75,0.3284,11,471,482
11356,11357,23-04-2012,2,1,4,9,0,1,1,2,0.3,0.2727,0.75,0.3881,17,255,272
11357,11358,23-04-2012,2,1,4,10,0,1,1,2,0.32,0.303,0.7,0.3284,12,88,100
11358,11359,23-04-2012,2,1,4,11,0,1,1,2,0.32,0.2879,0.7,0.3582,10,91,101
11359,11360,23-04-2012,2,1,4,12,0,1,1,3,0.34,0.303,0.71,0.3582,12,117,129
11360,11361,23-04-2012,2,1,4,13,0,1,1,3,0.34,0.303,0.66,0.3881,9,98,107
11361,11362,23-04-2012,2,1,4,14,0,1,1,3,0.36,0.3182,0.62,0.4478,12,102,114
11362,11363,23-04-2012,2,1,4,15,0,1,1,2,0.36,0.3333,0.62,0.3881,11,101,112
11363,11364,23-04-2012,2,1,4,16,0,1,1,3,0.3,0.2727,0.81,0.3582,10,93,103
11364,11365,23-04-2012,2,1,4,17,0,1,1,3,0.3,0.2727,0.82,0.3284,13,219,232
11365,11366,23-04-2012,2,1,4,18,0,1,1,3,0.32,0.3333,0.81,0.1343,10,369,379
