,nr,i1_legid,i1_rcs_p,i1_rcs_e,i1_dep_1_p,i1_dep_1_e,i1_dep_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_rcf_1_place,i1_dep_2_p,i1_dep_2_e,i1_dep_2_place,i1_rcf_2_p,i1_rcf_2_e,i1_rcf_2_place,i1_dep_3_p,i1_dep_3_e,i1_dep_3_place,i1_rcf_3_p,i1_rcf_3_e,i1_rcf_3_place,i1_dlv_p,i1_dlv_e,i1_hops,i2_legid,i2_rcs_p,i2_rcs_e,i2_dep_1_p,i2_dep_1_e,i2_dep_1_place,i2_rcf_1_p,i2_rcf_1_e,i2_rcf_1_place,i2_dep_2_p,i2_dep_2_e,i2_dep_2_place,i2_rcf_2_p,i2_rcf_2_e,i2_rcf_2_place,i2_dep_3_p,i2_dep_3_e,i2_dep_3_place,i2_rcf_3_p,i2_rcf_3_e,i2_rcf_3_place,i2_dlv_p,i2_dlv_e,i2_hops,i3_legid,i3_rcs_p,i3_rcs_e,i3_dep_1_p,i3_dep_1_e,i3_dep_1_place,i3_rcf_1_p,i3_rcf_1_e,i3_rcf_1_place,i3_dep_2_p,i3_dep_2_e,i3_dep_2_place,i3_rcf_2_p,i3_rcf_2_e,i3_rcf_2_place,i3_dep_3_p,i3_dep_3_e,i3_dep_3_place,i3_rcf_3_p,i3_rcf_3_e,i3_rcf_3_place,i3_dlv_p,i3_dlv_e,i3_hops,o_legid,o_rcs_p,o_rcs_e,o_dep_1_p,o_dep_1_e,o_dep_1_place,o_rcf_1_p,o_rcf_1_e,o_rcf_1_place,o_dep_2_p,o_dep_2_e,o_dep_2_place,o_rcf_2_p,o_rcf_2_e,o_rcf_2_place,o_dep_3_p,o_dep_3_e,o_dep_3_place,o_rcf_3_p,o_rcf_3_e,o_rcf_3_place,o_dlv_p,o_dlv_e,o_hops,legs
1999,2000.0,643.0,1720.0,1555.0,180.0,285.0,151.0,660.0,344.0,308.0,580,1014,308,840,719,371,?,?,?,?,?,?,1560.0,143.0,2.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4293.0,596.0,55.0,1500.0,1991.0,371.0,995.0,791.0,815.0,910,1107,815,300,183,527,?,?,?,?,?,?,5100.0,648.0,2.0,1.0
2000,2001.0,5573.0,1291.0,803.0,180.0,634.0,485.0,885.0,679.0,149.0,795,975,149,665,554,628,?,?,?,?,?,?,5460.0,3571.0,2.0,2102,1372,631,90,770,700,845,486,628,?,?,?,?,?,?,?,?,?,?,?,?,3780,1729,1,546,1014,395,150,735,349,115,196,128,525,434,128,590,646,628,?,?,?,?,?,?,4230,31961,2,9877.0,896.0,205.0,300.0,974.0,628.0,910.0,958.0,128.0,885,755,128,1141,895,485,?,?,?,?,?,?,3960.0,845.0,2.0,3.0
2001,2002.0,13688.0,121.0,42.0,240.0,266.0,128.0,925.0,584.0,413.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,228.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10231.0,2428.0,1593.0,90.0,896.0,413.0,855.0,449.0,700.0,675,1059,700,790,475,635,?,?,?,?,?,?,3780.0,889.0,2.0,1.0
2002,2003.0,5287.0,1215.0,266.0,90.0,979.0,256.0,1240.0,902.0,700.0,1150,1509,700,690,179,395,?,?,?,?,?,?,3780.0,6060.0,2.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14536.0,4210.0,3305.0,90.0,947.0,395.0,685.0,352.0,700.0,1380,1705,700,1340,1138,153,?,?,?,?,?,?,3780.0,3053.0,2.0,1.0
2003,2004.0,13258.0,1685.0,433.0,180.0,1362.0,609.0,560.0,560.0,134.0,?,?,?,?,?,?,?,?,?,?,?,?,2850.0,190.0,1.0,13620,1462,1398,420,423,441,955,788,815,325,489,815,265,561,134,?,?,?,?,?,?,5160,7942,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13326.0,1148.0,518.0,240.0,810.0,134.0,325.0,290.0,815.0,1300,1352,815,610,721,798,?,?,?,?,?,?,5100.0,1363.0,2.0,2.0
2004,2005.0,6050.0,13719.0,13568.0,360.0,483.0,485.0,860.0,682.0,308.0,?,?,?,?,?,?,?,?,?,?,?,?,1590.0,186.0,1.0,5860,4580,5180,780,126,548,395,275,308,?,?,?,?,?,?,?,?,?,?,?,?,1590,404,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,825.0,2985.0,1942.0,300.0,1421.0,308.0,780.0,724.0,485.0,?,?,?,?,?,?,?,?,?,?,?,?,1140.0,1171.0,1.0,2.0
2005,2006.0,6116.0,805.0,42.0,150.0,861.0,727.0,155.0,160.0,128.0,?,?,?,?,?,?,?,?,?,?,?,?,4200.0,1553.0,1.0,11041,150,80,240,253,815,215,125,128,?,?,?,?,?,?,?,?,?,?,?,?,4890,655,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11538.0,2346.0,446.0,240.0,2114.0,128.0,1015.0,647.0,771.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,1542.0,1.0,2.0
2006,2007.0,5934.0,2873.0,1971.0,90.0,929.0,456.0,905.0,744.0,700.0,465,634,700,1080,764,113,?,?,?,?,?,?,3780.0,215.0,2.0,2302,3838,2664,90,1219,700,1060,723,113,?,?,?,?,?,?,?,?,?,?,?,?,3780,231,1,10694,1241,659,90,618,128,1225,970,700,440,691,700,1080,826,113,?,?,?,?,?,?,3780,820,2,8299.0,659.0,376.0,90.0,308.0,113.0,1105.0,793.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,608.0,1.0,3.0
2007,2008.0,12235.0,237.0,82.0,240.0,357.0,809.0,785.0,764.0,128.0,?,?,?,?,?,?,?,?,?,?,?,?,3900.0,4024.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13781.0,2618.0,1531.0,90.0,1111.0,128.0,1225.0,852.0,700.0,400,782,700,965,941,742,?,?,?,?,?,?,3780.0,139.0,2.0,1.0
2008,2009.0,14558.0,3568.0,3171.0,130.0,604.0,456.0,925.0,913.0,349.0,?,?,?,?,?,?,?,?,?,?,?,?,385.0,5527.0,1.0,10199,4447,4411,180,173,468,965,981,349,?,?,?,?,?,?,?,?,?,?,?,?,385,799,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12729.0,1124.0,546.0,780.0,1318.0,349.0,1159.0,942.0,468.0,?,?,?,?,?,?,?,?,?,?,?,?,341.0,788.0,1.0,2.0
2009,2010.0,9394.0,277.0,70.0,240.0,421.0,128.0,845.0,520.0,206.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,4923.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5233.0,2421.0,1595.0,90.0,875.0,206.0,805.0,466.0,700.0,755,1114,700,1470,968,476,?,?,?,?,?,?,3780.0,1088.0,2.0,1.0
2010,2011.0,7552.0,2450.0,1607.0,300.0,1094.0,609.0,905.0,890.0,597.0,?,?,?,?,?,?,?,?,?,?,?,?,2820.0,5654.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,409.0,1152.0,156.0,180.0,1116.0,597.0,1055.0,940.0,815.0,830,874,815,300,300,721,?,?,?,?,?,?,5100.0,249.0,2.0,1.0
2011,2012.0,8752.0,1133.0,40.0,90.0,1123.0,815.0,1220.0,930.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,8.0,1.0,7060,900,555,240,533,179,370,135,128,530,787,128,1045,810,700,?,?,?,?,?,?,3960,2502,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14313.0,1017.0,515.0,90.0,544.0,700.0,705.0,358.0,403.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,2581.0,1.0,2.0
2012,2013.0,13924.0,3565.0,2452.0,90.0,1143.0,206.0,805.0,545.0,700.0,1230,1499,700,800,372,671,?,?,?,?,?,?,3780.0,739.0,2.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12439.0,2381.0,1571.0,180.0,946.0,671.0,890.0,849.0,349.0,?,?,?,?,?,?,?,?,?,?,?,?,550.0,1957.0,1.0,1.0
2013,2014.0,1386.0,665.0,382.0,240.0,201.0,787.0,1470.0,1010.0,500.0,89,792,500,901,782,815,1330,1475,815,930,803,476,6990.0,4638.0,3.0,12080,4360,3655,300,964,671,1220,1677,476,?,?,?,?,?,?,?,?,?,?,?,?,1140,649,1,4955,2841,1453,180,1513,388,510,426,349,970,1065,349,1317,1093,476,?,?,?,?,?,?,383,3943,2,9611.0,701.0,516.0,480.0,605.0,476.0,720.0,831.0,349.0,?,?,?,?,?,?,?,?,?,?,?,?,550.0,3185.0,1.0,3.0
2014,2015.0,5883.0,1459.0,685.0,90.0,795.0,456.0,905.0,587.0,700.0,90,416,700,2320,2904,411,?,?,?,?,?,?,3420.0,4108.0,2.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5382.0,3028.0,1394.0,90.0,1664.0,411.0,1875.0,1636.0,700.0,60,312,700,610,193,240,?,?,?,?,?,?,3780.0,3943.0,2.0,1.0
2015,2016.0,2727.0,1362.0,746.0,90.0,651.0,485.0,1250.0,988.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,38.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6272.0,1043.0,442.0,90.0,629.0,700.0,845.0,490.0,628.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,423.0,1.0,1.0
2016,2017.0,13097.0,1015.0,481.0,150.0,629.0,485.0,100.0,23.0,815.0,235,314,815,255,25,256,?,?,?,?,?,?,5160.0,4733.0,2.0,13429,1490,288,300,1472,308,795,736,485,155,184,485,1020,2602,256,?,?,?,?,?,?,2940,1230,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6091.0,3844.0,1579.0,240.0,2555.0,256.0,1215.0,587.0,332.0,?,?,?,?,?,?,?,?,?,?,?,?,3600.0,5225.0,1.0,2.0
2017,2018.0,12905.0,1997.0,1905.0,90.0,117.0,671.0,820.0,630.0,700.0,375,571,700,740,451,187,?,?,?,?,?,?,3780.0,899.0,2.0,10210,1767,1499,90,332,413,860,474,700,670,1028,700,735,471,187,?,?,?,?,?,?,3780,1039,2,834,2306,2153,90,309,671,795,594,700,75,180,700,735,346,187,?,?,?,?,?,?,3780,2551,2,5104.0,1389.0,387.0,155.0,1082.0,187.0,920.0,796.0,349.0,2385,2535,349,2342,765,778,?,?,?,?,?,?,918.0,825.0,2.0,3.0
2018,2019.0,5502.0,1055.0,917.0,420.0,503.0,349.0,1250.0,1073.0,671.0,?,?,?,?,?,?,?,?,?,?,?,?,335.0,4.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9616.0,685.0,599.0,180.0,366.0,671.0,665.0,67.0,206.0,?,?,?,?,?,?,?,?,?,?,?,?,6900.0,164623.0,1.0,1.0
2019,2020.0,1969.0,4802.0,4022.0,90.0,825.0,252.0,735.0,483.0,700.0,505,1284,700,1580,1185,349,?,?,?,?,?,?,3780.0,1710.0,2.0,9696,174,137,150,162,610,180,137,349,?,?,?,?,?,?,?,?,?,?,?,?,385,922,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9052.0,1642.0,906.0,420.0,1126.0,349.0,2174.0,811.0,778.0,?,?,?,?,?,?,?,?,?,?,?,?,846.0,476.0,1.0,2.0
2020,2021.0,8125.0,220.0,145.0,150.0,176.0,308.0,620.0,997.0,128.0,?,?,?,?,?,?,?,?,?,?,?,?,4200.0,300.0,1.0,11825,832,597,180,364,398,270,232,128,?,?,?,?,?,?,?,?,?,?,?,?,4140,707,1,8693,2834,2609,240,482,411,855,871,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,120,1,12835.0,1898.0,450.0,90.0,1478.0,128.0,1635.0,1422.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,892.0,1.0,3.0
2021,2022.0,5647.0,1188.0,1089.0,240.0,294.0,411.0,910.0,668.0,128.0,?,?,?,?,?,?,?,?,?,?,?,?,3900.0,1290.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12230.0,2862.0,2061.0,90.0,851.0,128.0,1230.0,1050.0,700.0,200,363,700,695,241,561,?,?,?,?,?,?,3780.0,2661.0,2.0,1.0
2022,2023.0,6062.0,888.0,560.0,150.0,490.0,571.0,410.0,172.0,128.0,25,203,128,150,175,134,?,?,?,?,?,?,4230.0,1346.0,2.0,11284,194,165,180,154,485,210,236,134,?,?,?,?,?,?,?,?,?,?,?,?,2850,32,1,2651,265,147,150,204,391,80,140,281,635,579,281,135,116,134,?,?,?,?,?,?,2850,296,2,10771.0,1109.0,328.0,155.0,875.0,134.0,215.0,261.0,256.0,?,?,?,?,?,?,?,?,?,?,?,?,2850.0,4288.0,1.0,3.0
2023,2024.0,4251.0,1056.0,42.0,240.0,1199.0,815.0,930.0,801.0,476.0,?,?,?,?,?,?,?,?,?,?,?,?,6990.0,18455.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,420.0,16434.0,10286.0,90.0,5862.0,476.0,1850.0,2277.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,84.0,1.0,1.0
2024,2025.0,1865.0,602.0,457.0,210.0,533.0,403.0,530.0,373.0,671.0,?,?,?,?,?,?,?,?,?,?,?,?,1350.0,201.0,1.0,4815,728,267,900,1266,388,1727,915,671,?,?,?,?,?,?,?,?,?,?,?,?,338,13562,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3817.0,11274.0,11111.0,90.0,251.0,671.0,815.0,632.0,700.0,705,839,700,625,228,174,?,?,?,?,?,?,3780.0,53628.0,2.0,2.0
2025,2026.0,8421.0,4864.0,4558.0,120.0,351.0,236.0,120.0,56.0,815.0,165,247,815,820,680,441,?,?,?,?,?,?,5040.0,52.0,2.0,8379,1086,90,120,1066,236,420,180,815,1935,2160,815,810,685,441,?,?,?,?,?,?,5040,406,2,2419,5938,6166,90,410,476,1130,641,128,1545,2396,128,1135,654,441,?,?,?,?,?,?,3780,542,2,2140.0,3643.0,2939.0,1260.0,1904.0,441.0,400.0,436.0,579.0,?,?,?,?,?,?,?,?,?,?,?,?,425.0,4503.0,1.0,3.0
2026,2027.0,8895.0,148.0,33.0,240.0,319.0,128.0,1045.0,782.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,81.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6377.0,4835.0,4122.0,90.0,750.0,700.0,605.0,161.0,698.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,1804.0,1.0,1.0
2027,2028.0,12108.0,3267.0,2830.0,300.0,677.0,411.0,1100.0,835.0,349.0,1785,2027,349,2826,2879,614,?,?,?,?,?,?,384.0,1.0,2.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9564.0,285.0,206.0,180.0,198.0,614.0,335.0,199.0,815.0,1035,1170,815,285,145,281,?,?,?,?,?,?,5100.0,1120.0,2.0,1.0
2028,2029.0,10131.0,1280.0,1188.0,240.0,268.0,485.0,775.0,274.0,281.0,35,474,281,310,162,610,?,?,?,?,?,?,4140.0,192.0,2.0,6928,92,14,150,185,128,765,680,610,?,?,?,?,?,?,?,?,?,?,?,?,3600,315,1,9789,880,356,180,648,485,155,135,610,?,?,?,?,?,?,?,?,?,?,?,?,2880,19,1,5300.0,2433.0,1195.0,150.0,1336.0,610.0,155.0,242.0,128.0,725,676,128,765,813,700,?,?,?,?,?,?,4230.0,259.0,2.0,3.0
2029,2030.0,1165.0,8691.0,7894.0,90.0,834.0,456.0,880.0,490.0,700.0,110,487,700,2315,1603,411,?,?,?,?,?,?,3420.0,7177.0,2.0,1174,2559,1752,90,832,456,880,510,700,110,482,700,2315,1596,411,?,?,?,?,?,?,3420,4468,2,2826,437,305,150,245,166,130,158,128,930,916,128,645,343,411,?,?,?,?,?,?,4230,6243,2,8556.0,2744.0,2621.0,150.0,217.0,411.0,585.0,628.0,128.0,760,740,128,390,124,101,?,?,?,?,?,?,3960.0,5040.0,2.0,3.0
2030,2031.0,10299.0,2009.0,2026.0,240.0,253.0,366.0,660.0,334.0,281.0,345,590,281,710,572,609,?,?,?,?,?,?,4080.0,1554.0,2.0,4145,1700,1220,300,725,671,1050,809,609,?,?,?,?,?,?,?,?,?,?,?,?,1140,2676,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8665.0,1230.0,407.0,300.0,1094.0,609.0,905.0,872.0,597.0,?,?,?,?,?,?,?,?,?,?,?,?,2760.0,6990.0,1.0,2.0
2031,2032.0,13525.0,9880.0,9900.0,300.0,254.0,476.0,1005.0,847.0,671.0,?,?,?,?,?,?,?,?,?,?,?,?,1200.0,612.0,1.0,7665,1137,890,420,626,349,1240,1031,671,?,?,?,?,?,?,?,?,?,?,?,?,335,12,1,579,682,131,150,649,391,100,134,128,570,537,128,660,720,671,?,?,?,?,?,?,4230,1132,2,764.0,879.0,378.0,180.0,620.0,671.0,900.0,941.0,349.0,?,?,?,?,?,?,?,?,?,?,?,?,550.0,4852.0,1.0,3.0
2032,2033.0,1413.0,758.0,395.0,150.0,493.0,571.0,140.0,213.0,128.0,330,279,128,245,125,361,?,?,?,?,?,?,4110.0,1061.0,2.0,1429,1179,340,150,956,571,125,684,128,715,159,128,120,140,361,?,?,?,?,?,?,4230,705,2,11047,1146,402,150,845,233,85,83,128,150,165,128,125,109,361,?,?,?,?,?,?,4230,64,2,5612.0,108.0,17.0,180.0,222.0,361.0,220.0,160.0,128.0,1445,1610,128,900,607,388,?,?,?,?,?,?,3960.0,204.0,2.0,3.0
2033,2034.0,8169.0,1345.0,1140.0,180.0,343.0,411.0,675.0,677.0,128.0,?,?,?,?,?,?,?,?,?,?,?,?,4200.0,176.0,1.0,7235,277,350,980,2114,441,2460,1206,441,160,199,128,970,866,128,?,?,?,?,?,?,3960,8720,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6864.0,806.0,52.0,240.0,953.0,128.0,660.0,501.0,152.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,249.0,1.0,2.0
2034,2035.0,2609.0,151.0,13.0,300.0,378.0,800.0,900.0,187.0,694.0,210,960,694,775,672,128,?,?,?,?,?,?,4080.0,78.0,2.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5513.0,1043.0,44.0,240.0,1194.0,128.0,895.0,673.0,800.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,1053.0,1.0,1.0
2035,2036.0,10800.0,5634.0,2305.0,180.0,3449.0,349.0,840.0,641.0,149.0,1395,1605,149,710,692,257,?,?,?,?,?,?,6960.0,2711.0,2.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13230.0,261.0,374.0,390.0,248.0,257.0,995.0,978.0,349.0,?,?,?,?,?,?,?,?,?,?,?,?,550.0,1150.0,1.0,1.0
2036,2037.0,954.0,1129.0,105.0,180.0,1144.0,671.0,795.0,781.0,349.0,?,?,?,?,?,?,?,?,?,?,?,?,550.0,1134.0,1.0,3090,392,216,180,343,609,683,593,349,?,?,?,?,?,?,?,?,?,?,?,?,4080,484,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9561.0,5282.0,5269.0,420.0,385.0,349.0,1259.0,1127.0,341.0,?,?,?,?,?,?,?,?,?,?,?,?,351.0,2984.0,1.0,2.0
2037,2038.0,12659.0,1448.0,1138.0,90.0,365.0,128.0,1230.0,825.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,129.0,1.0,1171,666,227,90,624,456,1025,676,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,66,1,10125,2062,342,90,4015,281,1360,1133,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,61,1,9234.0,794.0,450.0,90.0,373.0,700.0,1135.0,701.0,423.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,18785.0,1.0,3.0
2038,2039.0,7109.0,1508.0,1356.0,300.0,424.0,753.0,1275.0,1282.0,128.0,1065,767,128,510,273,233,?,?,?,?,?,?,3960.0,431.0,2.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13849.0,36373.0,35774.0,90.0,614.0,233.0,1385.0,1263.0,700.0,1175,1312,700,585,144,257,?,?,?,?,?,?,3780.0,1465.0,2.0,1.0
2039,2040.0,13108.0,451.0,187.0,90.0,294.0,700.0,800.0,383.0,671.0,?,?,?,?,?,?,?,?,?,?,?,?,3840.0,1179.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4421.0,3637.0,3392.0,90.0,279.0,671.0,795.0,568.0,700.0,190,412,700,535,325,468,?,?,?,?,?,?,3780.0,34.0,2.0,1.0
2040,2041.0,5164.0,209.0,199.0,150.0,114.0,128.0,800.0,550.0,727.0,?,?,?,?,?,?,?,?,?,?,?,?,3550.0,177.0,1.0,8571,2889,2820,240,275,411,855,849,128,455,447,128,385,579,727,?,?,?,?,?,?,3960,1725,2,11228,980,114,150,968,101,65,79,727,?,?,?,?,?,?,?,?,?,?,?,?,2880,44,1,9129.0,199.0,129.0,150.0,165.0,727.0,155.0,176.0,128.0,?,?,?,?,?,?,?,?,?,?,?,?,4200.0,1282.0,1.0,3.0
2041,2042.0,8348.0,9576.0,9312.0,90.0,292.0,113.0,1105.0,753.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,448.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8874.0,963.0,571.0,90.0,420.0,700.0,1285.0,936.0,485.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,1316.0,1.0,1.0
2042,2043.0,6052.0,3008.0,2922.0,150.0,176.0,614.0,3000.0,2529.0,349.0,915,1418,349,1250,975,671,?,?,?,?,?,?,335.0,22.0,2.0,13615,3099,1413,240,1881,398,780,675,671,?,?,?,?,?,?,?,?,?,?,?,?,9700,3527,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4340.0,1913.0,1760.0,90.0,197.0,671.0,800.0,543.0,700.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,73.0,1.0,2.0
2043,2044.0,6766.0,4552.0,3720.0,90.0,865.0,700.0,715.0,287.0,403.0,?,?,?,?,?,?,?,?,?,?,?,?,3780.0,72.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5537.0,36923.0,36371.0,90.0,840.0,403.0,700.0,435.0,700.0,200,214,700,880,601,742,?,?,?,?,?,?,3780.0,1556.0,2.0,1.0
2044,2045.0,6943.0,310.0,165.0,150.0,247.0,128.0,110.0,121.0,281.0,?,?,?,?,?,?,?,?,?,?,?,?,4230.0,614.0,1.0,7102,1145,128,180,1131,597,715,722,281,?,?,?,?,?,?,?,?,?,?,?,?,3000,2667,1,2557,239,108,180,186,391,660,357,281,?,?,?,?,?,?,?,?,?,?,?,?,3960,3338,1,7933.0,1939.0,473.0,90.0,1496.0,281.0,1420.0,1233.0,700.0,465,653,700,695,238,561,?,?,?,?,?,?,3780.0,8679.0,2.0,3.0
2045,2046.0,9457.0,1593.0,1378.0,270.0,425.0,663.0,780.0,591.0,349.0,655,853,349,2034,1014,778,?,?,?,?,?,?,846.0,573.0,2.0,9527,2994,2991,150,137,413,730,807,349,1215,1144,349,2034,793,778,?,?,?,?,?,?,906,1187,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8575.0,2565.0,1544.0,600.0,1610.0,778.0,1740.0,1792.0,349.0,?,?,?,?,?,?,?,?,?,?,?,?,385.0,622.0,1.0,2.0
2046,2047.0,13990.0,718.0,44.0,240.0,872.0,128.0,785.0,722.0,431.0,?,?,?,?,?,?,?,?,?,?,?,?,3960.0,9782.0,1.0,5301,2804,947,240,2044,128,825,525,431,?,?,?,?,?,?,?,?,?,?,?,?,3960,11579,1,12278,5896,5555,240,568,128,785,677,431,?,?,?,?,?,?,?,?,?,?,?,?,3960,68,1,4031.0,433.0,150.0,90.0,348.0,431.0,1745.0,1388.0,700.0,340,688,700,945,697,742,?,?,?,?,?,?,3780.0,404.0,2.0,3.0
2047,2048.0,2039.0,6231.0,6027.0,240.0,414.0,371.0,995.0,928.0,128.0,280,308,128,1260,1081,571,?,?,?,?,?,?,3960.0,1517.0,2.0,6665,1194,274,180,1140,628,810,681,571,?,?,?,?,?,?,?,?,?,?,?,?,465,2076,1,3137,485,329,180,276,243,355,410,349,250,214,349,160,95,571,?,?,?,?,?,?,375,1016,2,4811.0,243.0,209.0,300.0,209.0,571.0,600.0,395.0,349.0,1755,2036,349,1315,1118,356,?,?,?,?,?,?,570.0,7.0,2.0,3.0
