,CIC0,SM1_Dz(Z),GATS1i,NdsCH,NdssC,MLOGP,quantitative response LC50 [-LOG(mol/L)]
891,4.327,0.56,1.254,2,5,3.3989999999999996,6.683
892,3.057,1.636,0.995,0,2,4.452,8.433
893,3.4010000000000002,0.732,1.185,0,1,2.7910000000000004,3.529
894,2.086,1.501,0.7659999999999999,0,0,3.909,6.093
895,3.08,0.223,1.462,2,0,1.442,2.494
896,3.41,0.134,1.722,0,0,-1.1740000000000002,3.017
897,3.1010000000000004,1.535,1.3259999999999998,0,1,1.655,6.2379999999999995
898,3.5989999999999998,0.7020000000000001,1.514,2,1,3.247,6.183
899,2.986,0.961,1.669,0,4,1.798,3.1519999999999997
900,2.804,1.11,0.618,0,6,1.317,6.254
901,3.67,0.728,2.11,0,3,2.2880000000000003,2.964
902,3.475,0.405,0.875,1,2,3.148,4.803
903,2.801,0.728,2.226,0,2,0.736,3.109
904,3.6519999999999997,0.872,0.867,2,3,3.983,4.04
905,3.763,0.9159999999999999,0.878,0,6,2.918,4.8180000000000005
906,2.8310000000000004,1.393,1.077,0,1,0.9059999999999999,5.317
907,4.0569999999999995,1.032,1.183,1,3,4.754,8.201
