,Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
5189,12-10-2004,23:00:00,-200.0,809,-200,3.1,659,-200,1074,-200,1161,550,14.8,58.4,0.9777
5190,13-10-2004,00:00:00,-200.0,786,-200,2.2,600,-200,1164,-200,1132,511,14.8,57.9,0.9662
5191,13-10-2004,01:00:00,-200.0,747,-200,1.5,543,-200,1276,-200,1100,469,14.6,57.6,0.9517
5192,13-10-2004,02:00:00,-200.0,723,-200,0.9,485,-200,1419,-200,1065,425,14.6,57.1,0.9428
5193,13-10-2004,03:00:00,-200.0,704,-200,0.5,444,-200,1558,-200,1050,394,14.4,57.6,0.9416
5194,13-10-2004,04:00:00,-200.0,709,-200,0.6,449,-200,1590,-200,1055,392,14.5,57.4,0.9413
5195,13-10-2004,05:00:00,-200.0,726,-200,0.7,466,-200,1485,-200,1066,408,14.3,58.4,0.9501
5196,13-10-2004,06:00:00,-200.0,798,-200,2.2,599,-200,1205,-200,1141,517,14.7,57.4,0.9564
5197,13-10-2004,07:00:00,-200.0,925,-200,5.8,800,-200,908,-200,1272,750,14.3,58.1,0.9404
5198,13-10-2004,08:00:00,-200.0,906,-200,5.9,809,-200,878,-200,1272,787,14.0,58.3,0.9294
5199,13-10-2004,09:00:00,1.5,896,-200,5.9,809,286,882,78,1257,788,15.4,53.2,0.9246
5200,13-10-2004,10:00:00,1.2,882,-200,5.3,776,281,932,72,1222,760,16.5,49.9,0.9289
5201,13-10-2004,11:00:00,-200.0,948,-200,6.9,853,-200,859,-200,1283,839,17.4,47.6,0.9387
5202,13-10-2004,12:00:00,-200.0,945,-200,7.7,886,-200,818,-200,1307,827,18.0,46.1,0.9401
5203,13-10-2004,13:00:00,-200.0,942,-200,7.3,871,-200,832,-200,1314,765,17.9,46.5,0.9474
5204,13-10-2004,14:00:00,-200.0,943,-200,7.2,864,-200,831,-200,1297,814,17.4,48.3,0.955
5205,13-10-2004,15:00:00,-200.0,894,-200,6.0,810,-200,892,-200,1258,737,16.0,52.6,0.9489
5206,13-10-2004,16:00:00,-200.0,984,-200,8.3,910,-200,795,-200,1348,875,15.3,58.7,1.0154
5207,13-10-2004,17:00:00,-200.0,1044,-200,11.2,1022,-200,726,-200,1454,983,15.2,55.9,0.9572
5208,13-10-2004,18:00:00,-200.0,981,-200,10.1,983,-200,759,-200,1370,942,14.8,56.3,0.9459
5209,13-10-2004,19:00:00,-200.0,1021,-200,10.6,1001,-200,731,-200,1415,971,14.7,57.8,0.9626
5210,13-10-2004,20:00:00,-200.0,943,-200,7.2,867,-200,834,-200,1314,891,14.8,57.3,0.9603
5211,13-10-2004,21:00:00,-200.0,863,-200,4.4,732,-200,970,-200,1207,724,14.9,57.1,0.9581
5212,13-10-2004,22:00:00,-200.0,847,-200,3.8,698,-200,1013,-200,1174,719,15.2,55.5,0.9521
5213,13-10-2004,23:00:00,-200.0,859,-200,3.8,698,-200,1015,-200,1189,705,15.3,55.4,0.9564
5214,14-10-2004,00:00:00,-200.0,861,-200,4.0,712,-200,1004,-200,1197,718,15.1,56.9,0.9673
5215,14-10-2004,01:00:00,-200.0,786,-200,2.2,602,-200,1146,-200,1123,584,15.0,56.4,0.9554
5216,14-10-2004,02:00:00,-200.0,740,-200,1.1,506,-200,1333,-200,1074,469,14.9,56.4,0.9474
5217,14-10-2004,03:00:00,-200.0,730,-200,0.8,483,-200,1434,-200,1065,438,15.2,54.7,0.9394
5218,14-10-2004,04:00:00,-200.0,728,-200,0.8,475,-200,1436,-200,1061,432,15.1,55.4,0.9439
5219,14-10-2004,05:00:00,-200.0,755,-200,1.2,517,-200,1325,-200,1091,487,14.9,56.8,0.9541
5220,14-10-2004,06:00:00,-200.0,854,-200,3.2,663,-200,1080,-200,1189,655,15.2,55.9,0.9589
5221,14-10-2004,07:00:00,-200.0,1079,-200,10.2,985,-200,758,-200,1465,1009,15.3,56.3,0.9684
5222,14-10-2004,08:00:00,-200.0,1097,-200,13.6,1103,-200,659,-200,1520,1113,15.6,55.4,0.9725
5223,14-10-2004,09:00:00,-200.0,1024,-200,9.9,976,-200,747,-200,1386,1030,16.3,53.3,0.9809
5224,14-10-2004,10:00:00,-200.0,990,-200,9.1,942,-200,776,-200,1359,986,20.4,42.2,0.9964
5225,14-10-2004,11:00:00,-200.0,1013,-200,8.0,901,-200,788,-200,1369,975,21.9,39.4,1.0234
5226,14-10-2004,12:00:00,-200.0,1051,-200,9.7,968,-200,746,-200,1442,984,21.5,41.2,1.0399
5227,14-10-2004,13:00:00,-200.0,1052,-200,9.7,966,-200,726,-200,1446,982,22.2,41.4,1.097
5228,14-10-2004,14:00:00,-200.0,1141,-200,12.0,1049,-200,675,-200,1530,1117,21.0,46.8,1.1508
5229,14-10-2004,15:00:00,-200.0,1130,-200,11.3,1024,-200,679,-200,1537,1177,21.9,44.9,1.1635
5230,14-10-2004,16:00:00,-200.0,1099,-200,10.4,993,-200,711,-200,1507,1129,21.5,46.7,1.1837
5231,14-10-2004,17:00:00,-200.0,1182,-200,12.4,1064,-200,653,-200,1616,1217,19.7,56.6,1.2811
5232,14-10-2004,18:00:00,-200.0,1211,-200,14.6,1135,-200,615,-200,1682,1234,18.8,60.8,1.3036
5233,14-10-2004,19:00:00,-200.0,1340,-200,21.0,1324,-200,537,-200,1907,1412,19.3,59.6,1.3195
5234,14-10-2004,20:00:00,-200.0,1299,-200,17.9,1237,-200,553,-200,1804,1350,17.6,69.2,1.3803
5235,14-10-2004,21:00:00,-200.0,1046,-200,7.3,872,-200,769,-200,1479,968,16.4,77.1,1.4243
5236,14-10-2004,22:00:00,-200.0,949,-200,4.8,754,-200,884,-200,1393,759,16.6,77.3,1.4491
5237,14-10-2004,23:00:00,-200.0,966,-200,4.8,756,-200,908,-200,1363,741,15.9,78.1,1.4039
5238,15-10-2004,00:00:00,-200.0,1062,-200,7.7,887,-200,770,-200,1473,866,15.1,82.3,1.4009
5239,15-10-2004,01:00:00,-200.0,934,-200,4.3,730,-200,906,-200,1345,757,14.8,83.8,1.4005
5240,15-10-2004,02:00:00,-200.0,862,-200,3.0,649,-200,1046,-200,1289,675,14.4,84.6,1.3794
5241,15-10-2004,03:00:00,-200.0,823,-200,2.1,590,-200,1125,-200,1241,624,15.8,77.6,1.3792
5242,15-10-2004,04:00:00,-200.0,839,-200,2.3,604,-200,1097,-200,1259,605,15.2,79.4,1.3605
5243,15-10-2004,05:00:00,-200.0,879,-200,3.5,681,-200,992,-200,1312,703,14.8,81.9,1.3735
5244,15-10-2004,06:00:00,-200.0,1095,-200,10.0,977,-200,725,-200,1562,998,14.6,82.9,1.3706
5245,15-10-2004,07:00:00,-200.0,1359,-200,20.5,1311,-200,544,-200,1878,1311,14.8,80.4,1.3428
5246,15-10-2004,08:00:00,-200.0,1354,-200,22.2,1358,-200,519,-200,1942,1403,15.6,77.1,1.3527
5247,15-10-2004,09:00:00,-200.0,1420,-200,24.1,1405,-200,501,-200,1941,1573,17.3,70.9,1.3876
5248,15-10-2004,10:00:00,-200.0,1265,-200,17.4,1221,-200,578,-200,1760,1354,22.2,51.3,1.3543
5249,15-10-2004,11:00:00,-200.0,1146,-200,14.2,1122,-200,639,-200,1659,1131,24.4,43.9,1.3184
5250,15-10-2004,12:00:00,-200.0,1150,-200,15.0,1149,-200,620,-200,1676,1113,22.7,47.6,1.2989
5251,15-10-2004,13:00:00,-200.0,1282,-200,18.3,1247,-200,560,-200,1861,1258,20.5,61.5,1.4673
5252,15-10-2004,14:00:00,-200.0,1067,-200,13.0,1085,-200,684,-200,1548,985,23.3,40.4,1.1421
5253,15-10-2004,15:00:00,-200.0,1185,-200,18.1,1243,-200,603,-200,1689,1197,23.2,39.9,1.1172
5254,15-10-2004,16:00:00,-200.0,1312,-200,23.1,1381,-200,540,-200,1881,1402,21.5,44.5,1.129
5255,15-10-2004,17:00:00,-200.0,1319,-200,24.9,1426,-200,509,-200,1938,1491,20.9,48.5,1.1878
5256,15-10-2004,18:00:00,-200.0,1255,-200,21.7,1342,-200,539,-200,1875,1396,19.8,53.1,1.216
5257,15-10-2004,19:00:00,-200.0,1123,-200,14.1,1119,-200,648,-200,1593,1198,20.1,53.6,1.2477
5258,15-10-2004,20:00:00,-200.0,1126,-200,11.9,1045,-200,689,-200,1523,1166,19.6,56.0,1.2623
5259,15-10-2004,21:00:00,-200.0,924,-200,5.1,766,-200,902,-200,1357,752,18.6,60.4,1.2817
5260,15-10-2004,22:00:00,-200.0,982,-200,6.8,849,-200,853,-200,1390,717,14.5,78.3,1.288
5261,15-10-2004,23:00:00,-200.0,936,-200,4.8,756,-200,939,-200,1311,693,16.3,70.5,1.2921
5262,16-10-2004,00:00:00,-200.0,1069,-200,7.2,865,-200,825,-200,1394,816,14.1,83.8,1.3459999999999999
5263,16-10-2004,01:00:00,-200.0,967,-200,5.4,785,-200,879,-200,1326,766,14.5,81.3,1.3399
5264,16-10-2004,02:00:00,-200.0,869,-200,3.0,649,-200,1033,-200,1249,631,14.7,80.7,1.3414
5265,16-10-2004,03:00:00,-200.0,916,-200,3.7,692,-200,986,-200,1287,683,14.5,82.1,1.3493
5266,16-10-2004,04:00:00,-200.0,886,-200,3.6,686,-200,970,-200,1278,654,15.0,78.4,1.3333
5267,16-10-2004,05:00:00,-200.0,926,-200,4.7,747,-200,902,-200,1325,759,14.5,80.5,1.3221
5268,16-10-2004,06:00:00,-200.0,971,-200,6.9,851,-200,808,-200,1389,876,14.6,79.0,1.3082
5269,16-10-2004,07:00:00,-200.0,1029,-200,7.7,886,-200,807,-200,1446,926,15.0,74.8,1.2672
5270,16-10-2004,08:00:00,-200.0,1124,-200,12.2,1057,-200,667,-200,1569,1091,15.9,70.4,1.2658
5271,16-10-2004,09:00:00,-200.0,1063,-200,9.6,964,-200,729,-200,1454,1045,17.4,62.3,1.2282
5272,16-10-2004,10:00:00,-200.0,1028,-200,9.6,961,-200,756,-200,1413,928,21.3,42.9,1.0727
5273,16-10-2004,11:00:00,-200.0,944,-200,8.3,910,-200,828,-200,1342,777,22.0,38.9,1.0154
5274,16-10-2004,12:00:00,-200.0,913,-200,7.0,857,-200,892,-200,1275,640,20.3,41.3,0.9745
5275,16-10-2004,13:00:00,-200.0,966,-200,8.2,906,-200,819,-200,1354,741,20.2,45.6,1.0663
5276,16-10-2004,14:00:00,-200.0,833,-200,4.5,737,-200,1021,-200,1162,483,20.8,37.4,0.9107
5277,16-10-2004,15:00:00,-200.0,891,-200,5.5,789,-200,960,-200,1234,522,21.6,35.9,0.9164
5278,16-10-2004,16:00:00,-200.0,995,-200,8.7,927,-200,825,-200,1320,718,22.0,35.7,0.9329
5279,16-10-2004,17:00:00,-200.0,1038,-200,8.7,929,-200,816,-200,1332,798,19.9,42.0,0.9665
5280,16-10-2004,18:00:00,-200.0,1146,-200,14.0,1118,-200,695,-200,1534,1174,19.2,46.3,1.0158
5281,16-10-2004,19:00:00,-200.0,1059,-200,9.5,958,-200,787,-200,1417,891,17.9,56.9,1.1545
5282,16-10-2004,20:00:00,-200.0,1065,-200,7.9,893,-200,819,-200,1397,799,14.7,75.5,1.2554
5283,16-10-2004,21:00:00,-200.0,1013,-200,6.2,822,-200,855,-200,1377,855,15.1,78.9,1.3409
5284,16-10-2004,22:00:00,-200.0,942,-200,4.0,712,-200,979,-200,1303,734,17.2,66.7,1.2987
5285,16-10-2004,23:00:00,-200.0,925,-200,4.4,735,-200,960,-200,1284,691,15.4,73.2,1.2755
5286,17-10-2004,00:00:00,-200.0,871,-200,2.6,628,-200,1118,-200,1228,557,16.5,68.5,1.2753
5287,17-10-2004,01:00:00,-200.0,864,-200,2.7,633,-200,1097,-200,1259,523,16.4,70.3,1.3031
5288,17-10-2004,02:00:00,-200.0,929,-200,3.8,698,-200,991,-200,1307,610,15.4,78.1,1.3557
5289,17-10-2004,03:00:00,-200.0,912,-200,3.6,690,-200,984,-200,1309,574,15.8,75.5,1.3436
5290,17-10-2004,04:00:00,-200.0,817,-200,2.2,602,-200,1120,-200,1227,470,16.0,69.5,1.2549
5291,17-10-2004,05:00:00,-200.0,786,-200,1.7,558,-200,1217,-200,1179,434,15.0,71.0,1.2032
5292,17-10-2004,06:00:00,-200.0,827,-200,2.1,595,-200,1208,-200,1214,507,13.9,75.2,1.1884
5293,17-10-2004,07:00:00,-200.0,789,-200,2.3,604,-200,1181,-200,1171,467,15.9,62.1,1.1103
5294,17-10-2004,08:00:00,-200.0,875,-200,4.8,754,-200,961,-200,1296,591,15.9,61.0,1.0911
5295,17-10-2004,09:00:00,-200.0,959,-200,5.6,792,-200,913,-200,1315,717,17.1,58.7,1.1332
5296,17-10-2004,10:00:00,-200.0,969,-200,6.8,850,-200,846,-200,1351,774,19.2,51.9,1.1404
5297,17-10-2004,11:00:00,-200.0,947,-200,6.2,821,-200,900,-200,1302,697,21.5,42.6,1.0798
5298,17-10-2004,12:00:00,-200.0,960,-200,6.8,848,-200,866,-200,1305,701,21.6,39.9,1.0156
5299,17-10-2004,13:00:00,-200.0,1017,-200,11.1,1020,-200,744,-200,1478,752,21.6,40.4,1.0309
5300,17-10-2004,14:00:00,-200.0,979,-200,12.2,1057,-200,701,-200,1473,760,22.0,37.3,0.9768
5301,17-10-2004,15:00:00,-200.0,843,-200,4.7,748,-200,999,-200,1179,505,22.1,35.2,0.9253
5302,17-10-2004,16:00:00,-200.0,877,-200,5.1,769,-200,962,-200,1212,529,22.4,36.0,0.9621
5303,17-10-2004,17:00:00,-200.0,1053,-200,12.7,1072,-200,733,-200,1495,832,20.9,40.3,0.9866
5304,17-10-2004,18:00:00,-200.0,1047,-200,11.6,1037,-200,749,-200,1429,904,19.8,41.5,0.9489
5305,17-10-2004,19:00:00,-200.0,1105,-200,12.7,1074,-200,712,-200,1457,1050,18.2,46.0,0.9538
5306,17-10-2004,20:00:00,-200.0,1008,-200,9.7,968,-200,783,-200,1348,1000,17.3,50.3,0.9837
5307,17-10-2004,21:00:00,-200.0,975,-200,7.8,891,-200,814,-200,1361,911,15.8,57.6,1.0271
5308,17-10-2004,22:00:00,-200.0,954,-200,6.8,850,-200,840,-200,1321,858,15.5,59.7,1.0413
5309,17-10-2004,23:00:00,-200.0,987,-200,8.1,904,-200,808,-200,1344,903,15.5,60.6,1.0574
5310,18-10-2004,00:00:00,-200.0,880,-200,5.4,784,-200,922,-200,1252,781,15.8,59.9,1.0676
5311,18-10-2004,01:00:00,-200.0,856,-200,4.4,732,-200,988,-200,1247,714,14.8,64.3,1.073
5312,18-10-2004,02:00:00,-200.0,788,-200,2.4,614,-200,1116,-200,1177,625,14.8,64.7,1.0788
5313,18-10-2004,03:00:00,-200.0,760,-200,1.6,555,-200,1226,-200,1158,568,13.8,67.6,1.0581
5314,18-10-2004,04:00:00,-200.0,777,-200,1.8,570,-200,1191,-200,1167,616,14.5,65.0,1.0672
5315,18-10-2004,05:00:00,-200.0,825,-200,3.1,661,-200,1074,-200,1207,710,14.0,67.4,1.0703
5316,18-10-2004,06:00:00,-200.0,1011,-200,9.2,947,-200,759,-200,1425,953,12.6,73.6,1.0699
5317,18-10-2004,07:00:00,-200.0,1237,-200,20.8,1319,-200,576,-200,1741,1271,13.3,70.4,1.0711
5318,18-10-2004,08:00:00,-200.0,1298,-200,26.8,1473,-200,514,-200,1884,1447,14.4,65.8,1.0773
5319,18-10-2004,09:00:00,-200.0,1153,-200,17.7,1230,-200,616,-200,1565,1296,16.8,57.8,1.0947
5320,18-10-2004,10:00:00,-200.0,1101,-200,14.2,1124,-200,646,-200,1521,1217,19.7,49.3,1.1199
5321,18-10-2004,11:00:00,-200.0,1215,-200,16.8,1203,-200,599,-200,1664,1341,21.1,47.2,1.1659
5322,18-10-2004,12:00:00,-200.0,1163,-200,16.0,1179,-200,608,-200,1641,1180,22.2,43.2,1.1427
5323,18-10-2004,13:00:00,-200.0,1285,-200,19.9,1293,-200,549,-200,1797,1365,21.4,47.2,1.1927
5324,18-10-2004,14:00:00,-200.0,1288,-200,18.5,1253,-200,537,-200,1763,1410,19.9,55.4,1.2702
5325,18-10-2004,15:00:00,-200.0,1362,-200,21.4,1334,-200,512,-200,1862,1529,20.3,54.0,1.2744
5326,18-10-2004,16:00:00,-200.0,1405,-200,22.8,1372,-200,497,-200,1883,1573,20.0,56.5,1.3051
5327,18-10-2004,17:00:00,-200.0,1610,-200,36.5,1697,-200,407,-200,2287,1810,19.7,57.8,1.3138
5328,18-10-2004,18:00:00,-200.0,1612,-200,38.8,1745,-200,398,-200,2357,1834,19.3,59.0,1.3077
5329,18-10-2004,19:00:00,-200.0,1520,-200,32.3,1604,-200,436,-200,2161,1672,18.5,60.3,1.2706
5330,18-10-2004,20:00:00,-200.0,1489,-200,29.3,1534,-200,444,-200,2080,1686,17.8,66.3,1.341
5331,18-10-2004,21:00:00,-200.0,1181,-200,14.2,1124,-200,597,-200,1606,1302,17.6,65.9,1.3175
5332,18-10-2004,22:00:00,-200.0,995,-200,8.0,898,-200,761,-200,1409,1023,17.5,63.5,1.2622
5333,18-10-2004,23:00:00,-200.0,998,-200,7.4,875,-200,779,-200,1380,992,16.5,67.2,1.2491
5334,19-10-2004,00:00:00,-200.0,984,-200,7.2,864,-200,788,-200,1371,960,16.2,69.1,1.2590000000000001
5335,19-10-2004,01:00:00,-200.0,1022,-200,8.0,898,-200,746,-200,1414,955,14.9,74.7,1.2564
5336,19-10-2004,02:00:00,-200.0,951,-200,6.5,835,-200,788,-200,1354,887,14.1,76.7,1.2273
5337,19-10-2004,03:00:00,-200.0,910,-200,5.2,773,-200,842,-200,1303,851,14.0,76.6,1.2202
5338,19-10-2004,04:00:00,-200.0,932,-200,5.6,792,-200,818,-200,1323,903,14.9,73.8,1.24
5339,19-10-2004,05:00:00,-200.0,974,-200,7.0,859,-200,772,-200,1383,954,15.2,73.1,1.2570000000000001
5340,19-10-2004,06:00:00,-200.0,1117,-200,11.5,1031,-200,669,-200,1528,1107,15.2,73.4,1.2626
5341,19-10-2004,07:00:00,-200.0,1367,-200,21.7,1343,-200,517,-200,1852,1442,15.2,74.7,1.2824
5342,19-10-2004,08:00:00,-200.0,1583,-200,37.9,1726,-200,404,-200,2316,1818,15.8,71.7,1.278
5343,19-10-2004,09:00:00,-200.0,1526,-200,30.1,1552,-200,441,-200,2074,1802,16.6,68.4,1.2829
5344,19-10-2004,10:00:00,-200.0,1399,-200,24.5,1416,-200,485,-200,1894,1671,17.6,64.9,1.2925
5345,19-10-2004,11:00:00,-200.0,1436,-200,25.2,1435,-200,479,-200,1911,1710,18.3,63.8,1.331
5346,19-10-2004,12:00:00,-200.0,1455,-200,26.5,1468,-200,474,-200,1945,1746,19.4,61.1,1.3652
5347,19-10-2004,13:00:00,-200.0,1311,-200,19.6,1286,-200,544,-200,1760,1495,20.9,58.1,1.4193
5348,19-10-2004,14:00:00,-200.0,1174,-200,13.4,1097,-200,640,-200,1596,1203,22.0,54.0,1.4114
5349,19-10-2004,15:00:00,-200.0,1242,-200,15.3,1158,-200,602,-200,1682,1252,22.8,53.0,1.4482
5350,19-10-2004,16:00:00,-200.0,1267,-200,15.1,1151,-200,593,-200,1671,1528,21.7,57.6,1.4756
5351,19-10-2004,17:00:00,-200.0,1401,-200,21.1,1326,-200,530,-200,1887,1629,21.3,60.8,1.5205
5352,19-10-2004,18:00:00,-200.0,1428,-200,23.6,1393,-200,490,-200,1976,1608,21.2,61.7,1.5309
5353,19-10-2004,19:00:00,-200.0,1478,-200,25.7,1447,-200,474,-200,2017,1664,21.2,62.2,1.5473
5354,19-10-2004,20:00:00,-200.0,1518,-200,27.2,1483,-200,454,-200,2098,1666,20.8,65.1,1.5782
5355,19-10-2004,21:00:00,-200.0,1468,-200,24.4,1415,-200,470,-200,1985,1594,19.9,69.0,1.5877
5356,19-10-2004,22:00:00,-200.0,1369,-200,20.3,1305,-200,513,-200,1851,1421,18.8,73.7,1.5785
5357,19-10-2004,23:00:00,-200.0,1244,-200,14.8,1141,-200,571,-200,1671,1337,19.2,71.3,1.5723
5358,20-10-2004,00:00:00,-200.0,1217,-200,12.8,1077,-200,603,-200,1628,1270,19.0,71.6,1.5549
5359,20-10-2004,01:00:00,-200.0,1103,-200,10.0,979,-200,666,-200,1520,1156,19.5,69.7,1.5596
5360,20-10-2004,02:00:00,-200.0,1118,-200,9.3,951,-200,675,-200,1509,1124,19.4,70.1,1.5626
5361,20-10-2004,03:00:00,-200.0,1087,-200,9.3,950,-200,684,-200,1519,1049,18.4,74.5,1.5634
5362,20-10-2004,04:00:00,-200.0,1069,-200,8.8,931,-200,688,-200,1508,1044,18.7,73.4,1.5701
5363,20-10-2004,05:00:00,-200.0,1112,-200,10.2,985,-200,645,-200,1544,1109,18.4,74.6,1.5631
5364,20-10-2004,06:00:00,-200.0,1196,-200,13.1,1086,-200,594,-200,1659,1224,18.5,74.4,1.5661
5365,20-10-2004,07:00:00,-200.0,1522,-200,26.1,1457,-200,458,-200,2043,1611,18.8,73.0,1.5737
5366,20-10-2004,08:00:00,-200.0,1715,-200,37.9,1728,-200,371,-200,2376,2004,19.9,69.9,1.6036
5367,20-10-2004,09:00:00,-200.0,1582,-200,26.2,1459,-200,448,-200,2036,1776,21.3,66.1,1.6556
5368,20-10-2004,10:00:00,-200.0,1494,-200,23.1,1379,-200,467,-200,1965,1723,23.0,61.8,1.7135
5369,20-10-2004,11:00:00,-200.0,1631,-200,26.0,1455,-200,438,-200,2027,1916,22.4,64.6,1.7271
5370,20-10-2004,12:00:00,-200.0,1650,-200,28.1,1506,-200,424,-200,2093,1955,23.8,59.9,1.7376
5371,20-10-2004,13:00:00,-200.0,1640,-200,28.0,1503,-200,431,-200,2094,1894,24.7,56.9,1.7472
5372,20-10-2004,14:00:00,-200.0,1589,-200,24.6,1418,-200,452,-200,2015,1823,25.4,55.1,1.761
5373,20-10-2004,15:00:00,-200.0,1538,-200,22.4,1362,-200,473,-200,1924,1793,25.7,54.5,1.7684
5374,20-10-2004,16:00:00,4.7,1597,-200,30.9,1573,652,424,167,2307,1956,24.8,57.7,1.7765
5375,20-10-2004,17:00:00,8.0,1884,-200,43.7,1846,895,348,194,2595,2203,24.6,58.9,1.8005
5376,20-10-2004,18:00:00,7.7,1835,-200,40.0,1770,826,358,172,2474,2073,23.9,61.8,1.8088
5377,20-10-2004,19:00:00,6.8,1759,-200,35.9,1684,648,373,134,2378,1923,23.0,65.9,1.8319
5378,20-10-2004,20:00:00,6.0,1666,-200,30.1,1553,629,409,130,2170,1780,22.4,67.7,1.8161
5379,20-10-2004,21:00:00,4.7,1506,-200,22.3,1360,529,458,113,1944,1609,22.0,69.2,1.8061
5380,20-10-2004,22:00:00,3.4,1378,-200,17.7,1229,405,511,99,1820,1466,21.8,69.6,1.79
5381,20-10-2004,23:00:00,3.9,1448,-200,19.5,1283,461,496,109,1877,1504,21.9,68.3,1.7699
5382,21-10-2004,00:00:00,4.4,1481,-200,22.3,1359,486,467,105,1957,1518,21.7,69.7,1.7872
5383,21-10-2004,01:00:00,3.3,1289,-200,15.4,1161,335,552,91,1765,1289,21.3,70.3,1.7574
5384,21-10-2004,02:00:00,2.0,1109,-200,9.3,951,210,664,77,1570,1076,20.8,71.7,1.7415
5385,21-10-2004,03:00:00,1.5,994,-200,6.0,812,-200,784,-200,1453,947,21.4,69.0,1.7421
5386,21-10-2004,04:00:00,-200.0,1015,-200,6.6,839,99,754,59,1473,970,21.4,69.3,1.7515
5387,21-10-2004,05:00:00,0.8,966,-200,5.1,771,149,830,60,1420,900,21.3,69.5,1.7447
5388,21-10-2004,06:00:00,1.3,1088,-200,8.8,932,203,706,72,1565,1034,21.5,67.5,1.7080000000000002
5389,21-10-2004,07:00:00,2.7,1303,-200,16.6,1198,332,578,83,1791,1235,21.9,64.8,1.683
5390,21-10-2004,08:00:00,3.6,1440,-200,24.3,1412,446,494,104,2016,1455,22.6,61.4,1.6645
5391,21-10-2004,09:00:00,3.6,1392,-200,20.6,1313,524,517,119,1866,1478,22.6,61.5,1.6636
5392,21-10-2004,10:00:00,2.6,1248,-200,15.6,1167,347,572,105,1704,1393,25.5,52.3,1.6796
5393,21-10-2004,11:00:00,2.0,1197,-200,12.2,1058,273,634,91,1626,1237,27.0,47.6,1.67
5394,21-10-2004,12:00:00,3.3,1357,-200,17.7,1230,404,542,103,1834,1373,25.2,53.3,1.6834
5395,21-10-2004,13:00:00,2.6,1263,-200,14.8,1143,-200,578,-200,1736,1310,26.6,49.3,1.6872
5396,21-10-2004,14:00:00,2.1,1261,-200,15.0,1148,312,585,111,1733,1287,27.2,48.5,1.7172
5397,21-10-2004,15:00:00,2.9,1382,-200,16.7,1200,369,539,101,1807,1413,26.9,50.0,1.7507
5398,21-10-2004,16:00:00,3.0,1400,-200,17.7,1230,362,519,102,1864,1483,26.5,52.2,1.7769
5399,21-10-2004,17:00:00,3.2,1443,-200,20.9,1322,335,488,101,1933,1539,27.0,51.0,1.7936
5400,21-10-2004,18:00:00,4.4,1630,-200,28.7,1520,447,427,118,2166,1691,25.9,55.8,1.8347
5401,21-10-2004,19:00:00,6.0,1720,-200,34.8,1661,576,382,120,2403,1846,25.1,59.4,1.8632
5402,21-10-2004,20:00:00,5.0,1600,-200,27.5,1492,486,432,107,2160,1665,24.7,58.7,1.8001
5403,21-10-2004,21:00:00,4.3,1525,-200,24.9,1427,439,450,104,2085,1577,23.6,62.2,1.7863
5404,21-10-2004,22:00:00,4.3,1544,-200,24.2,1409,462,448,91,2048,1603,22.4,67.1,1.794
5405,21-10-2004,23:00:00,4.2,1455,-200,22.2,1357,441,466,91,1964,1530,21.6,69.2,1.7630000000000001
5406,22-10-2004,00:00:00,2.2,1203,-200,13.2,1090,223,593,74,1655,1205,21.3,68.5,1.7164
5407,22-10-2004,01:00:00,1.3,1038,-200,7.9,895,126,714,63,1474,999,21.2,68.6,1.7046
5408,22-10-2004,02:00:00,1.0,975,-200,5.9,807,116,788,57,1423,904,20.3,70.6,1.6659
5409,22-10-2004,03:00:00,0.7,917,-200,4.1,714,-200,870,-200,1355,843,20.8,67.3,1.6353
5410,22-10-2004,04:00:00,-200.0,930,-200,4.6,741,125,849,48,1392,843,19.6,71.3,1.6119999999999999
5411,22-10-2004,05:00:00,0.9,960,-200,5.8,804,198,802,49,1435,886,18.7,74.4,1.5861
5412,22-10-2004,06:00:00,1.0,982,-200,6.5,834,185,770,55,1435,911,19.8,69.2,1.5808
5413,22-10-2004,07:00:00,2.8,1359,-200,19.5,1282,425,541,78,1912,1319,19.8,69.4,1.5859
5414,22-10-2004,08:00:00,4.1,1500,-200,28.0,1503,465,437,91,2158,1927,20.4,66.7,1.5781
5415,22-10-2004,09:00:00,2.9,1315,-200,18.7,1261,341,535,88,1830,1554,22.3,60.6,1.6069
5416,22-10-2004,10:00:00,2.7,1307,-200,18.3,1248,316,525,83,1787,1565,22.6,59.9,1.6246
5417,22-10-2004,11:00:00,2.1,1235,-200,14.3,1125,241,574,81,1704,1462,24.5,54.5,1.6514
5418,22-10-2004,12:00:00,2.4,1310,-200,16.5,1194,266,538,83,1781,1487,24.4,55.4,1.6712
5419,22-10-2004,13:00:00,3.8,1459,-200,22.9,1375,412,467,111,2007,1690,26.0,51.9,1.7148
5420,22-10-2004,14:00:00,3.7,1461,-200,22.3,1358,394,474,112,2033,1603,26.8,49.1,1.7101
5421,22-10-2004,15:00:00,3.7,1476,-200,22.0,1352,365,474,112,1996,1568,26.4,49.8,1.6928
5422,22-10-2004,16:00:00,5.5,1612,-200,27.7,1496,548,429,137,2127,1743,26.9,48.6,1.7017
